"GEO_ID","NAME","B25111_001E","B25111_001M","B25111_002E","B25111_002M","B25111_003E","B25111_003M","B25111_004E","B25111_004M","B25111_005E","B25111_005M","B25111_006E","B25111_006M","B25111_007E","B25111_007M","B25111_008E","B25111_008M","B25111_009E","B25111_009M","B25111_010E","B25111_010M",
"Geography","Geographic Area Name","Estimate!!Median gross rent!!Total","Margin of Error!!Median gross rent!!Total","Estimate!!Median gross rent!!Total!!Built 2010 or later","Margin of Error!!Median gross rent!!Total!!Built 2010 or later","Estimate!!Median gross rent!!Total!!Built 2000 to 2009","Margin of Error!!Median gross rent!!Total!!Built 2000 to 2009","Estimate!!Median gross rent!!Total!!Built 1990 to 1999","Margin of Error!!Median gross rent!!Total!!Built 1990 to 1999","Estimate!!Median gross rent!!Total!!Built 1980 to 1989","Margin of Error!!Median gross rent!!Total!!Built 1980 to 1989","Estimate!!Median gross rent!!Total!!Built 1970 to 1979","Margin of Error!!Median gross rent!!Total!!Built 1970 to 1979","Estimate!!Median gross rent!!Total!!Built 1960 to 1969","Margin of Error!!Median gross rent!!Total!!Built 1960 to 1969","Estimate!!Median gross rent!!Total!!Built 1950 to 1959","Margin of Error!!Median gross rent!!Total!!Built 1950 to 1959","Estimate!!Median gross rent!!Total!!Built 1940 to 1949","Margin of Error!!Median gross rent!!Total!!Built 1940 to 1949","Estimate!!Median gross rent!!Total!!Built 1939 or earlier","Margin of Error!!Median gross rent!!Total!!Built 1939 or earlier",
"0500000US27013","Blue Earth County, Minnesota","726","27","1266","787","1051","220","704","42","739","102","687","26","632","58","741","81","701","125","699","74",
"0500000US27015","Brown County, Minnesota","607","25","-","**","950","189","604","92","586","56","460","86","645","138","574","56","580","121","630","28",
"0500000US27017","Carlton County, Minnesota","692","35","-","**","781","85","688","128","662","136","553","94","633","141","742","96","748","202","767","44",
"0500000US27019","Carver County, Minnesota","941","28","986","288","1060","100","1314","151","886","65","819","47","682","25","698","178","861","166","816","139",
"0500000US27021","Cass County, Minnesota","660","28","-","**","734","51","748","97","579","64","565","75","617","107","620","29","469","212","750","197",
"0500000US27023","Chippewa County, Minnesota","688","40","-","**","720","23","814","141","652","136","467","79","761","280","808","221","731","90","566","158",
"0500000US27025","Chisago County, Minnesota","773","35","-","**","796","69","946","77","640","174","720","129","903","176","688","210","664","296","729","21",
"0500000US27027","Clay County, Minnesota","713","17","827","101","836","46","704","55","648","32","655","52","642","96","719","124","923","374","689","189",
"0500000US27029","Clearwater County, Minnesota","531","66","185","13","833","343","644","212","466","60","470","63","488","708","521","231","478","40","692","125",
"0500000US27031","Cook County, Minnesota","656","84","431","125","434","173","703","209","757","148","481","731","1031","615","703","625","435","428","696","608",
"0500000US27033","Cottonwood County, Minnesota","567","119","-","**","990","631","786","252","436","274","416","149","525","176","748","279","475","479","549","171",
"0500000US27035","Crow Wing County, Minnesota","720","26","633","105","881","76","738","79","663","85","606","62","613","149","826","142","783","51","720","70",
"0500000US27037","Dakota County, Minnesota","955","12","889","133","1119","52","1042","42","1023","34","887","14","848","22","896","47","821","70","838","48",
"0500000US27039","Dodge County, Minnesota","675","58","-","**","772","54","650","144","594","341","639","63","625","262","686","461","545","251","788","211",
"0500000US27041","Douglas County, Minnesota","685","38","883","287","883","147","740","146","624","96","569","42","664","144","629","117","636","372","575","109",
"0500000US27043","Faribault County, Minnesota","529","45","-","**","466","209","568","94","471","19","384","83","559","179","563","32","594","69","601","47",
"0500000US27045","Fillmore County, Minnesota","585","24","-","**","695","176","693","89","444","114","509","93","563","204","570","76","705","91","607","81",
"0500000US27047","Freeborn County, Minnesota","554","39","-","**","418","265","627","107","444","93","458","71","628","56","625","40","538","30","580","94",
"0500000US27049","Goodhue County, Minnesota","708","40","-","**","723","101","857","150","660","106","682","47","599","446","871","116","867","377","668","42",
"0500000US27051","Grant County, Minnesota","519","64","-","**","438","571","713","109","424","8","440","43","519","87","775","622","706","113","588","66",
"0500000US27053","Hennepin County, Minnesota","934","7","1439","145","1212","30","1078","26","1034","22","860","11","842","15","884","21","896","37","899","17",
"0500000US27055","Houston County, Minnesota","607","42","-","**","722","61","660","205","533","110","601","44","672","192","638","188","463","157","701","136",
"0500000US27057","Hubbard County, Minnesota","635","79","-","**","675","322","764","33","589","117","519","109","619","141","682","192","575","120","754","115",
"0500000US27059","Isanti County, Minnesota","841","55","1000","146","931","53","964","183","721","98","600","56","581","383","963","196","617","25","831","129",
"0500000US27061","Itasca County, Minnesota","648","35","-","**","489","259","781","77","360","85","663","45","602","145","814","70","635","49","700","230",
"0500000US27063","Jackson County, Minnesota","538","49","-","**","-","**","533","433","493","243","460","218","450","190","642","91","559","88","575","100",
"0500000US27065","Kanabec County, Minnesota","750","38","-","**","777","42","705","68","729","84","846","199","735","92","696","167","734","61","825","180",
"0500000US27067","Kandiyohi County, Minnesota","664","24","973","123","871","74","707","89","670","26","601","47","548","32","734","154","800","297","757","209",
"0500000US27069","Kittson County, Minnesota","473","47","-","**","569","64","550","66","475","82","459","72","367","279","325","167","407","119","666","155",
"0500000US27071","Koochiching County, Minnesota","533","31","-","**","574","29","910","363","241","296","530","91","567","241","532","98","430","13","509","51",
"0500000US27073","Lac qui Parle County, Minnesota","590","56","-","**","758","463","542","136","652","199","525","70","616","26","580","109","644","116","538","92",
"0500000US27075","Lake County, Minnesota","675","91","-","**","1188","278","675","237","389","980","825","222","946","612","678","342","619","220","607","70",
"0500000US27077","Lake of the Woods County, Minnesota","629","100","-","**","388","412","816","107","404","203","325","182","-","**","-","**","-","**","644","74",
"0500000US27079","Le Sueur County, Minnesota","703","77","463","390","849","33","660","247","595","45","645","45","696","255","666","193","814","296","807","86",
"0500000US27081","Lincoln County, Minnesota","522","40","-","**","713","172","720","576","430","71","404","103","575","205","506","51","727","61","645","153",
"0500000US27083","Lyon County, Minnesota","609","28","-","**","682","151","697","135","628","175","557","91","602","125","746","245","432","105","563","102",
"0500000US27085","McLeod County, Minnesota","696","53","-","**","915","177","798","42","604","106","599","65","595","47","596","438","567","175","762","152",
"0500000US27087","Mahnomen County, Minnesota","535","26","-","**","518","75","513","195","323","44","531","143","435","88","845","112","625","802","888","235",
"0500000US27089","Marshall County, Minnesota","513","25","-","**","788","102","588","71","525","203","443","57","463","162","464","52","308","171","560","69",
"0500000US27091","Martin County, Minnesota","638","71","-","**","981","130","661","265","782","314","504","155","635","298","503","147","406","64","594","124",
"0500000US27093","Meeker County, Minnesota","683","24","767","145","789","30","781","20","550","188","575","111","627","229","707","81","836","180","669","40",
"0500000US27095","Mille Lacs County, Minnesota","726","41","288","212","856","127","880","312","654","178","635","54","720","131","964","305","838","167","697","151",
"0500000US27097","Morrison County, Minnesota","643","36","856","119","785","35","408","99","601","90","561","140","654","244","663","360","642","163","670","15",
"0500000US27099","Mower County, Minnesota","711","33","-","**","920","63","935","45","469","130","463","64","667","237","728","76","656","167","754","45",
"0500000US27101","Murray County, Minnesota","547","22","-","**","436","87","692","487","477","28","497","113","521","57","583","136","539","56","581","44",
"0500000US27103","Nicollet County, Minnesota","760","29","817","84","920","162","798","98","644","56","710","124","497","244","770","148","627","102","745","184",
"0500000US27105","Nobles County, Minnesota","602","50","-","**","711","50","743","154","494","128","516","135","627","220","573","257","533","95","652","76",
"0500000US27107","Norman County, Minnesota","565","67","-","**","635","503","689","120","545","219","495","202","464","95","493","185","492","351","591","51",
"0500000US27109","Olmsted County, Minnesota","808","24","1138","448","1133","97","943","39","777","58","742","22","702","34","805","76","780","233","742","34",
"0500000US27111","Otter Tail County, Minnesota","618","49","-","**","731","29","644","76","494","95","516","61","572","123","687","96","565","53","722","57",
"0500000US27113","Pennington County, Minnesota","574","52","-","**","731","113","532","126","576","121","592","69","519","141","508","479","429","150","506","142",
"0500000US27115","Pine County, Minnesota","715","26","-","**","890","72","792","75","580","63","631","186","644","75","700","46","845","436","898","102",
"0500000US27117","Pipestone County, Minnesota","569","59","-","**","780","218","900","367","509","70","488","50","611","220","744","179","651","151","477","38",
"0500000US27119","Polk County, Minnesota","629","45","-","**","658","212","719","30","493","26","572","79","787","65","644","154","713","153","663","100",
"0500000US27121","Pope County, Minnesota","654","40","935","23","1044","297","847","38","420","177","517","408","522","129","467","29","567","233","676","19",
"0500000US27123","Ramsey County, Minnesota","853","7","1067","206","994","48","905","46","874","22","817","16","808","16","845","29","826","46","875","16",
"0500000US27125","Red Lake County, Minnesota","506","53","-","**","-","**","452","35","656","251","338","121","488","137","538","101","625","184","540","154",
"0500000US27127","Redwood County, Minnesota","568","32","-","**","708","235","659","126","438","440","438","29","465","247","591","107","579","81","646","87",
"0500000US27129","Renville County, Minnesota","575","18","-","**","522","133","595","154","459","65","543","50","625","96","639","97","706","222","585","142",
"0500000US27131","Rice County, Minnesota","738","44","934","418","873","71","681","207","688","46","617","66","774","86","760","361","959","291","819","106",
"0500000US27133","Rock County, Minnesota","619","63","-","**","713","79","745","49","605","258","287","81","555","249","622","107","593","294","739","114",
"0500000US27135","Roseau County, Minnesota","594","57","392","1850","475","122","698","43","513","87","540","43","631","388","804","221","668","111","679","176",
"0500000US27137","St. Louis County, Minnesota","680","16","1053","205","898","56","769","60","614","87","553","53","675","55","762","45","638","40","670","28",
"0500000US27139","Scott County, Minnesota","1000","42","941","645","1161","102","1240","86","932","37","878","146","770","103","1055","175","1057","207","680","97",
"0500000US27141","Sherburne County, Minnesota","928","48","1417","171","1026","158","1022","326","874","81","855","60","823","103","1112","106","955","587","1018","355",
"0500000US27143","Sibley County, Minnesota","616","30","694","55","425","156","625","139","594","155","414","141","741","147","538","189","618","78","716","45",
"0500000US27145","Stearns County, Minnesota","730","19","779","229","904","50","718","47","719","30","657","33","692","89","635","51","902","237","721","66",
"0500000US27147","Steele County, Minnesota","713","31","-","**","775","96","825","93","658","54","714","113","669","70","800","126","571","383","647","61",
"0500000US27149","Stevens County, Minnesota","536","26","-","**","181","17","431","152","600","189","541","48","583","104","668","176","786","321","527","54",
"0500000US27151","Swift County, Minnesota","569","48","-","**","811","132","645","395","484","113","534","78","448","59","570","78","565","49","641","48",
"0500000US27153","Todd County, Minnesota","561","36","-","**","741","101","360","109","661","128","411","95","546","97","625","95","787","111","567","170",
"0500000US27155","Traverse County, Minnesota","532","38","-","**","-","**","689","546","295","426","503","44","383","147","575","233","516","299","553","94",
"0500000US27157","Wabasha County, Minnesota","707","55","-","**","1104","169","805","287","557","144","554","88","824","175","826","153","630","131","752","93",
"0500000US27159","Wadena County, Minnesota","569","31","-","**","648","257","564","89","558","98","516","57","458","225","602","136","706","166","583","37",
"0500000US27161","Waseca County, Minnesota","585","23","-","**","828","58","754","147","552","93","559","57","346","267","601","51","1063","295","595","214",
"0500000US27163","Washington County, Minnesota","1125","26","1221","163","1394","58","1214","58","1049","51","914","46","810","41","881","120","945","95","1008","130",
"0500000US27165","Watonwan County, Minnesota","562","37","-","**","767","244","695","156","333","135","477","40","573","260","543","95","656","372","565","57",
"0500000US27167","Wilkin County, Minnesota","435","82","-","**","1026","248","975","276","298","2588","436","166","515","81","371","62","382","80","682","24",
"0500000US27169","Winona County, Minnesota","629","23","629","338","768","56","659","77","557","57","507","116","588","93","655","232","560","59","676","48",
"0500000US27171","Wright County, Minnesota","889","33","984","103","1158","63","898","80","734","24","810","93","927","233","905","278","1316","258","790","57",
"0500000US27173","Yellow Medicine County, Minnesota","567","30","-","**","594","259","647","192","550","309","476","33","475","164","684","219","530","47","600","103",
"0500000US28001","Adams County, Mississippi","613","31","-","**","606","236","809","255","662","59","550","63","650","40","724","68","500","237","443","39",
"0500000US28003","Alcorn County, Mississippi","608","24","-","**","627","16","628","73","567","64","495","132","535","206","731","113","617","185","764","233",
"0500000US28005","Amite County, Mississippi","636","39","-","**","776","309","634","135","511","132","562","546","513","73","624","3","-","**","830","329",
"0500000US28007","Attala County, Mississippi","538","35","-","**","534","63","621","241","617","157","510","187","500","242","530","94","902","549","550","230",
"0500000US28009","Benton County, Mississippi","583","79","-","**","672","193","615","458","548","56","475","368","667","162","720","370","233","353","610","121",
"0500000US28011","Bolivar County, Mississippi","576","22","490","274","588","87","557","167","565","34","552","43","668","202","587","148","556","122","683","43",
"0500000US28013","Calhoun County, Mississippi","503","30","-","**","706","269","396","65","460","54","489","60","509","83","633","115","581","176","540","180",
"0500000US28015","Carroll County, Mississippi","480","191","-","**","-","**","298","120","924","341","391","87","392","190","766","154","-","**","-","**",
"0500000US28017","Chickasaw County, Mississippi","518","34","-","**","545","135","390","142","504","443","497","41","534","68","705","48","-","**","788","242",
"0500000US28019","Choctaw County, Mississippi","525","130","-","**","-","**","370","101","543","232","631","352","486","174","738","555","653","245","783","140",
"0500000US28021","Claiborne County, Mississippi","551","51","-","**","980","256","-","**","440","92","564","88","532","171","319","42","-","**","930","409",
"0500000US28023","Clarke County, Mississippi","620","25","-","**","939","44","717","109","593","52","319","249","612","101","528","130","658","42","631","414",
"0500000US28025","Clay County, Mississippi","640","51","-","**","577","165","709","192","610","93","608","105","675","32","641","126","-","**","686","246",
"0500000US28027","Coahoma County, Mississippi","572","24","-","**","558","379","592","145","310","40","552","57","639","38","623","37","574","188","469","207",
"0500000US28029","Copiah County, Mississippi","628","25","-","**","653","622","629","30","584","222","587","46","671","128","690","318","809","420","751","241",
"0500000US28031","Covington County, Mississippi","626","29","-","**","711","157","634","85","408","226","631","54","508","303","-","**","-","**","525","238",
"0500000US28033","DeSoto County, Mississippi","955","17","741","116","1054","62","933","25","936","46","961","43","957","136","891","364","795","189","824","171",
"0500000US28035","Forrest County, Mississippi","719","27","868","123","750","39","664","79","667","124","655","31","807","67","754","117","821","57","767","87",
"0500000US28037","Franklin County, Mississippi","522","22","-","**","-","**","515","17","534","67","573","210","563","77","371","254","760","273","283","202",
"0500000US28039","George County, Mississippi","804","180","-","**","646","712","817","271","610","519","866","376","803","478","575","378","-","**","-","**",
"0500000US28041","Greene County, Mississippi","520","74","-","**","756","94","573","199","480","15","595","469","510","503","-","**","-","**","-","**",
"0500000US28043","Grenada County, Mississippi","535","29","-","**","682","214","463","124","522","22","518","126","408","195","481","413","570","12","736","178",
"0500000US28045","Hancock County, Mississippi","763","39","556","139","768","67","797","189","766","111","840","193","721","98","733","54","1013","133","730","31",
"0500000US28047","Harrison County, Mississippi","846","14","848","53","888","25","828","48","780","36","789","36","859","42","820","45","858","73","887","100",
"0500000US28049","Hinds County, Mississippi","772","12","691","150","813","45","770","30","788","40","777","31","784","40","713","53","751","72","749","48",
"0500000US28051","Holmes County, Mississippi","481","24","-","**","612","83","369","31","291","138","508","46","569","147","483","62","642","166","584","99",
"0500000US28053","Humphreys County, Mississippi","551","31","436","159","625","208","503","431","530","298","569","43","590","295","482","11","659","116","524","30",
"0500000US28055","Issaquena County, Mississippi","450","199","-","**","-","**","520","250","575","825","354","275","-","**","-","**","-","**","-","**",
"0500000US28057","Itawamba County, Mississippi","613","27","-","**","723","110","656","103","700","173","536","138","495","172","610","26","589","31","568","105",
"0500000US28059","Jackson County, Mississippi","836","19","851","116","912","50","906","112","750","97","795","36","838","92","720","144","771","56","818","153",
"0500000US28061","Jasper County, Mississippi","712","78","-","**","2,000+","***","642","109","802","492","1012","638","697","389","752","384","-","**","596","409",
"0500000US28063","Jefferson County, Mississippi","457","72","-","**","-","**","408","353","758","661","399","226","493","200","-","**","-","**","-","**",
"0500000US28065","Jefferson Davis County, Mississippi","725","117","-","**","785","280","674","220","578","628","768","189","639","350","525","324","917","158","796","160",
"0500000US28067","Jones County, Mississippi","618","38","-","**","628","152","647","120","517","52","643","44","636","96","592","134","664","54","610","90",
"0500000US28069","Kemper County, Mississippi","407","84","-","**","686","110","345","36","417","311","343","65","481","916","-","**","600","379","-","**",
"0500000US28071","Lafayette County, Mississippi","799","34","770","162","805","59","846","120","731","77","724","98","944","136","922","268","625","291","962","204",
"0500000US28073","Lamar County, Mississippi","822","26","879","544","905","40","812","85","815","62","653","161","670","195","703","150","770","28","621","124",
"0500000US28075","Lauderdale County, Mississippi","668","24","-","**","692","64","746","86","663","59","626","56","696","57","752","71","655","90","628","36",
"0500000US28077","Lawrence County, Mississippi","652","64","-","**","-","**","805","137","602","93","447","39","688","97","576","4","-","**","666","552",
"0500000US28079","Leake County, Mississippi","605","45","-","**","756","513","685","111","482","197","619","107","497","454","721","194","621","24","483","43",
"0500000US28081","Lee County, Mississippi","661","26","713","194","788","132","693","55","637","49","555","53","709","46","644","141","692","163","635","186",
"0500000US28083","Leflore County, Mississippi","556","22","492","67","607","119","398","88","464","64","606","52","527","99","481","188","633","28","662","37",
"0500000US28085","Lincoln County, Mississippi","627","30","-","**","820","339","609","210","577","377","609","55","584","46","858","251","777","121","714","83",
"0500000US28087","Lowndes County, Mississippi","706","40","971","79","865","103","763","92","665","75","684","73","652","246","657","131","549","232","522","73",
"0500000US28089","Madison County, Mississippi","890","25","946","497","964","70","885","59","917","55","895","84","772","68","643","122","929","158","793","75",
"0500000US28091","Marion County, Mississippi","598","44","-","**","633","107","517","202","661","192","609","103","715","206","680","85","608","257","431","161",
"0500000US28093","Marshall County, Mississippi","728","41","181","122","884","229","739","248","463","287","736","77","838","177","837","251","790","233","783","76",
"0500000US28095","Monroe County, Mississippi","561","33","495","653","688","361","593","126","523","45","511","53","517","93","611","89","650","155","550","333",
"0500000US28097","Montgomery County, Mississippi","597","131","-","**","725","301","704","49","454","219","533","518","533","136","521","81","-","**","854","72",
"0500000US28099","Neshoba County, Mississippi","592","41","-","**","744","108","545","181","483","144","570","126","595","265","585","141","756","385","603","366",
"0500000US28101","Newton County, Mississippi","623","58","-","**","529","207","754","320","505","112","738","166","542","129","614","231","768","118","663","102",
"0500000US28103","Noxubee County, Mississippi","533","45","-","**","764","224","496","165","429","93","659","216","641","572","455","142","-","**","603","157",
"0500000US28105","Oktibbeha County, Mississippi","713","22","852","115","801","60","730","38","664","49","659","43","539","183","671","17","670","384","740","252",
"0500000US28107","Panola County, Mississippi","660","65","553","569","501","106","731","64","563","31","711","80","625","129","801","397","700","315","926","273",
"0500000US28109","Pearl River County, Mississippi","790","33","490","467","780","23","868","86","611","188","778","140","847","84","803","235","1048","430","950","566",
"0500000US28111","Perry County, Mississippi","681","118","-","**","435","131","686","311","445","261","550","802","810","137","-","**","1074","631","522","130",
"0500000US28113","Pike County, Mississippi","629","36","-","**","763","96","611","61","689","80","564","168","541","95","512","89","733","247","480","133",
"0500000US28115","Pontotoc County, Mississippi","630","28","-","**","620","140","634","52","615","73","623","84","709","211","470","702","646","108","878","529",
"0500000US28117","Prentiss County, Mississippi","518","65","-","**","499","342","515","241","481","75","552","53","372","156","448","160","704","228","1106","358",
"0500000US28119","Quitman County, Mississippi","543","51","-","**","482","136","525","219","536","131","570","106","535","294","540","50","588","270","708","344",
"0500000US28121","Rankin County, Mississippi","889","24","1805","380","1116","87","966","54","831","56","796","42","718","91","690","74","798","60","874","198",
"0500000US28123","Scott County, Mississippi","596","44","917","82","716","204","596","145","601","110","496","87","620","40","669","137","-","**","480","19",
"0500000US28125","Sharkey County, Mississippi","519","25","-","**","-","**","505","41","513","71","538","104","519","86","522","338","246","667","-","**",
"0500000US28127","Simpson County, Mississippi","604","47","632","363","585","71","638","114","519","50","569","74","670","95","666","26","639","197","771","222",
"0500000US28129","Smith County, Mississippi","594","83","-","**","536","314","738","262","554","116","434","277","381","344","611","227","725","325","481","387",
"0500000US28131","Stone County, Mississippi","706","41","480","512","803","375","634","41","908","353","634","62","730","281","792","476","-","**","-","**",
"0500000US28133","Sunflower County, Mississippi","534","42","-","**","710","95","657","171","477","38","498","43","685","159","565","102","617","715","464","116",
"0500000US28135","Tallahatchie County, Mississippi","488","91","-","**","711","246","338","105","436","396","563","216","508","613","551","279","664","109","441","86",
"0500000US28137","Tate County, Mississippi","703","36","738","588","714","65","696","43","738","269","669","191","842","186","605","108","707","244","527","94",
"0500000US28139","Tippah County, Mississippi","567","36","-","**","904","474","555","73","485","136","616","105","494","139","605","116","481","182","753","383",
"0500000US28141","Tishomingo County, Mississippi","521","39","-","**","657","42","550","38","513","62","374","56","657","88","675","201","707","46","348","468",
"0500000US28143","Tunica County, Mississippi","679","21","-","**","688","34","732","59","583","103","606","65","649","287","478","13","-","**","517","191",
"0500000US28145","Union County, Mississippi","678","21","673","227","676","196","601","111","680","37","686","59","592","143","661","164","720","73","740","40",
"0500000US28147","Walthall County, Mississippi","444","231","-","**","-","**","656","287","404","350","314","170","679","75","410","518","-","**","-","**",
"0500000US28149","Warren County, Mississippi","672","32","-","**","837","92","818","48","600","47","647","51","742","79","584","38","638","253","659","183",
"0500000US28151","Washington County, Mississippi","617","22","-","**","647","79","531","57","609","51","597","68","694","63","617","65","578","73","647","89",
"0500000US28153","Wayne County, Mississippi","497","69","-","**","477","187","488","130","553","153","317","209","680","15","551","162","515","445","-","**",
"0500000US28155","Webster County, Mississippi","499","35","-","**","768","402","477","111","382","265","516","42","523","4","475","127","661","438","243","476",
"0500000US28157","Wilkinson County, Mississippi","431","130","-","**","245","366","299","793","256","39","389","162","697","177","547","143","100-","***","538","41",
"0500000US28159","Winston County, Mississippi","577","67","-","**","796","206","565","75","540","187","488","82","533","170","638","190","640","176","771","150",
"0500000US28161","Yalobusha County, Mississippi","396","79","-","**","394","364","556","160","322","179","374","121","367","46","562","197","560","132","442","394",
"0500000US28163","Yazoo County, Mississippi","604","39","-","**","647","32","586","161","620","84","580","88","596","143","608","121","544","395","284","108",
"0500000US29001","Adair County, Missouri","573","31","544","553","585","43","605","136","511","54","521","99","472","49","551","100","705","87","689","171",
"0500000US29003","Andrew County, Missouri","703","43","-","**","730","167","732","95","481","255","675","165","439","482","856","129","575","132","847","278",
"0500000US29005","Atchison County, Missouri","553","41","-","**","644","111","719","437","343","160","441","57","470","24","690","100","557","56","627","46",
"0500000US29007","Audrain County, Missouri","616","20","-","**","633","163","643","110","493","54","614","115","666","116","694","67","500","242","609","39",
"0500000US29009","Barry County, Missouri","579","22","634","26","614","71","574","38","573","38","521","35","705","72","565","76","593","198","596","214",
"0500000US29011","Barton County, Missouri","503","40","-","**","615","153","502","43","429","62","364","183","480","162","533","77","598","344","618","175",
"0500000US29013","Bates County, Missouri","600","32","-","**","605","75","618","40","552","57","607","68","695","279","613","65","490","77","647","195",
"0500000US29015","Benton County, Missouri","589","31","-","**","582","321","609","166","560","45","566","170","628","82","773","212","808","267","492","137",
"0500000US29017","Bollinger County, Missouri","556","53","-","**","656","221","607","39","444","269","439","86","573","72","733","254","660","187","493","83",
"0500000US29019","Boone County, Missouri","798","14","1317","796","957","36","829","31","784","45","698","27","674","36","715","64","781","105","779","55",
"0500000US29021","Buchanan County, Missouri","681","16","911","231","727","76","671","68","589","36","677","51","674","19","740","54","764","76","673","29",
"0500000US29023","Butler County, Missouri","606","34","448","740","677","121","630","49","577","66","583","48","583","149","667","58","570","93","594","50",
"0500000US29025","Caldwell County, Missouri","643","58","-","**","481","287","816","245","408","65","386","25","579","77","754","114","588","202","709","32",
"0500000US29027","Callaway County, Missouri","665","45","655","300","788","80","703","51","629","155","580","112","543","154","791","92","658","84","636","118",
"0500000US29029","Camden County, Missouri","656","43","745","166","772","74","711","84","618","47","529","79","534","329","631","272","513","108","876","150",
"0500000US29031","Cape Girardeau County, Missouri","686","23","897","257","850","81","704","60","659","68","641","39","688","66","796","176","690","139","701","98",
"0500000US29033","Carroll County, Missouri","521","31","-","**","594","226","475","135","638","668","462","163","455","198","850","562","675","201","528","18",
"0500000US29035","Carter County, Missouri","447","87","-","**","715","170","526","105","494","155","297","102","378","322","256","127","-","**","719","149",
"0500000US29037","Cass County, Missouri","929","22","537","454","1053","58","1012","78","884","111","808","71","918","114","898","55","913","254","854","44",
"0500000US29039","Cedar County, Missouri","597","71","-","**","272","181","660","133","621","351","572","206","475","212","579","111","1656","1176","746","203",
"0500000US29041","Chariton County, Missouri","478","46","-","**","-","**","375","147","438","352","334","60","415","299","604","194","519","179","588","222",
"0500000US29043","Christian County, Missouri","745","28","965","192","840","94","727","39","739","56","670","23","750","340","849","90","598","265","596","136",
"0500000US29045","Clark County, Missouri","489","42","-","**","453","203","513","61","433","101","388","214","760","326","625","454","-","**","618","83",
"0500000US29047","Clay County, Missouri","823","19","1187","162","976","33","848","58","747","33","749","28","756","30","900","48","780","84","795","100",
"0500000US29049","Clinton County, Missouri","745","42","-","**","830","355","708","59","765","52","744","89","697","213","684","30","906","604","807","121",
"0500000US29051","Cole County, Missouri","601","19","575","1599","679","75","623","31","571","55","558","42","603","39","641","117","558","99","576","72",
"0500000US29053","Cooper County, Missouri","638","39","-","**","764","219","598","122","524","71","664","101","704","184","618","168","625","87","576","62",
"0500000US29055","Crawford County, Missouri","610","26","-","**","614","199","613","54","540","57","669","78","677","65","688","116","622","84","544","56",
"0500000US29057","Dade County, Missouri","564","47","-","**","443","427","738","65","404","116","525","138","609","43","546","90","558","102","605","92",
"0500000US29059","Dallas County, Missouri","560","46","-","**","758","34","543","295","664","198","516","128","388","270","490","93","613","297","552","44",
"0500000US29061","Daviess County, Missouri","587","67","-","**","625","234","611","108","491","170","496","215","436","51","818","160","600","206","710","134",
"0500000US29063","DeKalb County, Missouri","545","69","-","**","888","385","934","271","423","78","399","168","438","451","633","153","760","296","771","157",
"0500000US29065","Dent County, Missouri","528","46","-","**","514","114","578","64","513","155","436","115","526","94","484","51","471","188","705","130",
"0500000US29067","Douglas County, Missouri","602","96","-","**","723","655","538","124","470","44","416","99","821","155","464","182","799","244","802","153",
"0500000US29069","Dunklin County, Missouri","512","24","-","**","497","28","456","91","433","78","480","50","521","90","632","39","563","133","552","127",
"0500000US29071","Franklin County, Missouri","701","29","938","390","756","108","728","56","595","30","674","30","730","138","813","110","545","255","741","68",
"0500000US29073","Gasconade County, Missouri","566","35","-","**","475","450","661","211","396","169","478","35","493","166","771","36","749","112","544","78",
"0500000US29075","Gentry County, Missouri","499","71","-","**","586","164","363","108","383","151","399","53","383","132","580","139","717","113","604","58",
"0500000US29077","Greene County, Missouri","694","10","836","81","770","16","716","22","678","21","602","20","692","47","666","49","638","47","637","19",
"0500000US29079","Grundy County, Missouri","584","49","-","**","-","**","586","286","448","259","509","147","554","179","588","80","800","507","680","167",
"0500000US29081","Harrison County, Missouri","569","54","-","**","696","37","446","427","506","99","545","172","365","61","521","112","400","333","627","75",
"0500000US29083","Henry County, Missouri","656","35","-","**","863","460","584","50","637","38","446","133","639","110","620","133","847","263","847","90",
"0500000US29085","Hickory County, Missouri","549","53","-","**","321","124","420","568","540","178","653","267","685","43","536","76","569","15","544","48",
"0500000US29087","Holt County, Missouri","453","56","-","**","688","623","613","146","352","79","370","42","608","112","406","24","580","54","555","81",
"0500000US29089","Howard County, Missouri","655","56","-","**","590","97","738","129","754","633","525","295","763","134","482","102","577","180","828","112",
"0500000US29091","Howell County, Missouri","553","23","553","85","679","61","551","41","519","43","397","64","566","83","583","79","537","99","621","200",
"0500000US29093","Iron County, Missouri","530","26","-","**","504","134","523","152","505","129","538","43","583","156","542","179","492","279","535","337",
"0500000US29095","Jackson County, Missouri","800","7","862","308","920","32","833","26","783","16","788","17","775","21","806","20","780","25","782","17",
"0500000US29097","Jasper County, Missouri","684","20","649","225","779","61","653","40","611","33","632","62","719","35","743","42","710","35","657","58",
"0500000US29099","Jefferson County, Missouri","770","16","888","181","776","61","795","51","753","56","699","74","785","30","809","82","815","164","737","51",
"0500000US29101","Johnson County, Missouri","732","23","953","86","813","107","673","49","777","68","687","44","676","72","829","59","730","52","722","70",
"0500000US29103","Knox County, Missouri","428","85","-","**","-","**","689","383","496","312","298","61","335","74","525","145","907","723","363","119",
"0500000US29105","Laclede County, Missouri","601","41","544","254","765","90","700","170","465","102","475","67","483","90","804","110","474","108","813","223",
