"GEO_ID","NAME","B25111_001E","B25111_001M","B25111_002E","B25111_002M","B25111_003E","B25111_003M","B25111_004E","B25111_004M","B25111_005E","B25111_005M","B25111_006E","B25111_006M","B25111_007E","B25111_007M","B25111_008E","B25111_008M","B25111_009E","B25111_009M","B25111_010E","B25111_010M",
"Geography","Geographic Area Name","Estimate!!Median gross rent!!Total","Margin of Error!!Median gross rent!!Total","Estimate!!Median gross rent!!Total!!Built 2010 or later","Margin of Error!!Median gross rent!!Total!!Built 2010 or later","Estimate!!Median gross rent!!Total!!Built 2000 to 2009","Margin of Error!!Median gross rent!!Total!!Built 2000 to 2009","Estimate!!Median gross rent!!Total!!Built 1990 to 1999","Margin of Error!!Median gross rent!!Total!!Built 1990 to 1999","Estimate!!Median gross rent!!Total!!Built 1980 to 1989","Margin of Error!!Median gross rent!!Total!!Built 1980 to 1989","Estimate!!Median gross rent!!Total!!Built 1970 to 1979","Margin of Error!!Median gross rent!!Total!!Built 1970 to 1979","Estimate!!Median gross rent!!Total!!Built 1960 to 1969","Margin of Error!!Median gross rent!!Total!!Built 1960 to 1969","Estimate!!Median gross rent!!Total!!Built 1950 to 1959","Margin of Error!!Median gross rent!!Total!!Built 1950 to 1959","Estimate!!Median gross rent!!Total!!Built 1940 to 1949","Margin of Error!!Median gross rent!!Total!!Built 1940 to 1949","Estimate!!Median gross rent!!Total!!Built 1939 or earlier","Margin of Error!!Median gross rent!!Total!!Built 1939 or earlier",
"0100000US","United States","920","1","1066","7","1088","3","943","2","892","2","858","3","889","2","915","3","891","3","909","2",
"0500000US01001","Autauga County, Alabama","876","35","864","90","994","196","826","99","748","138","890","119","806","208","720","61","875","439","794","115",
"0500000US01003","Baldwin County, Alabama","882","19","1008","197","986","65","901","53","796","44","805","67","794","171","800","223","806","77","859","78",
"0500000US01005","Barbour County, Alabama","608","34","-","**","480","90","638","89","666","75","525","63","632","84","582","209","536","256","582","96",
"0500000US01007","Bibb County, Alabama","610","49","-","**","766","702","630","179","569","176","570","255","639","234","875","197","435","32","491","122",
"0500000US01009","Blount County, Alabama","609","30","-","**","707","141","675","99","561","49","568","28","445","167","616","78","731","27","569","42",
"0500000US01011","Bullock County, Alabama","570","82","-","**","463","214","633","235","357","360","557","229","-","**","298","504","-","**","939","66",
"0500000US01013","Butler County, Alabama","581","31","134","156","586","137","564","75","520","60","625","37","718","167","579","235","675","332","575","117",
"0500000US01015","Calhoun County, Alabama","634","16","682","25","657","44","640","47","575","18","626","44","638","45","699","63","638","37","666","56",
"0500000US01017","Chambers County, Alabama","664","34","866","34","784","45","669","78","580","87","569","63","707","161","664","37","677","160","608","91",
"0500000US01019","Cherokee County, Alabama","619","51","-","**","633","38","668","213","570","156","594","125","661","161","575","162","622","191","666","95",
"0500000US01021","Chilton County, Alabama","629","41","-","**","657","79","761","121","552","65","613","198","615","331","682","68","653","209","661","173",
"0500000US01023","Choctaw County, Alabama","573","103","-","**","670","49","442","175","496","332","475","53","439","346","762","92","-","**","525","314",
"0500000US01025","Clarke County, Alabama","557","73","-","**","556","75","497","80","673","77","604","73","454","194","650","291","335","185","1021","270",
"0500000US01027","Clay County, Alabama","451","31","-","**","480","121","439","144","410","158","463","399","423","48","467","97","412","48","833","165",
"0500000US01029","Cleburne County, Alabama","604","49","-","**","583","174","708","147","569","83","610","57","404","91","529","270","486","855","703","418",
"0500000US01031","Coffee County, Alabama","676","41","724","3","1018","108","683","47","592","50","577","82","726","88","620","96","549","231","706","164",
"0500000US01033","Colbert County, Alabama","655","31","728","100","729","62","504","56","699","50","587","60","606","80","732","107","712","222","621","125",
"0500000US01035","Conecuh County, Alabama","521","67","-","**","552","253","481","154","395","243","593","139","381","179","844","15","-","**","524","11",
"0500000US01037","Coosa County, Alabama","612","77","-","**","269","271","704","236","510","187","673","157","770","134","640","123","657","269","483","256",
"0500000US01039","Covington County, Alabama","585","26","-","**","559","139","579","113","590","40","523","73","565","103","599","91","661","210","599","47",
"0500000US01041","Crenshaw County, Alabama","507","29","-","**","543","158","715","275","503","131","443","75","475","74","650","427","786","365","587","215",
"0500000US01043","Cullman County, Alabama","621","24","-","**","633","41","664","61","599","54","556","74","644","106","639","57","613","105","580","128",
"0500000US01045","Dale County, Alabama","621","24","1219","298","952","104","579","38","597","58","572","41","673","65","554","96","478","32","606","154",
"0500000US01047","Dallas County, Alabama","564","19","-","**","520","35","583","31","579","23","555","45","515","77","535","124","630","183","704","186",
"0500000US01049","DeKalb County, Alabama","528","17","-","**","550","166","517","24","537","52","513","45","431","82","494","87","596","81","806","181",
"0500000US01051","Elmore County, Alabama","792","38","857","73","973","75","799","55","690","53","713","62","706","523","660","31","797","260","696","67",
"0500000US01053","Escambia County, Alabama","579","21","-","**","536","46","590","35","478","28","597","27","629","77","685","101","659","208","544","136",
"0500000US01055","Etowah County, Alabama","627","17","940","450","755","64","617","51","665","25","549","53","653","70","660","35","593","41","572","47",
"0500000US01057","Fayette County, Alabama","474","38","-","**","658","469","510","123","472","38","206","160","490","136","524","86","433","170","499","272",
"0500000US01059","Franklin County, Alabama","546","24","248","553","523","129","595","147","544","103","527","130","550","48","532","46","573","22","530","23",
"0500000US01061","Geneva County, Alabama","572","25","-","**","507","65","594","59","471","92","634","64","581","79","439","232","1011","766","613","81",
"0500000US01063","Greene County, Alabama","434","111","-","**","710","161","298","115","634","113","281","68","-","**","-","**","-","**","383","166",
"0500000US01065","Hale County, Alabama","442","27","-","**","506","325","470","23","347","191","609","141","383","42","485","103","368","121","555","203",
"0500000US01067","Henry County, Alabama","570","38","-","**","807","274","716","48","533","29","562","74","634","128","470","145","606","555","529","34",
"0500000US01069","Houston County, Alabama","682","8","683","21","828","45","716","33","673","21","665","16","658","37","577","40","538","35","631","76",
"0500000US01071","Jackson County, Alabama","550","24","-","**","708","77","621","45","499","73","552","38","515","90","511","97","572","85","600","310",
"0500000US01073","Jefferson County, Alabama","811","9","1042","100","953","28","883","25","798","21","779","19","749","20","794","28","737","25","770","29",
"0500000US01075","Lamar County, Alabama","473","76","-","**","658","152","531","143","610","173","562","85","307","96","531","290","432","189","765","613",
"0500000US01077","Lauderdale County, Alabama","587","14","720","742","661","47","561","43","588","48","530","26","562","51","639","43","673","86","617","108",
"0500000US01079","Lawrence County, Alabama","564","39","-","**","649","58","568","126","495","255","541","86","496","213","579","208","491","62","248","779",
"0500000US01081","Lee County, Alabama","777","21","942","81","935","50","746","31","739","36","673","26","770","96","796","117","623","162","596","91",
"0500000US01083","Limestone County, Alabama","626","19","675","159","665","36","570","31","638","59","585","52","662","55","620","51","704","103","936","164",
"0500000US01085","Lowndes County, Alabama","566","28","-","**","576","30","474","57","551","326","566","176","565","313","623","96","-","**","192","1562",
"0500000US01087","Macon County, Alabama","595","42","-","**","584","121","550","70","519","140","498","104","645","86","779","179","552","146","642","350",
"0500000US01089","Madison County, Alabama","751","14","884","181","966","48","821","39","711","17","649","27","730","33","683","32","710","62","658","39",
"0500000US01091","Marengo County, Alabama","517","55","-","**","510","157","442","134","347","161","562","66","534","73","578","107","575","359","991","705",
"0500000US01093","Marion County, Alabama","482","28","-","**","692","122","571","67","481","99","418","58","408","85","486","131","423","518","531","325",
"0500000US01095","Marshall County, Alabama","593","19","638","306","606","61","578","21","584","56","602","53","590","71","608","51","720","94","539","78",
"0500000US01097","Mobile County, Alabama","773","10","853","44","803","60","814","27","772","23","745","23","799","37","770","36","745","35","722","30",
"0500000US01099","Monroe County, Alabama","529","37","-","**","478","96","544","50","512","83","511","102","585","165","624","121","421","66","-","**",
"0500000US01101","Montgomery County, Alabama","816","13","944","53","988","44","851","28","801","30","789","24","781","41","760","56","681","66","677","65",
"0500000US01103","Morgan County, Alabama","609","17","-","**","646","79","595","38","592","36","600","42","651","35","583","93","623","188","656","69",
"0500000US01105","Perry County, Alabama","478","63","-","**","442","256","314","95","646","46","436","305","547","111","193","408","527","62","459","222",
"0500000US01107","Pickens County, Alabama","454","48","-","**","616","117","526","179","540","189","402","96","363","54","482","136","843","864","339","34",
"0500000US01109","Pike County, Alabama","592","35","509","38","620","169","594","49","617","127","616","87","559","272","461","273","570","313","668","34",
"0500000US01111","Randolph County, Alabama","633","41","-","**","703","130","546","168","575","261","294","332","794","327","641","41","825","322","661","118",
"0500000US01113","Russell County, Alabama","724","26","1133","92","890","81","742","45","678","76","697","38","645","84","601","57","582","69","601","278",
"0500000US01115","St. Clair County, Alabama","732","52","745","75","850","91","768","39","653","38","743","165","656","97","851","145","807","74","632","58",
"0500000US01117","Shelby County, Alabama","948","25","978","87","1132","56","982","40","918","40","820","52","739","40","773","55","826","102","683","108",
"0500000US01119","Sumter County, Alabama","569","112","-","**","594","60","484","129","410","214","608","224","463","261","-","**","-","**","618","27",
"0500000US01121","Talladega County, Alabama","599","22","363","553","639","206","599","46","579","123","592","43","608","50","676","50","430","18","633","53",
"0500000US01123","Tallapoosa County, Alabama","581","31","-","**","634","86","540","91","572","73","632","88","566","151","661","184","629","187","529","110",
"0500000US01125","Tuscaloosa County, Alabama","782","16","786","63","863","38","805","35","730","33","720","31","769","62","794","56","687","132","707","81",
"0500000US01127","Walker County, Alabama","598","29","477","292","631","66","631","74","581","109","522","40","610","89","518","79","707","61","622","40",
"0500000US01129","Washington County, Alabama","579","91","-","**","439","27","582","134","761","670","524","83","605","295","431","46","681","49","664","429",
"0500000US01131","Wilcox County, Alabama","470","115","-","**","686","219","488","213","277","25","440","173","617","975","-","**","-","**","813","726",
"0500000US01133","Winston County, Alabama","499","51","-","**","678","103","591","95","559","88","463","58","294","265","427","55","811","263","487","66",
"0500000US02013","Aleutians East Borough, Alaska","922","43","-","**","925","115","811","199","1021","110","942","52","725","333","950","526","775","471","-","**",
"0500000US02016","Aleutians West Census Area, Alaska","1272","67","1700","106","1392","94","1069","247","1176","81","1359","161","1275","337","1063","409","1417","188","1438","373",
"0500000US02020","Anchorage Municipality, Alaska","1172","18","1919","314","1667","78","1307","88","1195","33","1099","30","1030","55","995","66","1033","107","979","98",
"0500000US02050","Bethel Census Area, Alaska","1212","145","-","**","978","483","1075","485","1303","115","1500","525","1153","592","920","75","689","416","-","**",
"0500000US02060","Bristol Bay Borough, Alaska","1043","82","-","**","483","549","1175","175","1021","180","970","106","1125","362","-","**","-","**","1000","218",
"0500000US02068","Denali Borough, Alaska","1200","471","-","**","1261","347","646","1518","336","822","1313","1218","-","**","-","**","-","**","-","**",
"0500000US02070","Dillingham Census Area, Alaska","997","86","925","526","867","235","600","507","1110","191","1181","286","975","622","1313","187","-","**","771","279",
"0500000US02090","Fairbanks North Star Borough, Alaska","1221","39","1905","202","1784","144","1358","132","1163","78","1118","57","1101","71","1131","164","998","169","993","558",
"0500000US02100","Haines Borough, Alaska","824","65","-","**","744","207","730","300","1125","467","838","14","417","56","-","**","-","**","-","**",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","731","35","-","**","1125","489","713","97","688","114","729","34","800","240","-","**","1458","203","1025","375",
"0500000US02110","Juneau City and Borough, Alaska","1169","64","2,000+","***","1149","351","1151","110","1232","153","1199","124","1209","289","1148","521","955","173","963","150",
"0500000US02122","Kenai Peninsula Borough, Alaska","938","34","770","213","995","66","941","66","990","107","955","58","866","89","821","133","735","343","665","170",
"0500000US02130","Ketchikan Gateway Borough, Alaska","1054","55","590","381","895","183","1135","163","1233","149","993","67","1161","70","950","256","796","228","944","141",
"0500000US02150","Kodiak Island Borough, Alaska","972","108","-","**","1273","837","1167","1248","1135","471","915","112","952","141","598","476","1051","168","-","**",
"0500000US02164","Lake and Peninsula Borough, Alaska","710","73","1375","923","658","47","575","232","813","121","390","341","1271","761","-","**","-","**","-","**",
"0500000US02170","Matanuska-Susitna Borough, Alaska","1073","33","920","253","1177","75","1007","103","1074","62","1049","53","866","168","801","104","931","307","1096","297",
"0500000US02180","Nome Census Area, Alaska","1168","78","100-","***","927","105","777","142","1237","156","1324","169","1237","154","1193","334","1281","598","1491","223",
"0500000US02185","North Slope Borough, Alaska","1109","69","-","**","830","520","1035","257","1264","202","1115","212","850","1004","713","751","1112","253","-","**",
"0500000US02188","Northwest Arctic Borough, Alaska","1126","66","2,000+","***","1206","159","1119","196","1074","123","1093","155","857","405","2,000+","***","-","**","1125","703",
"0500000US02195","Petersburg Borough, Alaska","898","73","-","**","1125","188","990","130","974","97","714","248","813","396","867","218","933","280","1021","229",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","789","33","519","711","814","92","777","98","794","82","806","64","900","131","633","338","1054","485","1063","200",
"0500000US02220","Sitka City and Borough, Alaska","1101","88","-","**","993","845","1059","161","1250","216","1402","212","1006","123","1097","422","561","561","909","121",
"0500000US02230","Skagway Municipality, Alaska","1038","157","-","**","738","709","667","481","1298","309","1048","137","1500","413","1000","263","883","401","950","555",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","1165","107","-","**","988","213","1016","825","1125","519","1327","147","1109","402","1201","208","1075","214","-","**",
"0500000US02261","Valdez-Cordova Census Area, Alaska","861","82","-","**","764","555","874","106","600","141","1295","235","691","284","916","130","875","580","-","**",
"0500000US02270","Wade Hampton Census Area, Alaska","711","167","325","548","700","221","594","123","907","97","1011","1140","583","151","-","**","-","**","-","**",
"0500000US02275","Wrangell City and Borough, Alaska","692","112","-","**","1313","537","820","216","437","408","588","191","941","37","388","276","1063","355","875","295",
"0500000US02282","Yakutat City and Borough, Alaska","1000","97","-","**","683","65","1000","608","1050","225","1104","101","-","**","-","**","-","**","-","**",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","658","31","775","488","679","65","661","61","634","78","663","59","488","282","725","297","650","81","758","479",
"0500000US04001","Apache County, Arizona","539","23","-","**","641","41","520","47","485","54","540","60","484","55","573","179","643","201","727","262",
"0500000US04003","Cochise County, Arizona","792","32","1208","245","1036","86","739","90","754","73","777","77","711","97","706","106","637","75","581","41",
"0500000US04005","Coconino County, Arizona","990","26","1027","187","1132","57","1023","62","1009","51","952","49","858","55","870","157","861","209","947","78",
"0500000US04007","Gila County, Arizona","735","35","344","234","595","190","861","178","768","71","682","42","620","160","829","156","596","107","742","148",
"0500000US04009","Graham County, Arizona","732","64","-","**","758","135","884","270","619","234","631","36","889","362","800","268","599","243","773","123",
"0500000US04011","Greenlee County, Arizona","415","25","-","**","365","31","377","66","416","171","454","49","383","25","465","78","-","**","604","128",
"0500000US04012","La Paz County, Arizona","588","85","-","**","664","378","720","20","537","117","554","193","591","102","604","535","473","277","505","450",
"0500000US04013","Maricopa County, Arizona","952","5","1012","59","1139","9","1037","12","869","7","860","10","806","15","851","18","832","33","767","34",
"0500000US04015","Mohave County, Arizona","799","17","628","69","947","28","842","47","762","34","715","37","680","44","639","109","606","69","761","60",
"0500000US04017","Navajo County, Arizona","667","34","911","414","725","32","637","40","541","63","724","56","827","127","615","48","803","246","753","201",
"0500000US04019","Pima County, Arizona","813","8","977","178","1102","23","902","24","741","12","734","13","721","20","819","36","775","38","744","37",
"0500000US04021","Pinal County, Arizona","979","28","1116","260","1137","16","826","40","704","45","730","68","688","83","657","82","963","294","740","144",
"0500000US04023","Santa Cruz County, Arizona","616","42","-","**","728","41","597","39","663","61","465","59","598","167","514","91","457","48","656","61",
"0500000US04025","Yavapai County, Arizona","850","24","738","294","976","52","883","46","808","41","757","40","786","47","773","103","832","86","793","111",
"0500000US04027","Yuma County, Arizona","847","19","854","165","1070","56","928","61","823","44","793","30","698","80","832","96","668","73","673","47",
"0500000US05001","Arkansas County, Arkansas","639","39","632","311","818","243","695","87","479","50","570","46","729","40","629","95","746","163","610","64",
"0500000US05003","Ashley County, Arkansas","577","36","-","**","364","101","564","348","656","155","558","47","633","108","554","122","664","60","550","218",
"0500000US05005","Baxter County, Arkansas","611","26","585","99","574","45","559","80","631","104","663","73","625","34","589","88","619","167","898","110",
"0500000US05007","Benton County, Arkansas","787","15","793","157","883","27","783","32","705","30","739","37","675","113","719","60","754","64","696","212",
"0500000US05009","Boone County, Arkansas","596","25","-","**","575","395","580","49","545","73","600","53","638","124","508","168","694","154","640","81",
"0500000US05011","Bradley County, Arkansas","611","35","-","**","493","179","642","309","554","96","501","173","675","60","761","74","641","47","754","267",
"0500000US05013","Calhoun County, Arkansas","598","44","-","**","-","**","434","81","752","81","597","39","571","8","-","**","709","550","645","132",
"0500000US05015","Carroll County, Arkansas","638","55","-","**","676","233","704","64","652","86","638","151","542","83","660","301","615","22","600","168",
"0500000US05017","Chicot County, Arkansas","566","28","-","**","596","237","580","79","460","204","452","228","582","85","608","36","398","547","520","33",
"0500000US05019","Clark County, Arkansas","604","30","-","**","646","184","584","34","507","71","648","156","695","169","623","87","737","187","730","195",
"0500000US05021","Clay County, Arkansas","513","21","-","**","433","73","463","123","452","125","442","123","539","39","559","84","331","48","717","136",
"0500000US05023","Cleburne County, Arkansas","650","33","-","**","644","74","671","65","653","112","640","86","807","247","625","133","634","126","544","241",
"0500000US05025","Cleveland County, Arkansas","644","59","769","19","661","549","575","77","611","77","757","133","584","329","530","57","510","44","610","147",
"0500000US05027","Columbia County, Arkansas","604","44","-","**","664","118","530","260","492","124","621","36","667","55","525","189","558","133","659","152",
"0500000US05029","Conway County, Arkansas","628","64","714","62","761","58","677","21","527","37","625","62","640","178","711","311","538","223","542","266",
"0500000US05031","Craighead County, Arkansas","670","19","748","55","650","45","622","79","673","38","669","55","673","79","743","142","723","71","639","114",
"0500000US05033","Crawford County, Arkansas","615","27","413","80","697","72","584","103","637","72","656","91","647","98","546","161","620","117","511","64",
"0500000US05035","Crittenden County, Arkansas","681","17","719","278","751","50","666","30","558","112","672","36","699","65","781","145","723","36","579","48",
"0500000US05037","Cross County, Arkansas","644","30","-","**","734","135","525","156","494","277","655","64","623","50","723","30","450","198","753","194",
"0500000US05039","Dallas County, Arkansas","504","45","-","**","767","122","452","142","459","28","610","124","556","141","515","91","-","**","644","34",
"0500000US05041","Desha County, Arkansas","551","37","-","**","603","71","566","122","474","31","651","231","596","104","438","214","568","168","543","444",
"0500000US05043","Drew County, Arkansas","600","40","645","249","667","63","720","28","485","31","557","116","537","261","889","474","674","110","645","189",
"0500000US05045","Faulkner County, Arkansas","726","20","799","68","777","24","716","30","679","27","654","50","594","70","767","47","853","219","622","170",
"0500000US05047","Franklin County, Arkansas","568","25","-","**","720","428","523","41","565","30","681","128","650","307","540","121","-","**","660","32",
"0500000US05049","Fulton County, Arkansas","493","59","-","**","488","198","423","105","492","95","549","74","575","138","550","110","388","116","447","52",
"0500000US05051","Garland County, Arkansas","709","19","878","90","763","53","722","49","682","35","754","37","637","64","681","86","617","154","652","117",
"0500000US05053","Grant County, Arkansas","700","39","-","**","741","261","674","82","650","65","607","222","582","153","764","37","756","480","725","321",
"0500000US05055","Greene County, Arkansas","662","25","600","191","705","65","638","24","643","120","692","85","626","101","550","214","691","51","761","125",
"0500000US05057","Hempstead County, Arkansas","571","26","345","297","568","210","674","22","570","30","554","212","609","102","600","92","534","80","442","153",
"0500000US05059","Hot Spring County, Arkansas","677","30","-","**","752","148","685","91","646","87","649","38","725","137","689","122","766","165","675","323",
"0500000US05061","Howard County, Arkansas","553","34","578","45","556","72","609","81","493","75","498","134","578","154","508","77","556","172","802","146",
"0500000US05063","Independence County, Arkansas","590","29","902","636","599","93","603","104","553","103","583","54","534","88","608","66","530","67","695","187",
"0500000US05065","Izard County, Arkansas","547","35","-","**","548","100","496","147","588","145","548","58","491","108","569","98","493","162","583","155",
"0500000US05067","Jackson County, Arkansas","537","16","-","**","918","323","508","122","623","39","518","29","546","117","527","41","588","44","714","290",
"0500000US05069","Jefferson County, Arkansas","663","17","698","339","659","48","614","54","636","41","657","51","701","47","686","62","637","100","691","80",
"0500000US05071","Johnson County, Arkansas","615","23","-","**","573","67","640","33","608","70","656","106","623","52","566","255","656","62","445","132",
"0500000US05073","Lafayette County, Arkansas","467","38","-","**","400","81","358","57","338","222","397","86","522","168","494","40","554","60","486","36",
"0500000US05075","Lawrence County, Arkansas","526","31","832","485","325","103","494","61","513","49","546","90","560","39","549","50","344","146","584","110",
"0500000US05077","Lee County, Arkansas","501","70","-","**","470","447","577","122","524","84","392","243","467","148","511","149","804","489","751","790",
"0500000US05079","Lincoln County, Arkansas","598","62","-","**","493","257","413","78","612","48","527","53","584","112","650","155","668","23","774","11",
"0500000US05081","Little River County, Arkansas","524","40","-","**","478","76","615","42","515","56","413","98","632","74","-","**","-","**","668","229",
"0500000US05083","Logan County, Arkansas","530","40","543","44","506","230","663","231","465","40","504","101","510","102","602","147","702","371","612","129",
"0500000US05085","Lonoke County, Arkansas","715","22","838","431","858","65","688","41","688","64","638","136","684","90","695","104","637","129","386","139",
"0500000US05087","Madison County, Arkansas","597","39","-","**","623","97","468","141","605","82","615","106","628","105","594","64","-","**","575","467",
"0500000US05089","Marion County, Arkansas","564","23","-","**","628","13","574","20","543","84","554","106","546","91","625","85","454","251","475","55",
"0500000US05091","Miller County, Arkansas","692","25","879","312","692","129","710","52","675","64","745","48","655","122","651","74","599","196","663","68",
"0500000US05093","Mississippi County, Arkansas","617","17","613","286","632","17","627","24","545","41","627","45","578","120","661","101","674","135","629","69",
"0500000US05095","Monroe County, Arkansas","514","62","-","**","313","171","327","24","476","101","436","146","617","144","609","54","243","563","756","149",
"0500000US05097","Montgomery County, Arkansas","582","57","-","**","467","99","617","96","532","187","564","51","547","350","672","8","-","**","539","93",
"0500000US05099","Nevada County, Arkansas","545","107","-","**","654","378","338","279","535","264","344","775","722","74","614","57","625","183","669","8",
"0500000US05101","Newton County, Arkansas","351","52","-","**","485","481","325","28","239","182","388","211","544","302","313","127","525","39","-","**",
"0500000US05103","Ouachita County, Arkansas","570","35","-","**","495","77","508","98","509","108","528","105","606","36","512","76","649","128","728","68",
"0500000US05105","Perry County, Arkansas","575","33","-","**","592","131","585","47","602","125","497","131","-","**","478","165","859","41","-","**",
"0500000US05107","Phillips County, Arkansas","586","35","364","358","808","180","582","75","480","53","613","84","565","52","703","167","643","208","557","216",
"0500000US05109","Pike County, Arkansas","468","31","-","**","445","68","494","98","404","30","470","82","489","60","554","36","425","159","544","552",
"0500000US05111","Poinsett County, Arkansas","522","24","-","**","650","44","514","63","501","143","556","42","419","62","632","173","552","121","446","147",
"0500000US05113","Polk County, Arkansas","493","52","637","286","386","187","520","61","486","74","374","117","442","42","617","48","583","53","554","289",
"0500000US05115","Pope County, Arkansas","634","23","583","323","636","87","664","49","575","45","625","46","740","63","591","136","877","113","747","127",
"0500000US05117","Prairie County, Arkansas","485","38","-","**","528","78","349","135","322","54","458","171","500","45","545","212","721","11","627","218",
"0500000US05119","Pulaski County, Arkansas","779","10","990","86","888","28","772","17","753","23","751","17","749","27","809","37","749","49","785","67",
"0500000US05121","Randolph County, Arkansas","491","60","-","**","327","227","502","238","513","67","450","101","397","179","563","106","663","80","496","394",
"0500000US05123","St. Francis County, Arkansas","585","42","408","272","602","195","507","74","543","79","657","93","684","262","729","160","876","264","676","188",
"0500000US05125","Saline County, Arkansas","791","25","907","224","869","37","786","41","773","73","680","39","971","243","741","170","670","105","649","175",
"0500000US05127","Scott County, Arkansas","525","26","-","**","318","242","454","151","564","32","467","121","527","144","526","31","425","174","907","647",
"0500000US05129","Searcy County, Arkansas","421","74","-","**","285","409","342","353","393","180","385","48","458","70","-","**","407","120","577","146",
"0500000US05131","Sebastian County, Arkansas","635","16","680","336","756","54","671","26","629","30","579","21","558","48","661","42","638","64","664","80",
"0500000US05133","Sevier County, Arkansas","534","26","-","**","538","143","563","42","505","108","593","109","449","88","336","45","441","234","755","373",
"0500000US05135","Sharp County, Arkansas","581","35","-","**","556","265","546","56","508","121","613","110","720","86","601","129","554","263","756","831",
"0500000US05137","Stone County, Arkansas","489","104","-","**","348","252","461","307","436","139","813","227","455","255","752","1057","597","54","487","795",
"0500000US05139","Union County, Arkansas","646","23","730","21","660","61","649","71","588","79","665","50","648","88","682","54","595","43","577","119",
"0500000US05141","Van Buren County, Arkansas","593","22","-","**","714","113","578","15","427","208","616","73","554","183","696","129","506","271","621","450",
"0500000US05143","Washington County, Arkansas","708","14","813","115","782","23","673","31","650","37","689","37","643","64","769","95","593","91","705","131",
"0500000US05145","White County, Arkansas","635","24","757","244","676","38","671","45","570","24","654","68","588","76","685","115","575","119","708","159",
"0500000US05147","Woodruff County, Arkansas","456","50","-","**","543","169","465","77","421","143","440","79","412","117","496","141","644","474","535","126",
"0500000US05149","Yell County, Arkansas","539","21","-","**","626","222","596","201","505","68","527","154","434","25","521","32","568","71","676","35",
"0500000US06001","Alameda County, California","1325","9","1495","205","1519","54","1566","44","1393","26","1353","18","1276","21","1301","30","1224","33","1210","18",
"0500000US06003","Alpine County, California","775","327","-","**","1150","1576","913","431","925","1591","734","161","-","**","-","**","-","**","-","**",
"0500000US06005","Amador County, California","1029","63","-","**","1174","230","1017","124","964","55","1126","183","1126","71","953","342","883","182","933","72",
"0500000US06007","Butte County, California","899","16","1034","95","1038","89","960","43","926","39","841","24","904","59","897","57","798","60","923","63",
"0500000US06009","Calaveras County, California","1072","99","-","**","1408","172","1260","486","1148","135","895","110","650","258","859","848","906","270","883","101",
"0500000US06011","Colusa County, California","864","90","-","**","799","374","1222","341","978","195","733","501","875","80","937","154","619","120","856","141",
"0500000US06013","Contra Costa County, California","1395","13","1321","193","1656","55","1539","49","1434","32","1346","24","1311","35","1358","47","1264","58","1212","50",
"0500000US06015","Del Norte County, California","843","46","483","140","809","326","939","168","897","163","791","157","744","52","946","216","790","133","740","583",
"0500000US06017","El Dorado County, California","1073","34","911","69","1323","151","1147","94","1146","69","1091","55","958","59","934","36","925","141","873","118",
"0500000US06019","Fresno County, California","884","9","870","114","1114","36","992","32","876","15","838","16","846","20","855","22","831","39","829","29",
"0500000US06021","Glenn County, California","716","37","-","**","857","190","692","307","630","102","699","66","750","353","629","182","931","358","916","305",
"0500000US06023","Humboldt County, California","899","17","843","82","1035","85","830","52","871","34","907","41","941","68","935","55","941","85","877","46",
"0500000US06025","Imperial County, California","772","18","464","219","838","34","838","55","674","35","756","41","758","55","747","34","682","84","822","74",
"0500000US06027","Inyo County, California","835","35","656","652","695","640","744","182","837","169","859","67","817","75","823","90","888","311","908","209",
"0500000US06029","Kern County, California","887","10","848","231","1112","38","943","43","882","25","832","19","822","31","858","29","854","35","814","42",
"0500000US06031","Kings County, California","875","21","722","106","1121","70","1048","71","851","61","788","48","856","92","755","51","875","137","813","107",
"0500000US06033","Lake County, California","921","37","-","**","1178","108","922","163","895","50","901","71","954","81","797","215","691","101","924","283",
"0500000US06035","Lassen County, California","901","61","-","**","1029","176","883","105","772","70","811","110","1015","111","974","185","795","57","970","211",
"0500000US06037","Los Angeles County, California","1221","3","1470","88","1530","25","1288","16","1250","7","1251","8","1205","7","1216","7","1190","10","1120","8",
"0500000US06039","Madera County, California","937","26","1145","650","1038","66","1032","81","870","57","796","63","857","50","969","69","780","210","941","47",
"0500000US06041","Marin County, California","1659","26","2,000+","***","1637","106","1641","120","1645","90","1670","45","1667","51","1624","121","1743","140","1631","101",
"0500000US06043","Mariposa County, California","838","76","-","**","1146","400","675","279","1041","207","759","135","536","228","1080","137","682","591","968","178",
"0500000US06045","Mendocino County, California","972","33","916","371","961","224","1039","190","894","76","1071","63","873","102","963","53","971","140","972","99",
"0500000US06047","Merced County, California","870","17","643","62","1095","41","938","44","828","39","769","27","803","53","890","46","807","61","791","62",
"0500000US06049","Modoc County, California","671","113","-","**","669","115","794","952","658","348","756","205","758","623","575","125","675","528","789","115",
"0500000US06051","Mono County, California","1061","81","-","**","1009","248","1243","243","1102","276","1099","106","852","597","1191","921","369","237","869","389",
"0500000US06053","Monterey County, California","1228","14","2,000+","***","1399","82","1220","38","1157","27","1202","32","1181","30","1366","59","1249","77","1284","75",
