"GEO_ID","NAME","B25111_001E","B25111_001M","B25111_002E","B25111_002M","B25111_003E","B25111_003M","B25111_004E","B25111_004M","B25111_005E","B25111_005M","B25111_006E","B25111_006M","B25111_007E","B25111_007M","B25111_008E","B25111_008M","B25111_009E","B25111_009M","B25111_010E","B25111_010M","B25111_011E","B25111_011M",
"0500000US01113","Russell County, Alabama","898","32","537","349","1139","113","1260","155","866","31","807","78","886","45","654","181","943","71","1004","740","721","179",
"0500000US01115","St. Clair County, Alabama","1077","62","-","**","1067","226","1236","206","1109","262","861","127","882","303","877","263","-","**","1061","348","872","329",
"0500000US01117","Shelby County, Alabama","1348","34","1608","495","1648","114","1506","90","1371","73","1285","51","1044","95","1131","107","1021","288","992","297","980","209",
"0500000US01119","Sumter County, Alabama","841","127","-","**","-","**","1590","1232","823","431","942","171","542","311","703","541","1313","806","297","206","-","**",
"0500000US01121","Talladega County, Alabama","772","30","878","486","834","315","802","112","721","93","756","91","756","60","967","162","748","51","881","212","727","106",
"0500000US01123","Tallapoosa County, Alabama","734","51","-","**","715","139","779","162","688","314","718","88","646","112","461","387","799","200","729","15","858","108",
"0500000US01125","Tuscaloosa County, Alabama","997","28","1477","371","1052","84","1064","52","1023","63","986","71","944","60","856","81","925","121","1128","82","829","155",
"0500000US01127","Walker County, Alabama","743","75","833","731","725","81","598","302","813","138","816","202","733","179","684","84","744","153","570","354","976","109",
"0500000US01129","Washington County, Alabama","628","145","-","**","-","**","736","679","479","474","780","535","391","353","-","**","-","**","-","**","-","**",
"0500000US01131","Wilcox County, Alabama","699","235","-","**","-","**","-","**","775","297","385","309","907","652","-","**","688","86","-","**","-","**",
"0500000US01133","Winston County, Alabama","744","62","-","**","531","272","768","61","802","216","769","135","742","172","699","214","662","184","900","465","1358","48",
"0500000US02013","Aleutians East Borough, Alaska","1040","79","-","**","-","**","1625","533","481","83","870","34","1101","77","1159","69","-","**","789","553","-","**",
"0500000US02016","Aleutians West Census Area, Alaska","1886","266","-","**","2250","862","1214","301","2179","313","1815","541","1684","156","-","**","-","**","2148","125","-","**",
"0500000US02020","Anchorage Municipality, Alaska","1453","39","846","9","1722","128","1663","118","1634","104","1466","44","1305","63","1313","106","1336","305","1186","200","1217","274",
"0500000US02050","Bethel Census Area, Alaska","1454","83","-","**","1786","524","1441","135","1353","156","1360","145","1636","197","1672","848","825","412","-","**","-","**",
"0500000US02060","Bristol Bay Borough, Alaska","1318","92","-","**","-","**","-","**","982","135","1417","83","1400","228","-","**","-","**","-","**","-","**",
"0500000US02063","Chugach Census Area, Alaska","1397","53","-","**","-","**","-","**","1856","471","1330","62","1392","91","1482","882","1185","793","982","322","-","**",
"0500000US02066","Copper River Census Area, Alaska","973","172","-","**","1342","101","833","112","725","305","668","291","1306","377","-","**","-","**","-","**","-","**",
"0500000US02068","Denali Borough, Alaska","938","115","-","**","-","**","-","**","-","**","942","79","967","520","-","**","-","**","-","**","-","**",
"0500000US02070","Dillingham Census Area, Alaska","1085","200","-","**","650","224","980","427","1104","463","1162","313","1156","197","-","**","-","**","1583","1063","-","**",
"0500000US02090","Fairbanks North Star Borough, Alaska","1424","72","1418","874","1928","175","1852","190","1491","215","1285","125","1295","81","1503","215","988","427","1599","272","944","639",
"0500000US02100","Haines Borough, Alaska","914","276","475","380","-","**","-","**","630","69","1656","771","-","**","1375","940","966","48","-","**","-","**",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","986","286","-","**","-","**","-","**","1048","184","1068","60","714","39","-","**","-","**","-","**","513","250",
"0500000US02110","Juneau City and Borough, Alaska","1462","50","1357","329","1409","37","1575","429","1416","218","1667","107","1471","168","1472","413","1310","283","-","**","1363","616",
"0500000US02122","Kenai Peninsula Borough, Alaska","1163","50","1317","178","1233","228","1258","146","1249","245","1238","130","1028","76","1067","141","768","144","476","21","-","**",
"0500000US02130","Ketchikan Gateway Borough, Alaska","1388","62","-","**","1485","341","1569","203","1835","214","1458","186","1224","102","1388","317","1396","212","1425","692","1303","186",
"0500000US02150","Kodiak Island Borough, Alaska","1669","228","-","**","1344","865","2593","604","2090","616","1671","406","1208","831","1655","146","-","**","-","**","-","**",
"0500000US02158","Kusilvak Census Area, Alaska","832","51","-","**","1007","430","833","34","625","296","1139","520","431","341","-","**","1075","768","-","**","-","**",
"0500000US02164","Lake and Peninsula Borough, Alaska","933","140","-","**","925","434","-","**","-","**","1021","323","-","**","-","**","-","**","-","**","-","**",
"0500000US02170","Matanuska-Susitna Borough, Alaska","1258","53","1139","445","1601","87","1298","141","1112","60","1214","67","1196","74","1266","226","1184","226","1397","246","1401","725",
"0500000US02180","Nome Census Area, Alaska","1328","135","-","**","1659","203","1196","198","1190","232","1250","329","1413","491","1208","363","1000","388","2250","194","1375","146",
"0500000US02185","North Slope Borough, Alaska","1167","135","-","**","2130","853","950","692","1530","856","1181","258","1268","261","1127","130","-","**","-","**","684","119",
"0500000US02188","Northwest Arctic Borough, Alaska","1336","218","-","**","1750","1374","850","500","1292","426","1554","461","1188","159","1578","257","1861","580","2083","1844","-","**",
"0500000US02195","Petersburg Borough, Alaska","1208","133","-","**","1275","457","1438","743","1363","118","1375","385","938","134","1031","990","1404","167","1113","99","1288","202",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","915","50","-","**","721","207","954","34","898","170","938","146","850","183","1088","100","850","86","880","541","879","182",
"0500000US02220","Sitka City and Borough, Alaska","1350","92","-","**","1543","449","1332","93","1293","139","1448","615","1467","206","1221","123","1338","127","1618","340","1111","119",
"0500000US02230","Skagway Municipality, Alaska","1228","120","-","**","1300","906","1143","227","1333","324","1097","79","1208","151","-","**","-","**","-","**","1279","231",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","1304","155","-","**","-","**","2089","1743","1388","205","1069","274","1511","283","1208","307","639","329","-","**","-","**",
"0500000US02275","Wrangell City and Borough, Alaska","1047","60","-","**","-","**","-","**","-","**","1000","262","1105","72","791","196","1206","150","1115","26","883","176",
"0500000US02282","Yakutat City and Borough, Alaska","1276","225","-","**","1339","584","900","132","-","**","-","**","1125","107","-","**","-","**","-","**","-","**",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","893","90","-","**","817","210","654","371","1327","496","954","139","950","441","-","**","1158","122","862","318","-","**",
"0500000US04001","Apache County, Arizona","647","42","-","**","419","168","690","140","543","91","615","27","680","70","1065","290","1060","198","-","**","-","**",
"0500000US04003","Cochise County, Arizona","939","35","-","**","1084","198","1298","85","950","98","888","52","850","71","803","133","810","168","1070","111","792","131",
"0500000US04005","Coconino County, Arizona","1406","50","1590","1118","1517","341","1707","128","1545","87","1279","102","1297","85","1191","99","1304","132","1900","1482","1139","126",
"0500000US04007","Gila County, Arizona","1001","78","-","**","1135","558","1148","519","995","292","1133","366","1056","164","862","92","1069","551","1092","210","814","191",
"0500000US04009","Graham County, Arizona","890","62","-","**","951","316","887","199","923","144","829","151","1026","134","719","401","880","560","627","150","-","**",
"0500000US04011","Greenlee County, Arizona","570","32","-","**","513","103","567","44","608","272","630","81","580","40","530","33","444","178","633","15","671","182",
"0500000US04012","La Paz County, Arizona","735","62","-","**","792","414","1004","227","776","185","716","62","686","251","645","269","641","218","485","420","-","**",
"0500000US04013","Maricopa County, Arizona","1587","10","2079","78","1853","20","1794","14","1665","20","1456","16","1375","18","1293","29","1319","39","1302","53","1254","108",
"0500000US04015","Mohave County, Arizona","1047","34","1684","163","1133","98","1210","81","1080","61","965","34","1023","70","932","108","966","119","1315","644","860","155",
"0500000US04017","Navajo County, Arizona","832","64","-","**","759","216","841","180","754","42","757","185","940","84","748","287","1058","256","871","215","1004","132",
"0500000US04019","Pima County, Arizona","1154","11","1746","120","1554","58","1483","46","1235","35","1065","22","1056","20","992","30","1092","53","1059","64","1108","90",
"0500000US04021","Pinal County, Arizona","1417","43","1952","260","1763","199","1704","56","1251","118","1080","113","1089","90","871","112","916","53","806","125","902","287",
"0500000US04023","Santa Cruz County, Arizona","781","56","-","**","783","236","806","169","867","41","645","80","792","116","638","95","725","258","715","217","759","234",
"0500000US04025","Yavapai County, Arizona","1258","43","1909","437","1599","144","1448","74","1209","63","1149","58","1249","135","1218","161","975","203","1079","167","1106","104",
"0500000US04027","Yuma County, Arizona","983","31","1888","718","1126","131","1124","60","1091","81","914","61","876","68","871","91","866","143","1069","153","849","259",
"0500000US05001","Arkansas County, Arkansas","799","69","-","**","624","423","-","**","799","81","913","224","780","141","828","80","945","51","-","**","1308","198",
"0500000US05003","Ashley County, Arkansas","640","56","-","**","395","346","684","330","804","84","673","179","576","118","528","200","826","100","792","51","547","209",
"0500000US05005","Baxter County, Arkansas","866","41","-","**","884","182","874","131","760","176","947","31","859","73","809","91","929","272","-","**","850","681",
"0500000US05007","Benton County, Arkansas","1193","25","1468","100","1349","51","1283","65","1132","33","992","105","965","77","1014","129","865","51","1200","103","949","280",
"0500000US05009","Boone County, Arkansas","715","42","-","**","593","189","791","130","722","28","587","143","677","218","545","186","915","168","520","115","769","270",
"0500000US05011","Bradley County, Arkansas","638","109","-","**","-","**","641","42","-","**","537","203","760","409","-","**","671","146","-","**","513","399",
"0500000US05013","Calhoun County, Arkansas","822","140","-","**","-","**","681","13","-","**","860","285","-","**","1004","348","-","**","-","**","-","**",
"0500000US05015","Carroll County, Arkansas","818","85","-","**","961","144","-","**","936","204","805","128","663","281","877","174","934","93","654","215","640","106",
"0500000US05017","Chicot County, Arkansas","661","115","-","**","-","**","788","567","910","445","522","153","783","139","938","260","825","507","654","75","-","**",
"0500000US05019","Clark County, Arkansas","734","34","-","**","849","44","724","95","641","58","714","112","690","141","692","252","701","164","980","596","1069","332",
"0500000US05021","Clay County, Arkansas","696","68","-","**","-","**","769","187","638","205","625","216","687","97","575","148","745","196","941","352","745","473",
"0500000US05023","Cleburne County, Arkansas","853","37","-","**","1081","200","746","466","864","144","820","131","820","88","896","115","859","43","719","220","792","227",
"0500000US05025","Cleveland County, Arkansas","635","162","-","**","-","**","-","**","829","288","504","281","-","**","545","240","1081","129","-","**","-","**",
"0500000US05027","Columbia County, Arkansas","631","52","-","**","617","56","-","**","587","370","594","252","497","357","410","286","728","150","760","210","774","49",
"0500000US05029","Conway County, Arkansas","721","56","-","**","679","346","877","79","1027","485","611","531","763","73","-","**","556","459","734","268","541","263",
"0500000US05031","Craighead County, Arkansas","930","24","1137","154","970","29","905","67","885","55","921","79","874","103","922","124","857","229","964","173","937","56",
"0500000US05033","Crawford County, Arkansas","828","39","-","**","859","176","1030","119","839","39","793","109","697","92","867","223","883","333","615","575","811","58",
"0500000US05035","Crittenden County, Arkansas","883","28","-","**","937","133","928","67","855","68","859","62","943","42","814","116","796","321","856","46","907","455",
"0500000US05037","Cross County, Arkansas","797","61","-","**","770","126","546","500","816","330","706","133","870","201","891","227","1100","113","930","308","757","237",
"0500000US05039","Dallas County, Arkansas","626","103","-","**","288","110","675","285","588","272","508","499","829","131","911","419","910","579","-","**","1358","89",
"0500000US05041","Desha County, Arkansas","689","71","-","**","416","205","901","132","763","131","670","128","594","33","950","381","859","192","751","502","532","303",
"0500000US05043","Drew County, Arkansas","712","40","-","**","692","58","801","468","695","62","635","186","644","266","669","186","758","73","-","**","1095","75",
"0500000US05045","Faulkner County, Arkansas","980","21","1234","411","1038","74","1017","78","960","62","912","50","979","51","821","121","818","477","893","62","990","125",
"0500000US05047","Franklin County, Arkansas","717","17","-","**","724","78","1150","455","663","64","711","179","758","116","695","37","713","369","-","**","680","104",
"0500000US05049","Fulton County, Arkansas","596","46","-","**","660","47","890","245","600","247","569","51","589","193","678","123","825","164","618","23","520","166",
"0500000US05051","Garland County, Arkansas","942","22","683","580","984","83","1068","69","958","91","952","49","895","63","866","153","839","145","653","175","796","212",
"0500000US05053","Grant County, Arkansas","779","60","-","**","1344","133","1000","218","866","111","648","249","590","284","827","182","-","**","388","258","772","11",
"0500000US05055","Greene County, Arkansas","852","30","855","208","888","90","847","72","826","122","703","152","850","106","844","57","1269","640","1050","229","829","428",
"0500000US05057","Hempstead County, Arkansas","781","38","-","**","808","220","779","659","764","87","774","40","549","474","857","46","649","496","918","174","838","132",
"0500000US05059","Hot Spring County, Arkansas","763","35","-","**","1063","130","710","182","735","63","692","171","738","246","756","118","793","112","893","69","809","315",
"0500000US05061","Howard County, Arkansas","702","43","-","**","850","215","733","158","722","80","743","348","654","226","340","209","680","220","837","82","920","549",
"0500000US05063","Independence County, Arkansas","814","51","-","**","928","253","735","88","832","84","799","161","790","46","713","296","1011","487","964","281","914","274",
"0500000US05065","Izard County, Arkansas","626","39","-","**","-","**","635","500","516","97","517","188","677","54","-","**","917","567","-","**","477","5",
"0500000US05067","Jackson County, Arkansas","662","63","-","**","1011","766","556","552","593","235","532","176","657","114","699","133","508","295","799","138","857","55",
"0500000US05069","Jefferson County, Arkansas","849","35","-","**","837","206","930","76","751","72","835","90","848","55","818","94","856","121","890","187","1057","144",
"0500000US05071","Johnson County, Arkansas","714","62","-","**","766","124","570","253","723","120","661","24","887","77","929","60","803","453","818","186","653","381",
"0500000US05073","Lafayette County, Arkansas","711","71","-","**","803","359","-","**","723","191","578","358","592","405","724","5","-","**","838","120","623","133",
"0500000US05075","Lawrence County, Arkansas","715","48","-","**","1038","271","623","101","820","269","740","99","698","229","728","160","554","111","634","114","886","509",
"0500000US05077","Lee County, Arkansas","638","113","-","**","-","**","1036","127","-","**","497","43","636","417","-","**","957","33","-","**","620","9",
"0500000US05079","Lincoln County, Arkansas","672","144","-","**","776","50","-","**","-","**","675","439","833","246","588","450","620","217","575","396","-","**",
"0500000US05081","Little River County, Arkansas","812","171","-","**","-","**","904","742","713","446","740","368","805","332","1628","544","863","59","-","**","-","**",
"0500000US05083","Logan County, Arkansas","721","17","-","**","818","142","681","151","613","107","678","56","741","22","594","123","600","465","926","407","911","468",
"0500000US05085","Lonoke County, Arkansas","961","27","877","424","955","95","1119","96","966","89","934","35","724","32","808","200","933","124","1171","332","1060","304",
"0500000US05087","Madison County, Arkansas","727","23","-","**","560","267","-","**","721","73","735","170","1004","531","663","276","1081","151","650","594","720","224",
"0500000US05089","Marion County, Arkansas","792","52","-","**","1063","581","861","219","882","98","710","34","817","178","653","103","786","65","684","102","771","43",
"0500000US05091","Miller County, Arkansas","882","45","-","**","1042","93","940","224","780","53","781","176","836","71","930","99","838","123","992","243","914","108",
"0500000US05093","Mississippi County, Arkansas","797","29","-","**","809","214","575","261","760","180","722","97","811","79","839","56","892","126","777","203","818","225",
"0500000US05095","Monroe County, Arkansas","603","70","-","**","-","**","636","51","700","625","488","246","640","54","490","67","461","40","756","47","808","522",
"0500000US05097","Montgomery County, Arkansas","734","39","-","**","933","916","1017","898","713","253","631","74","939","47","439","251","682","237","723","6","-","**",
"0500000US05099","Nevada County, Arkansas","841","52","-","**","625","622","1037","131","829","48","1111","33","567","392","832","42","1019","535","-","**","1065","815",
"0500000US05101","Newton County, Arkansas","629","84","-","**","-","**","475","123","544","96","437","118","1027","282","786","208","-","**","-","**","654","323",
"0500000US05103","Ouachita County, Arkansas","714","93","-","**","591","407","778","17","986","236","704","117","640","189","738","219","628","251","775","292","418","394",
"0500000US05105","Perry County, Arkansas","734","84","-","**","923","453","926","147","654","225","763","72","760","60","533","17","673","103","591","261","750","243",
"0500000US05107","Phillips County, Arkansas","756","55","-","**","1006","193","798","261","732","234","684","202","718","218","673","127","543","213","-","**","793","209",
"0500000US05109","Pike County, Arkansas","671","79","-","**","-","**","-","**","528","220","582","94","758","297","690","153","911","69","550","65","703","115",
"0500000US05111","Poinsett County, Arkansas","647","77","-","**","839","182","713","117","770","93","414","223","741","194","454","123","635","78","-","**","1014","300",
"0500000US05113","Polk County, Arkansas","699","46","-","**","958","489","935","221","702","136","763","179","652","84","-","**","916","237","669","12","699","356",
"0500000US05115","Pope County, Arkansas","855","26","-","**","870","50","917","327","851","57","824","92","824","86","915","107","928","142","808","153","1066","941",
"0500000US05117","Prairie County, Arkansas","637","92","-","**","950","818","-","**","535","413","634","161","440","173","639","204","770","149","-","**","821","133",
"0500000US05119","Pulaski County, Arkansas","1036","19","1159","124","1175","45","1099","54","945","41","983","38","971","42","1051","36","1049","69","1034","95","1095","89",
"0500000US05121","Randolph County, Arkansas","671","79","-","**","332","324","650","356","801","539","633","224","865","279","546","197","675","299","383","56","-","**",
"0500000US05123","St. Francis County, Arkansas","791","42","-","**","778","23","718","160","753","109","839","45","624","254","788","144","1060","236","875","62","678","241",
"0500000US05125","Saline County, Arkansas","980","31","-","**","986","75","1055","97","931","80","891","56","948","75","887","138","1146","131","899","781","1281","167",
"0500000US05127","Scott County, Arkansas","736","70","-","**","-","**","620","106","538","102","688","103","879","46","596","403","564","390","1375","975","-","**",
"0500000US05129","Searcy County, Arkansas","596","141","-","**","-","**","433","80","448","183","-","**","644","290","568","365","471","120","812","112","-","**",
"0500000US05131","Sebastian County, Arkansas","854","29","1129","124","990","87","1042","107","845","42","744","40","796","46","668","80","859","112","1014","199","942","51",
"0500000US05133","Sevier County, Arkansas","725","44","-","**","631","138","591","374","768","66","469","134","731","21","772","27","929","305","-","**","-","**",
"0500000US05135","Sharp County, Arkansas","648","110","-","**","334","17","753","273","689","371","559","177","638","97","864","267","584","147","950","97","773","89",
"0500000US05137","Stone County, Arkansas","717","178","-","**","821","184","863","348","856","443","291","242","1038","202","-","**","-","**","-","**","-","**",
"0500000US05139","Union County, Arkansas","825","47","-","**","850","520","809","153","777","85","881","184","885","175","909","85","685","223","879","365","716","172",
"0500000US05141","Van Buren County, Arkansas","727","47","-","**","-","**","732","134","589","54","729","72","805","150","755","420","823","240","1000","429","707","455",
"0500000US05143","Washington County, Arkansas","1005","25","1433","76","1233","80","1071","48","959","30","886","30","951","66","787","30","1049","99","1034","177","954","93",
"0500000US05145","White County, Arkansas","806","32","-","**","891","93","851","52","772","47","800","50","684","68","976","227","951","142","895","349","944","56",
"0500000US05147","Woodruff County, Arkansas","595","42","-","**","-","**","705","90","652","369","465","216","586","48","609","198","603","159","-","**","395","360",
"0500000US05149","Yell County, Arkansas","653","82","-","**","541","55","766","128","670","272","786","63","574","107","563","64","1079","88","510","319","1040","537",
"0500000US06001","Alameda County, California","2318","17","2940","268","2979","86","2577","78","2508","75","2544","50","2312","36","2235","47","2146","53","2061","77","2033","42",
"0500000US06003","Alpine County, California","-","**","-","**","-","**","-","**","-","**","3,500+","***","-","**","-","**","-","**","-","**","-","**",
"0500000US06005","Amador County, California","1380","106","-","**","1926","312","1175","155","1746","333","-","**","1427","123","1319","107","1270","198","1668","291","1622","265",
