"GEO_ID","NAME","B25111_001E","B25111_001M","B25111_002E","B25111_002M","B25111_003E","B25111_003M","B25111_004E","B25111_004M","B25111_005E","B25111_005M","B25111_006E","B25111_006M","B25111_007E","B25111_007M","B25111_008E","B25111_008M","B25111_009E","B25111_009M","B25111_010E","B25111_010M","B25111_011E","B25111_011M",
"0500000US01019","Cherokee County, Alabama","601","91","-","**","-","**","761","404","711","78","577","205","580","80","380","199","493","248","605","39","669","79",
"0500000US01021","Chilton County, Alabama","646","59","-","**","803","783","688","106","723","79","542","59","605","91","809","198","628","157","608","114","726","43",
"0500000US01023","Choctaw County, Alabama","497","67","-","**","-","**","697","41","343","143","497","360","494","43","437","53","775","165","-","**","555","195",
"0500000US01025","Clarke County, Alabama","540","37","-","**","-","**","514","66","538","79","666","174","522","157","460","175","800","403","658","629","1093","245",
"0500000US01027","Clay County, Alabama","441","39","-","**","-","**","588","110","412","26","467","162","348","73","523","370","454","126","430","134","612","149",
"0500000US01029","Cleburne County, Alabama","582","81","-","**","-","**","540","132","503","96","609","73","570","220","566","251","641","165","484","444","670","215",
"0500000US01031","Coffee County, Alabama","701","38","-","**","1002","546","991","121","698","80","602","41","615","62","604","183","617","130","588","135","600","226",
"0500000US01033","Colbert County, Alabama","638","27","1598","1443","706","174","694","70","517","80","750","157","613","45","594","50","641","45","593","90","638","130",
"0500000US01035","Conecuh County, Alabama","528","84","-","**","546","139","461","288","604","308","431","82","571","8","451","173","839","22","-","**","571","37",
"0500000US01037","Coosa County, Alabama","567","84","-","**","-","**","259","190","563","380","465","130","611","46","733","39","616","116","-","**","608","387",
"0500000US01039","Covington County, Alabama","585","26","-","**","-","**","576","107","577","63","580","32","509","84","620","36","625","163","533","90","634","63",
"0500000US01041","Crenshaw County, Alabama","515","20","-","**","-","**","602","138","573","78","515","30","436","90","506","124","390","278","771","150","512","300",
"0500000US01043","Cullman County, Alabama","626","18","-","**","707","168","669","58","678","46","579","50","524","54","545","117","603","89","724","28","623","128",
"0500000US01045","Dale County, Alabama","636","26","-","**","1169","371","920","236","574","52","666","95","570","40","608","54","596","91","475","43","494","157",
"0500000US01047","Dallas County, Alabama","581","25","-","**","-","**","568","47","591","50","609","54","576","66","565","57","626","40","516","118","541","82",
"0500000US01049","DeKalb County, Alabama","552","28","-","**","-","**","575","30","577","53","524","51","492","47","437","104","633","108","829","305","615","129",
"0500000US01051","Elmore County, Alabama","817","38","770","293","877","87","972","72","805","90","725","48","730","111","780","155","651","92","973","276","792","157",
"0500000US01053","Escambia County, Alabama","564","28","-","**","-","**","644","159","546","38","475","39","623","67","706","53","643","39","535","366","542","116",
"0500000US01055","Etowah County, Alabama","623","18","-","**","595","119","847","202","653","42","587","40","567","50","651","49","645","31","669","53","589","50",
"0500000US01057","Fayette County, Alabama","483","23","-","**","-","**","682","42","425","188","470","21","404","359","480","23","462","104","658","256","685","128",
"0500000US01059","Franklin County, Alabama","553","48","718","130","474","150","448","146","572","184","434","130","648","67","565","163","541","69","532","81","768","120",
"0500000US01061","Geneva County, Alabama","567","20","-","**","-","**","564","77","581","22","501","131","616","79","437","135","423","196","1002","702","425","269",
"0500000US01063","Greene County, Alabama","414","76","-","**","-","**","648","139","380","199","502","368","331","102","426","26","338","248","-","**","284","30",
"0500000US01065","Hale County, Alabama","449","46","-","**","-","**","513","254","549","445","418","44","527","291","411","52","767","227","419","34","525","308",
"0500000US01067","Henry County, Alabama","582","41","-","**","-","**","629","320","701","43","540","68","596","105","669","291","474","25","606","560","539","53",
"0500000US01069","Houston County, Alabama","707","10","815","197","920","117","808","45","724","30","701","23","693","22","710","33","575","30","566","55","560","33",
"0500000US01071","Jackson County, Alabama","591","35","-","**","588","486","668","128","608","84","584","34","558","78","537","122","524","63","770","360","809","194",
"0500000US01073","Jefferson County, Alabama","820","9","1335","105","1047","88","948","29","893","22","821","21","785","21","770","21","796","23","741","42","772","25",
"0500000US01075","Lamar County, Alabama","432","55","-","**","-","**","444","208","458","163","464","108","524","94","364","27","567","341","431","104","-","**",
"0500000US01077","Lauderdale County, Alabama","601","18","-","**","686","127","636","53","547","36","596","31","554","29","626","50","647","64","788","153","544","41",
"0500000US01079","Lawrence County, Alabama","557","32","-","**","531","39","593","47","630","147","478","57","547","69","444","111","610","251","538","120","602","105",
"0500000US01081","Lee County, Alabama","806","17","887","143","978","80","905","38","787","49","782","49","682","49","796","77","721","103","575","93","628","91",
"0500000US01083","Limestone County, Alabama","628","16","-","**","713","149","680","31","570","35","617","47","572","80","650","44","712","82","621","236","905","495",
"0500000US01085","Lowndes County, Alabama","589","42","-","**","-","**","557","54","461","60","605","87","570","178","633","118","670","185","-","**","-","**",
"0500000US01087","Macon County, Alabama","592","23","-","**","-","**","590","116","567","29","554","100","517","132","630","48","621","104","551","306","804","428",
"0500000US01089","Madison County, Alabama","783","13","1077","239","950","71","948","53","837","30","713","24","699","31","743","22","690","31","720","73","675","46",
"0500000US01091","Marengo County, Alabama","511","67","-","**","-","**","659","206","427","110","295","68","529","78","541","115","573","85","771","29","885","434",
"0500000US01093","Marion County, Alabama","482","34","-","**","325","286","483","121","550","150","525","60","420","65","432","146","517","77","509","121","455","264",
"0500000US01095","Marshall County, Alabama","604","13","721","21","692","133","605","71","596","33","576","38","608","23","615","43","626","64","697","173","579","89",
"0500000US01097","Mobile County, Alabama","801","13","1050","289","835","40","858","71","841","24","767","31","776","20","824","48","807","37","758","38","758","35",
"0500000US01099","Monroe County, Alabama","506","34","-","**","467","40","535","167","544","133","485","62","485","76","470","266","635","227","492","312","-","**",
"0500000US01101","Montgomery County, Alabama","825","12","-","**","965","52","1018","38","845","30","805","26","775","19","763","40","792","41","699","118","775","42",
"0500000US01103","Morgan County, Alabama","613","17","-","**","499","185","589","50","605","38","617","25","603","47","680","56","621","88","581","103","574","126",
"0500000US01105","Perry County, Alabama","516","44","-","**","-","**","651","264","457","236","623","299","608","336","536","33","-","**","-","**","466","152",
"0500000US01107","Pickens County, Alabama","420","46","-","**","-","**","823","347","447","233","456","108","461","75","372","30","419","46","-","**","358","69",
"0500000US01109","Pike County, Alabama","613","49","-","**","539","186","572","101","645","67","640","63","548","121","670","21","449","61","535","167","678","119",
"0500000US01111","Randolph County, Alabama","606","62","673","229","486","86","824","167","448","110","489","66","619","380","906","427","641","100","825","256","681","43",
"0500000US01113","Russell County, Alabama","742","29","-","**","1124","104","919","94","721","29","725","59","678","47","614","94","606","47","608","105","731","187",
"0500000US01115","St. Clair County, Alabama","702","45","-","**","795","225","865","107","718","70","653","57","662","43","644","136","716","401","818","85","629","56",
"0500000US01117","Shelby County, Alabama","954","21","-","**","959","109","1123","48","994","45","931","27","849","32","744","36","756","162","764","173","747","178",
"0500000US01119","Sumter County, Alabama","589","49","-","**","-","**","602","55","522","115","338","66","592","134","678","338","665","122","-","**","667","33",
"0500000US01121","Talladega County, Alabama","598","22","-","**","483","237","628","115","578","46","526","86","600","78","583","40","653","49","443","92","656","42",
"0500000US01123","Tallapoosa County, Alabama","565","33","-","**","-","**","1043","295","518","60","542","128","641","101","490","112","613","49","594","151","532","57",
"0500000US01125","Tuscaloosa County, Alabama","784","11","1578","718","811","57","864","43","784","21","730","29","749","31","758","62","794","64","750","119","764","128",
"0500000US01127","Walker County, Alabama","607","25","-","**","626","24","689","64","636","66","580","120","534","28","586","51","498","91","713","157","598","95",
"0500000US01129","Washington County, Alabama","615","116","-","**","-","**","715","493","643","230","-","**","488","248","591","154","433","30","-","**","704","471",
"0500000US01131","Wilcox County, Alabama","457","55","-","**","-","**","746","374","457","35","264","34","442","216","507","475","835","264","-","**","775","414",
"0500000US01133","Winston County, Alabama","540","58","-","**","-","**","661","277","482","93","615","72","526","96","464","58","502","243","727","399","561","112",
"0500000US02013","Aleutians East Borough, Alaska","939","39","-","**","825","486","867","79","925","191","1097","94","950","78","875","200","-","**","-","**","-","**",
"0500000US02016","Aleutians West Census Area, Alaska","1257","76","-","**","1778","205","1344","287","994","199","1281","110","1278","139","1188","729","850","257","1325","376","1250","291",
"0500000US02020","Anchorage Municipality, Alaska","1231","19","1318","447","1904","246","1711","99","1353","86","1294","32","1146","28","1071","49","1054","90","1153","84","1164","418",
"0500000US02050","Bethel Census Area, Alaska","1175","104","-","**","1725","150","1250","562","1183","231","1313","138","1077","156","1171","548","900","299","-","**","-","**",
"0500000US02060","Bristol Bay Borough, Alaska","1040","83","-","**","-","**","763","306","1138","142","1104","195","920","86","1225","310","-","**","-","**","925","340",
"0500000US02068","Denali Borough, Alaska","933","366","-","**","-","**","1146","284","-","**","-","**","1438","1237","-","**","-","**","-","**","-","**",
"0500000US02070","Dillingham Census Area, Alaska","1018","103","-","**","-","**","700","281","742","622","1224","189","1094","310","-","**","1694","322","1403","67","-","**",
"0500000US02090","Fairbanks North Star Borough, Alaska","1240","50","-","**","1943","228","1786","149","1278","181","1182","78","1146","47","1107","114","1202","211","950","254","963","461",
"0500000US02100","Haines Borough, Alaska","882","114","-","**","-","**","-","**","645","123","1150","108","867","52","417","47","-","**","-","**","-","**",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","785","72","-","**","-","**","1070","130","660","126","643","127","829","119","790","48","-","**","1375","426","-","**",
"0500000US02110","Juneau City and Borough, Alaska","1184","62","-","**","1825","739","1362","355","1096","73","1240","108","1231","120","1155","272","1138","106","1000","120","1088","228",
"0500000US02122","Kenai Peninsula Borough, Alaska","970","23","-","**","939","513","1066","94","1020","106","989","52","956","71","859","91","764","125","930","435","775","247",
"0500000US02130","Ketchikan Gateway Borough, Alaska","1078","47","-","**","979","358","1331","270","1148","91","1350","109","1067","92","1033","174","882","73","915","125","1037","95",
"0500000US02150","Kodiak Island Borough, Alaska","1254","279","-","**","-","**","1399","648","1417","717","1356","472","1298","183","835","132","-","**","-","**","-","**",
"0500000US02158","Kusilvak Census Area, Alaska","607","128","-","**","660","61","675","99","713","268","508","123","440","74","525","329","-","**","-","**","-","**",
"0500000US02164","Lake and Peninsula Borough, Alaska","743","63","-","**","-","**","650","68","719","211","833","134","738","127","-","**","-","**","-","**","-","**",
"0500000US02170","Matanuska-Susitna Borough, Alaska","1079","27","1840","161","1155","108","1192","61","1005","71","1026","50","1026","67","1019","198","979","173","911","106","959","101",
"0500000US02180","Nome Census Area, Alaska","1260","74","-","**","-","**","1075","185","975","157","1428","185","1298","186","1414","197","1240","211","1278","336","1633","207",
"0500000US02185","North Slope Borough, Alaska","1057","56","-","**","-","**","859","324","1034","149","1088","88","1145","133","950","889","-","**","-","**","-","**",
"0500000US02188","Northwest Arctic Borough, Alaska","1226","94","-","**","-","**","1438","423","1137","96","1268","240","1188","160","1208","679","2250","196","-","**","-","**",
"0500000US02195","Petersburg Borough, Alaska","912","53","-","**","-","**","1125","81","794","293","929","60","850","100","1125","543","-","**","1000","477","988","199",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","834","36","-","**","829","284","788","114","810","85","814","116","862","41","867","75","-","**","575","416","1063","395",
"0500000US02220","Sitka City and Borough, Alaska","1019","64","-","**","-","**","1350","104","831","211","1147","148","1110","140","978","64","1066","141","580","346","775","253",
"0500000US02230","Skagway Municipality, Alaska","1028","65","-","**","-","**","842","111","983","186","1042","323","1066","83","1141","56","950","409","1047","235","1125","388",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","1132","72","-","**","-","**","812","178","1113","107","1207","247","1372","111","858","283","1132","88","1109","239","-","**",
"0500000US02261","Valdez-Cordova Census Area, Alaska","879","195","-","**","-","**","1029","447","725","305","-","**","1185","360","1031","450","958","248","967","273","-","**",
"0500000US02275","Wrangell City and Borough, Alaska","759","79","-","**","-","**","-","**","910","168","675","238","700","140","750","303","713","139","-","**","782","76",
"0500000US02282","Yakutat City and Borough, Alaska","975","100","-","**","-","**","675","474","875","265","1175","130","1056","121","-","**","-","**","-","**","-","**",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","631","27","-","**","675","300","611","40","750","147","598","41","627","33","-","**","763","226","625","118","775","424",
"0500000US04001","Apache County, Arizona","503","29","361","73","-","**","626","31","452","69","433","20","530","35","502","59","561","335","623","142","911","614",
"0500000US04003","Cochise County, Arizona","790","31","1314","690","1166","136","984","75","735","81","792","83","805","53","724","47","652","64","583","88","556","74",
"0500000US04005","Coconino County, Arizona","1025","27","-","**","1049","115","1194","85","1055","60","1036","55","976","56","920","95","873","85","770","190","915","136",
"0500000US04007","Gila County, Arizona","762","32","-","**","797","352","737","160","825","114","765","86","703","65","751","96","789","142","562","332","745","228",
"0500000US04009","Graham County, Arizona","794","54","-","**","852","173","841","60","731","149","660","270","687","85","749","156","867","97","813","82","824","173",
"0500000US04011","Greenlee County, Arizona","421","18","-","**","423","145","359","74","398","56","538","145","431","26","383","31","451","148","-","**","544","158",
"0500000US04012","La Paz County, Arizona","562","97","-","**","-","**","662","311","603","118","534","370","410","92","642","59","839","14","579","16","-","**",
"0500000US04013","Maricopa County, Arizona","989","4","1429","75","1142","29","1170","7","1075","11","907","8","888","9","848","16","877","16","830","22","797","27",
"0500000US04015","Mohave County, Arizona","791","19","-","**","644","451","931","30","814","62","747","37","717","46","675","47","702","129","613","69","704","200",
"0500000US04017","Navajo County, Arizona","681","33","-","**","871","436","739","73","661","64","671","69","654","68","728","127","634","45","632","204","751","248",
"0500000US04019","Pima County, Arizona","831","8","1190","193","1017","93","1126","23","892","21","764","17","766","14","741","19","798","33","748","49","787","49",
"0500000US04021","Pinal County, Arizona","990","22","-","**","1133","94","1142","15","836","37","728","42","728","53","721","48","722","34","668","450","707","224",
"0500000US04023","Santa Cruz County, Arizona","627","24","-","**","-","**","724","57","659","92","625","129","491","59","590","125","681","256","601","289","590","135",
"0500000US04025","Yavapai County, Arizona","892","21","954","732","1021","191","1032","46","942","50","880","43","772","29","825","65","783","79","838","65","780","62",
"0500000US04027","Yuma County, Arizona","831","20","1401","737","831","122","1019","53","864","67","801","41","801","44","658","52","772","60","704","68","649","62",
"0500000US05001","Arkansas County, Arkansas","632","44","-","**","-","**","562","286","676","55","501","62","543","79","739","91","601","60","808","134","619","137",
"0500000US05003","Ashley County, Arkansas","616","43","-","**","721","509","397","390","645","142","647","105","596","87","482","179","657","290","669","12","644","51",
"0500000US05005","Baxter County, Arkansas","638","29","-","**","585","154","579","86","626","41","626","75","715","30","621","49","594","48","618","41","916","472",
"0500000US05007","Benton County, Arkansas","814","15","1076","209","969","59","916","31","819","23","715","24","777","48","694","49","756","96","733","31","708","49",
"0500000US05009","Boone County, Arkansas","606","28","-","**","968","839","617","63","584","27","545","41","600","54","675","39","575","101","743","171","625","102",
"0500000US05011","Bradley County, Arkansas","575","34","-","**","-","**","595","239","683","118","418","79","525","110","722","90","582","18","509","123","756","344",
"0500000US05013","Calhoun County, Arkansas","645","43","-","**","-","**","-","**","623","62","763","93","631","36","-","**","656","506","-","**","636","109",
"0500000US05015","Carroll County, Arkansas","585","43","-","**","-","**","626","119","594","129","525","170","527","53","644","230","680","242","537","45","585","58",
"0500000US05017","Chicot County, Arkansas","571","30","-","**","-","**","716","166","583","204","503","119","484","162","534","89","641","56","795","72","503","34",
"0500000US05019","Clark County, Arkansas","584","25","-","**","-","**","537","169","544","44","513","138","702","51","705","83","548","85","729","32","823","178",
"0500000US05021","Clay County, Arkansas","513","44","-","**","-","**","464","45","600","259","440","80","549","68","535","100","556","67","368","124","421","127",
"0500000US05023","Cleburne County, Arkansas","679","38","-","**","818","773","688","52","608","100","730","145","711","101","716","130","564","250","674","214","781","206",
"0500000US05025","Cleveland County, Arkansas","651","49","-","**","759","78","395","387","651","154","650","283","713","56","598","54","438","222","-","**","696","127",
"0500000US05027","Columbia County, Arkansas","645","65","-","**","-","**","500","146","710","207","519","144","677","34","677","57","588","129","550","174","659","46",
"0500000US05029","Conway County, Arkansas","573","33","-","**","767","14","780","33","521","183","493","53","655","113","524","22","496","162","412","64","675","367",
"0500000US05031","Craighead County, Arkansas","699","22","727","21","754","49","670","76","651","40","689","48","717","29","718","75","674","146","634","161","620","37",
"0500000US05033","Crawford County, Arkansas","654","15","-","**","584","89","693","47","669","22","649","40","659","62","723","152","567","187","622","25","522","43",
"0500000US05035","Crittenden County, Arkansas","697","17","-","**","624","182","779","51","703","30","663","56","672","53","709","66","614","144","683","46","746","144",
"0500000US05037","Cross County, Arkansas","647","33","-","**","-","**","662","119","585","103","711","232","677","111","634","23","672","88","620","60","1009","353",
"0500000US05039","Dallas County, Arkansas","608","100","-","**","-","**","756","195","645","88","454","72","654","162","587","157","526","125","-","**","716","141",
"0500000US05041","Desha County, Arkansas","538","50","-","**","-","**","611","172","485","162","481","97","514","88","538","75","601","250","566","364","754","344",
"0500000US05043","Drew County, Arkansas","626","23","-","**","751","260","673","61","634","110","514","36","579","108","566","106","743","179","679","49","609","218",
"0500000US05045","Faulkner County, Arkansas","754","16","847","51","796","38","789","29","733","25","692","40","693","52","696","72","864","85","851","132","693","246",
"0500000US05047","Franklin County, Arkansas","589","17","-","**","-","**","-","**","574","18","599","52","600","204","570","94","661","89","-","**","593","40",
"0500000US05049","Fulton County, Arkansas","488","49","-","**","-","**","665","115","519","122","382","89","423","43","559","83","521","167","657","173","508","45",
"0500000US05051","Garland County, Arkansas","713","20","-","**","925","55","797","63","745","43","681","23","687","64","691","123","641","89","684","98","596","111",
"0500000US05053","Grant County, Arkansas","700","43","-","**","-","**","785","364","673","47","639","77","761","147","613","43","779","24","-","**","625","249",
"0500000US05055","Greene County, Arkansas","685","33","-","**","711","227","794","131","642","38","677","36","721","73","593","140","492","154","769","86","751","230",
"0500000US05057","Hempstead County, Arkansas","597","28","-","**","540","224","626","52","664","68","598","41","560","113","597","82","607","162","619","174","597","170",
"0500000US05059","Hot Spring County, Arkansas","654","27","-","**","-","**","663","40","649","232","565","58","661","37","579","151","800","186","823","60","695","209",
"0500000US05061","Howard County, Arkansas","546","29","-","**","573","16","470","259","563","69","511","61","533","150","508","71","395","176","546","215","837","148",
"0500000US05063","Independence County, Arkansas","582","44","-","**","810","195","622","63","605","90","602","112","524","90","521","64","589","75","535","111","547","105",
"0500000US05065","Izard County, Arkansas","564","26","-","**","-","**","528","128","401","132","613","157","572","38","538","146","592","108","630","25","598","173",
"0500000US05067","Jackson County, Arkansas","550","26","-","**","-","**","739","375","514","123","540","59","555","25","615","146","454","328","550","79","712","283",
"0500000US05069","Jefferson County, Arkansas","681","16","865","101","698","280","670","48","645","64","662","39","660","61","736","39","678","105","673","113","661","115",
"0500000US05071","Johnson County, Arkansas","600","25","-","**","-","**","556","43","631","23","461","107","640","50","620","66","650","168","560","184","574","132",
"0500000US05073","Lafayette County, Arkansas","428","51","-","**","-","**","413","68","328","40","269","38","428","137","543","111","507","35","550","54","493","81",
"0500000US05075","Lawrence County, Arkansas","526","26","-","**","-","**","413","120","471","158","506","94","557","57","560","37","585","89","340","113","563","46",
"0500000US05077","Lee County, Arkansas","524","114","-","**","-","**","495","289","473","194","513","210","357","179","370","279","681","58","940","30","695","396",
"0500000US05079","Lincoln County, Arkansas","563","46","-","**","-","**","707","415","475","112","650","208","488","32","635","189","654","142","-","**","-","**",
"0500000US05081","Little River County, Arkansas","537","65","-","**","-","**","922","752","665","26","505","108","395","71","761","106","525","420","-","**","619","269",
"0500000US05083","Logan County, Arkansas","580","45","-","**","564","23","653","230","696","145","487","108","559","80","621","38","518","221","657","319","536","278",
"0500000US05085","Lonoke County, Arkansas","738","20","-","**","797","340","855","85","718","33","715","57","722","61","639","66","803","172","631","84","564","293",
"0500000US05087","Madison County, Arkansas","627","26","-","**","-","**","667","455","504","56","620","34","687","127","621","70","617","35","773","636","563","479",
"0500000US05089","Marion County, Arkansas","554","33","-","**","-","**","610","316","564","46","519","50","523","49","560","50","682","470","710","370","455","148",
"0500000US05091","Miller County, Arkansas","693","21","-","**","757","79","732","77","706","66","708","35","715","56","550","44","667","26","754","203","683","56",
"0500000US05093","Mississippi County, Arkansas","621","16","-","**","-","**","635","14","609","33","579","45","648","51","521","79","655","82","698","103","609","97",
"0500000US05095","Monroe County, Arkansas","500","53","-","**","-","**","256","204","342","88","488","75","477","78","525","44","639","42","-","**","343","319",
"0500000US05097","Montgomery County, Arkansas","553","40","-","**","-","**","476","126","624","105","550","68","559","104","532","181","596","385","-","**","560","73",
"0500000US05099","Nevada County, Arkansas","675","36","-","**","-","**","670","74","625","507","563","178","-","**","797","52","870","200","-","**","-","**",
"0500000US05101","Newton County, Arkansas","394","114","-","**","-","**","614","29","341","51","371","166","294","160","-","**","-","**","525","10","450","376",
"0500000US05103","Ouachita County, Arkansas","546","30","-","**","-","**","535","92","567","173","480","83","512","76","580","60","541","133","663","211","537","198",
"0500000US05105","Perry County, Arkansas","653","53","-","**","-","**","666","90","585","248","650","43","520","149","800","464","736","389","782","138","621","25",
"0500000US05107","Phillips County, Arkansas","585","37","-","**","-","**","838","54","577","94","433","155","573","55","543","45","686","78","729","199","736","213",
"0500000US05109","Pike County, Arkansas","511","24","-","**","-","**","431","66","514","72","401","61","517","17","526","64","531","40","697","172","808","283",
"0500000US05111","Poinsett County, Arkansas","537","26","-","**","-","**","624","54","609","80","507","105","569","60","462","66","532","145","512","50","452","200",
"0500000US05113","Polk County, Arkansas","529","27","-","**","697","317","472","135","569","159","464","67","408","51","507","129","611","44","525","3","575","62",
"0500000US05115","Pope County, Arkansas","667","29","-","**","806","68","697","82","644","42","649","45","607","84","734","99","576","24","929","203","755","128",
"0500000US05117","Prairie County, Arkansas","504","32","-","**","-","**","521","112","413","114","484","137","552","120","532","58","434","210","721","19","610","166",
"0500000US05119","Pulaski County, Arkansas","794","11","926","88","926","36","901","26","791","25","769","17","748","25","751","27","790","39","789","52","766","38",
"0500000US05121","Randolph County, Arkansas","550","38","-","**","-","**","496","352","557","120","542","44","448","49","568","38","613","61","639","49","645","65",
"0500000US05123","St. Francis County, Arkansas","584","29","-","**","-","**","480","122","532","61","517","114","673","62","643","180","763","18","850","678","493","294",
"0500000US05125","Saline County, Arkansas","796","33","-","**","825","131","878","162","760","50","846","106","693","75","707","189","820","121","739","70","665","268",
"0500000US05127","Scott County, Arkansas","506","31","-","**","-","**","-","**","475","69","531","54","418","168","480","132","530","22","481","148","487","271",
"0500000US05129","Searcy County, Arkansas","470","30","-","**","-","**","358","277","321","89","460","119","545","152","469","108","-","**","439","106","477","8",
"0500000US05131","Sebastian County, Arkansas","640","20","-","**","723","85","726","57","723","45","614","32","611","34","519","62","634","44","666","56","556","47",
"0500000US05133","Sevier County, Arkansas","530","33","-","**","-","**","676","35","488","61","529","78","536","48","434","31","400","104","663","156","777","59",
"0500000US05135","Sharp County, Arkansas","601","46","-","**","-","**","492","81","546","63","561","151","673","61","572","229","600","120","491","289","575","311",
"0500000US05137","Stone County, Arkansas","557","45","-","**","-","**","350","117","568","152","536","50","775","33","569","117","-","**","603","145","571","279",
"0500000US05139","Union County, Arkansas","618","20","-","**","-","**","624","17","626","33","535","38","702","104","645","104","644","71","582","102","594","241",
"0500000US05141","Van Buren County, Arkansas","600","42","-","**","-","**","684","71","577","21","430","135","618","89","534","352","751","275","566","219","658","472",
"0500000US05143","Washington County, Arkansas","725","15","1704","436","847","51","814","42","699","26","665","28","673","37","674","70","835","54","585","100","668","88",
"0500000US05145","White County, Arkansas","664","20","-","**","794","90","663","33","671","52","629","28","694","108","584","77","635","138","639","106","710","117",
"0500000US05147","Woodruff County, Arkansas","455","82","-","**","-","**","547","77","456","239","427","49","392","43","606","281","570","46","404","129","625","261",
"0500000US05149","Yell County, Arkansas","572","44","-","**","-","**","613","309","540","36","509","58","656","57","510","35","545","214","612","39","820","124",
"0500000US06001","Alameda County, California","1432","9","1895","369","1910","190","1610","52","1689","34","1565","29","1442","18","1384","17","1399","26","1285","37","1306","24",
"0500000US06003","Alpine County, California","1109","411","-","**","-","**","-","**","675","406","-","**","875","521","-","**","-","**","-","**","-","**",
"0500000US06005","Amador County, California","1061","51","-","**","-","**","1188","313","1086","137","1017","125","1130","148","1079","68","1031","222","-","**","873","133",
"0500000US06007","Butte County, California","936","16","2628","1784","1067","58","1144","64","970","52","962","46","856","20","941","48","956","45","919","56","893","61",
"0500000US06009","Calaveras County, California","1120","140","-","**","-","**","1315","351","992","248","1154","264","1177","210","1019","454","1297","492","1185","294","880","95",
"0500000US06011","Colusa County, California","896","53","-","**","-","**","795","134","1055","110","1015","135","1048","233","856","134","900","263","660","237","873","64",
"0500000US06013","Contra Costa County, California","1506","17","1673","1389","1557","280","1758","57","1698","44","1583","36","1449","28","1417","38","1409","45","1378","54","1216","58",
"0500000US06015","Del Norte County, California","818","36","-","**","-","**","879","155","861","44","957","84","763","103","664","63","807","96","743","229","1077","535",
"0500000US06017","El Dorado County, California","1105","34","-","**","1149","617","1434","219","1247","117","1132","95","1086","77","972","63","993","75","1034","111","954","91",
