CoC-Code,Year,Overall Homeless,Overall Chronically Homeless,Unsheltered Homeless,Sheltered Total Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Total Funding,ttl_population,Median Rent,ttl_extreme_poverty,ttl_poverty,Total_Housing_Units,Vacant_Units,pct_change_homeless
AZ-502,2014,5918.0,403.0,1053.0,4865.0,2558.0,2282.0,25.0,26955002.0,3895963.0,952.0,1425611.0,666748.0,1657753.0,233509.0,0.0
AZ-502,2015,5631.0,480.0,1289.0,4342.0,2004.0,2313.0,25.0,26386235.0,3965553.0,962.0,320941.0,673527.0,1668555.0,226037.0,-4.849611355187566
AZ-502,2016,5702.0,745.0,1646.0,4056.0,2362.0,1669.0,25.0,26882333.0,4035348.0,989.0,321331.0,666513.0,1680412.0,214572.0,1.2608772864500128
AZ-502,2017,5605.0,939.0,2059.0,3546.0,2254.0,1271.0,21.0,25418465.0,4101308.0,1033.0,306333.0,644476.0,1699628.0,210095.0,-1.701157488600491
AZ-502,2018,6298.0,974.0,2618.0,3680.0,2099.0,1555.0,26.0,25888759.0,4198378.0,1079.0,289648.0,618496.0,1719157.0,198390.0,12.36396074933095
AZ-502,2019,6614.0,962.0,3188.0,3426.0,1975.0,1406.0,45.0,27746647.0,4272832.0,1127.0,274071.0,588350.0,1740694.0,188598.0,5.017465862178461
AZ-502,2020,7419.0,1052.0,3767.0,3652.0,2172.0,1434.0,46.0,28412341.0,4353138.0,1182.0,257624.0,553661.0,1765880.0,169096.0,12.171152101602667
AZ-502,2021,3650.0,588.0,0.0,3650.0,2398.0,1212.0,40.0,33039654.0,4308734.0,1275.0,242739.0,518951.0,1794248.0,162097.0,-50.80199487801591
AZ-502,2022,9026.0,1287.0,5029.0,3997.0,2796.0,1158.0,43.0,35726942.0,4368048.0,1437.0,244935.0,503565.0,1821463.0,155903.0,147.2876712328767
AZ-502,2023,9642.0,1906.0,4908.0,4734.0,3668.0,1028.0,38.0,36265956.0,4425433.0,1587.0,251825.0,497877.0,1850862.0,153520.0,6.824728561932192
AZ-502,2024,9435.0,2135.0,4076.0,5359.0,4174.0,1151.0,34.0,46542337.0,4489967.0,1708.0,258703.0,492910.0,1884334.0,153638.0,-2.14685749844431
CA-500,2014,7567.0,2535.0,5674.0,1893.0,819.0,1065.0,9.0,11069996.0,1814339.0,1637.0,422167.0,180153.0,640439.0,25725.0,0.0
CA-500,2015,6556.0,2207.0,4627.0,1929.0,807.0,1113.0,9.0,11486738.0,1840035.0,1705.0,84197.0,175690.0,646190.0,24727.0,-13.360644905510766
CA-500,2016,6524.0,2146.0,4627.0,1897.0,777.0,1110.0,10.0,9959081.0,1856096.0,1813.0,84292.0,172213.0,651905.0,25326.0,-0.48810250152532264
CA-500,2017,7394.0,2097.0,5448.0,1946.0,1140.0,806.0,0.0,9313587.0,1881436.0,1955.0,81465.0,162525.0,658409.0,27958.0,13.33537706928265
CA-500,2018,7254.0,2139.0,5448.0,1806.0,1151.0,635.0,20.0,4960175.0,1891976.0,2126.0,75242.0,149850.0,665365.0,29840.0,-1.893427103056533
CA-500,2019,9706.0,2471.0,7922.0,1784.0,1080.0,687.0,17.0,4741100.0,1896320.0,2268.0,70936.0,142534.0,672495.0,32280.0,33.80204025365317
CA-500,2020,9605.0,2526.0,7922.0,1683.0,1245.0,419.0,19.0,29506119.0,1893555.0,2386.0,67602.0,135771.0,668896.0,33582.0,-1.040593447352156
CA-500,2021,2301.0,1028.0,0.0,2301.0,1960.0,324.0,17.0,31678024.0,1901844.0,2530.0,63177.0,126551.0,683510.0,36663.0,-76.04372722540343
CA-500,2022,10028.0,2838.0,7708.0,2320.0,2004.0,306.0,10.0,31236117.0,1886562.0,2719.0,67081.0,129834.0,688287.0,37935.0,335.81051716644936
CA-500,2023,9903.0,3833.0,7401.0,2502.0,2186.0,304.0,12.0,42667412.0,1871483.0,2814.0,66648.0,128470.0,694209.0,39742.0,-1.246509772636617
CA-500,2024,10394.0,4137.0,7401.0,2993.0,2691.0,298.0,4.0,39486518.0,1869227.0,2857.0,69986.0,132836.0,698837.0,39484.0,4.95809350701808
CA-501,2014,6408.0,2321.0,4315.0,2093.0,1522.0,517.0,54.0,2257675.0,815670.0,1533.0,230442.0,108328.0,380518.0,31686.0,0.0
CA-501,2016,6996.0,1932.0,4358.0,2638.0,2197.0,425.0,16.0,1487711.0,836561.0,1632.0,49447.0,104180.0,386755.0,29958.0,9.176029962546806
CA-501,2017,6858.0,2138.0,4353.0,2505.0,2056.0,434.0,15.0,755821.0,850547.0,1709.0,45906.0,99096.0,390376.0,31604.0,-1.9725557461406473
CA-501,2018,6857.0,1757.0,4353.0,2504.0,2011.0,474.0,19.0,770970.0,856426.0,1805.0,44604.0,92979.0,393975.0,34302.0,-0.014581510644506857
CA-501,2019,8035.0,3030.0,5180.0,2855.0,2412.0,425.0,18.0,772845.0,861359.0,1895.0,42363.0,89030.0,397812.0,35458.0,17.179524573428615
CA-501,2020,8124.0,2837.0,5180.0,2944.0,2471.0,473.0,0.0,47849533.0,861021.0,2010.0,43181.0,87125.0,398613.0,36472.0,1.107654013690107
CA-501,2021,4000.0,1668.0,0.0,4000.0,3588.0,412.0,0.0,52839360.0,852231.0,2130.0,44938.0,87874.0,404720.0,43498.0,-50.76317085179715
CA-501,2022,7754.0,2691.0,4397.0,3357.0,2933.0,424.0,0.0,51403408.0,837888.0,2316.0,45072.0,87849.0,408198.0,47356.0,93.85
CA-501,2023,7582.0,2520.0,4397.0,3185.0,2904.0,281.0,0.0,53021237.0,823358.0,2419.0,44856.0,87135.0,411542.0,48892.0,-2.218209956151662
CA-501,2024,8323.0,2989.0,4354.0,3969.0,3644.0,325.0,0.0,53794910.0,817138.0,2476.0,47680.0,91125.0,414602.0,50632.0,9.773146926932208
CA-502,2014,4272.0,1094.0,2337.0,1935.0,895.0,1040.0,0.0,6840973.0,1531346.0,1325.0,429814.0,197191.0,587071.0,35337.0,0.0
CA-502,2015,4040.0,750.0,2397.0,1643.0,794.0,849.0,0.0,6333892.0,1557087.0,1367.0,90031.0,194639.0,589858.0,30951.0,-5.4307116104868935
CA-502,2016,4145.0,753.0,2397.0,1748.0,892.0,856.0,0.0,6145370.0,1577618.0,1432.0,88232.0,189590.0,592796.0,28503.0,2.59900990099009
CA-502,2017,5629.0,1707.0,3863.0,1766.0,1022.0,744.0,0.0,5287271.0,1602357.0,1547.0,84216.0,181194.0,596898.0,27828.0,35.802171290711705
CA-502,2018,5496.0,1742.0,3863.0,1633.0,962.0,660.0,11.0,5663149.0,1617225.0,1674.0,82125.0,170884.0,601942.0,29072.0,-2.3627642565286933
CA-502,2019,8022.0,2236.0,6312.0,1710.0,1163.0,519.0,28.0,4739186.0,1630291.0,1797.0,80655.0,161581.0,608096.0,30919.0,45.96069868995634
CA-502,2020,8137.0,2437.0,6312.0,1825.0,1289.0,509.0,27.0,36369614.0,1635239.0,1904.0,76379.0,152060.0,605767.0,32593.0,1.4335577162802204
CA-502,2021,2546.0,950.0,0.0,2546.0,1963.0,566.0,17.0,39150229.0,1646476.0,2043.0,74307.0,146763.0,617045.0,35362.0,-68.71082708614968
CA-502,2022,9747.0,2728.0,7135.0,2612.0,2075.0,513.0,24.0,40087543.0,1637215.0,2229.0,77888.0,149843.0,622856.0,37038.0,282.8358208955224
CA-502,2023,9759.0,2805.0,7135.0,2624.0,1807.0,799.0,18.0,57331115.0,1624096.0,2318.0,76957.0,149752.0,630726.0,37609.0,0.12311480455524659
CA-502,2024,9450.0,3832.0,6343.0,3107.0,2271.0,825.0,11.0,51466942.0,1621569.0,2357.0,77440.0,149429.0,637212.0,38966.0,-3.1663080233630514
CA-503,2014,2449.0,422.0,786.0,1663.0,774.0,889.0,0.0,12620712.0,1427006.0,1035.0,543102.0,258031.0,558694.0,39234.0,0.0
CA-503,2015,2659.0,502.0,948.0,1711.0,931.0,780.0,0.0,18454283.0,1444720.0,1036.0,114677.0,262251.0,560271.0,37675.0,8.574928542262139
CA-503,2016,2500.0,540.0,948.0,1552.0,870.0,682.0,0.0,18873885.0,1458871.0,1065.0,114506.0,260877.0,562003.0,34668.0,-5.979691613388494
CA-503,2017,3665.0,1126.0,2052.0,1613.0,977.0,636.0,0.0,19247059.0,1474566.0,1122.0,107347.0,246203.0,564349.0,32299.0,46.599999999999994
CA-503,2018,3621.0,1192.0,2052.0,1569.0,1124.0,445.0,0.0,20180083.0,1489573.0,1184.0,103194.0,235982.0,567220.0,31191.0,-1.2005457025920818
CA-503,2019,5561.0,1641.0,3900.0,1661.0,1130.0,531.0,0.0,20915190.0,1504340.0,1252.0,97140.0,220713.0,570752.0,27727.0,53.57636012151339
CA-503,2020,5511.0,1727.0,3900.0,1611.0,1125.0,486.0,0.0,23349292.0,1517215.0,1333.0,93753.0,210174.0,572916.0,25397.0,-0.8991188635137592
CA-503,2021,1885.0,634.0,0.0,1885.0,1348.0,537.0,0.0,27063723.0,1550537.0,1434.0,95636.0,205590.0,583858.0,24822.0,-65.79568136454364
CA-503,2022,9278.0,4314.0,6664.0,2614.0,1979.0,635.0,0.0,29713497.0,1560173.0,1599.0,99114.0,204388.0,588894.0,25038.0,392.20159151193633
CA-503,2023,9281.0,4341.0,6664.0,2617.0,1986.0,631.0,0.0,30512102.0,1565333.0,1702.0,95460.0,197472.0,593616.0,25393.0,0.03233455486095771
CA-503,2024,6615.0,1574.0,3944.0,2671.0,2174.0,497.0,0.0,33435948.0,1575171.0,1790.0,98778.0,196831.0,598385.0,27328.0,-28.725352871457822
CA-504,2014,4266.0,1260.0,3309.0,957.0,570.0,387.0,0.0,2584293.0,485077.0,1302.0,143462.0,59716.0,205759.0,18824.0,0.0
CA-504,2015,3097.0,702.0,2060.0,1037.0,634.0,403.0,0.0,2970948.0,488673.0,1320.0,23614.0,57179.0,206399.0,18617.0,-27.40271917487107
CA-504,2016,2906.0,747.0,1906.0,1000.0,588.0,412.0,0.0,3087262.0,491031.0,1380.0,23651.0,55095.0,207058.0,18015.0,-6.1672586373910265
CA-504,2017,2835.0,598.0,1847.0,988.0,655.0,333.0,0.0,3076336.0,494366.0,1456.0,23108.0,52707.0,207908.0,17850.0,-2.4432209222298717
CA-504,2018,2996.0,747.0,1929.0,1067.0,801.0,266.0,0.0,3312364.0,494493.0,1549.0,23630.0,50714.0,207631.0,18292.0,5.679012345679002
CA-504,2019,2951.0,675.0,1957.0,994.0,728.0,266.0,0.0,3721504.0,492490.0,1621.0,22055.0,45418.0,207713.0,18339.0,-1.502002670226965
CA-504,2020,2745.0,562.0,1702.0,1043.0,738.0,305.0,0.0,3976410.0,489796.0,1743.0,22641.0,43086.0,206498.0,17540.0,-6.980684513724156
CA-504,2021,787.0,245.0,0.0,787.0,592.0,195.0,0.0,4112614.0,485874.0,1856.0,22746.0,42142.0,205136.0,16295.0,-71.32969034608378
CA-504,2022,2893.0,725.0,2088.0,805.0,575.0,230.0,0.0,4162516.0,481716.0,2029.0,24078.0,42925.0,205393.0,15740.0,267.5984752223634
CA-504,2023,2266.0,550.0,1291.0,975.0,703.0,272.0,0.0,4275968.0,478869.0,2093.0,21867.0,41044.0,206319.0,15821.0,-21.673003802281364
CA-504,2024,2522.0,606.0,1577.0,945.0,748.0,197.0,0.0,4592448.0,478922.0,2158.0,22896.0,42583.0,207699.0,16701.0,11.297440423654015
CA-505,2014,2009.0,775.0,1329.0,680.0,423.0,257.0,0.0,8985697.0,1071795.0,1395.0,265705.0,114171.0,403449.0,23266.0,0.0
CA-505,2015,2031.0,621.0,1327.0,704.0,474.0,230.0,0.0,9207144.0,1086538.0,1426.0,52117.0,117915.0,405001.0,20355.0,1.0950721752115422
CA-505,2016,1730.0,384.0,1110.0,620.0,454.0,166.0,0.0,8980372.0,1098165.0,1506.0,51168.0,111922.0,406803.0,19263.0,-14.820285573609059
CA-505,2017,1607.0,331.0,911.0,696.0,502.0,194.0,0.0,10230672.0,1114128.0,1600.0,49233.0,108630.0,409117.0,19520.0,-7.1098265895953805
CA-505,2018,2234.0,555.0,1537.0,697.0,552.0,145.0,0.0,11230444.0,1123857.0,1702.0,46961.0,102543.0,411338.0,19061.0,39.01680149346609
CA-505,2019,2295.0,504.0,1627.0,668.0,518.0,150.0,0.0,12336831.0,1132877.0,1819.0,45310.0,98595.0,413719.0,18950.0,2.7305282005371634
CA-505,2020,2277.0,699.0,1570.0,707.0,550.0,157.0,0.0,15239701.0,1138316.0,1928.0,45167.0,93021.0,415067.0,16768.0,-0.7843137254901933
CA-505,2021,820.0,396.0,0.0,820.0,709.0,111.0,0.0,16296852.0,1152417.0,2061.0,48686.0,94523.0,421239.0,16133.0,-63.98770311813791
CA-505,2022,3093.0,1567.0,2329.0,764.0,632.0,132.0,0.0,16848402.0,1153216.0,2234.0,50386.0,95255.0,424057.0,15520.0,277.1951219512195
CA-505,2023,2372.0,1590.0,1653.0,719.0,551.0,168.0,0.0,22687043.0,1151878.0,2322.0,52486.0,95048.0,426585.0,14923.0,-23.310701584222436
CA-505,2024,2843.0,1627.0,1959.0,884.0,685.0,199.0,0.0,19300140.0,1155874.0,2375.0,52744.0,96639.0,429260.0,14843.0,19.856661045531187
CA-506,2014,2962.0,1089.0,2206.0,756.0,287.0,469.0,0.0,2208219.0,406132.0,1228.0,170407.0,69898.0,139594.0,14479.0,0.0
CA-506,2015,2959.0,598.0,2107.0,852.0,374.0,478.0,0.0,2121998.0,408804.0,1236.0,24593.0,69475.0,139794.0,14392.0,-0.10128291694800895
CA-506,2016,3022.0,660.0,2107.0,915.0,453.0,462.0,0.0,1972200.0,411820.0,1275.0,22001.0,66289.0,140169.0,14253.0,2.129097668131119
CA-506,2017,3364.0,902.0,2514.0,850.0,420.0,430.0,0.0,1967620.0,415461.0,1338.0,22999.0,60933.0,140548.0,14609.0,11.317008603573786
CA-506,2018,3299.0,942.0,2514.0,785.0,333.0,452.0,0.0,1864863.0,416002.0,1401.0,21561.0,58699.0,141155.0,15103.0,-1.932223543400713
CA-506,2019,2704.0,641.0,1998.0,706.0,364.0,342.0,0.0,1840661.0,416284.0,1495.0,21817.0,54393.0,141820.0,14665.0,-18.035768414671118
CA-506,2020,2683.0,603.0,1998.0,685.0,397.0,288.0,0.0,1798544.0,415908.0,1600.0,20436.0,50052.0,141910.0,13907.0,-0.776627218934911
CA-506,2021,678.0,157.0,0.0,678.0,376.0,302.0,0.0,1916620.0,422014.0,1718.0,21173.0,51288.0,143094.0,13117.0,-74.72978009690645
CA-506,2022,2404.0,745.0,1625.0,779.0,500.0,279.0,0.0,2410304.0,421244.0,1873.0,21554.0,51913.0,143743.0,12770.0,254.57227138643069
CA-506,2023,2212.0,615.0,1625.0,587.0,398.0,189.0,0.0,2839225.0,419124.0,1995.0,22072.0,52732.0,144659.0,12613.0,-7.986688851913481
CA-506,2024,3057.0,1099.0,2379.0,678.0,533.0,145.0,0.0,7270850.0,420883.0,2055.0,22575.0,53589.0,145469.0,12980.0,38.200723327305596
CA-511,2014,1588.0,116.0,263.0,1325.0,744.0,581.0,0.0,0.0,686706.0,1033.0,289529.0,132986.0,235610.0,18267.0,0.0
CA-511,2015,1708.0,293.0,535.0,1173.0,628.0,545.0,0.0,0.0,694606.0,1024.0,52087.0,129390.0,236562.0,17489.0,7.5566750629722845
CA-511,2016,1780.0,247.0,535.0,1245.0,609.0,636.0,0.0,0.0,701338.0,1057.0,51799.0,124587.0,237752.0,16045.0,4.215456674473073
CA-511,2017,1542.0,254.0,567.0,975.0,794.0,181.0,0.0,0.0,710481.0,1100.0,50497.0,121296.0,239253.0,15445.0,-13.370786516853927
CA-511,2018,1685.0,262.0,567.0,1118.0,927.0,191.0,0.0,0.0,717960.0,1159.0,47375.0,114294.0,241055.0,14328.0,9.273670557717239
CA-511,2019,2631.0,742.0,1558.0,1073.0,845.0,228.0,0.0,0.0,726994.0,1208.0,44311.0,105461.0,243260.0,14693.0,56.14243323442136
CA-511,2020,2677.0,742.0,1558.0,1119.0,847.0,272.0,0.0,5207322.0,734604.0,1286.0,44190.0,100689.0,245192.0,14100.0,1.7483846446218143
CA-511,2021,885.0,170.0,0.0,885.0,723.0,162.0,0.0,5896442.0,753690.0,1387.0,44117.0,101951.0,249018.0,14356.0,-66.94060515502429
CA-511,2022,2319.0,809.0,1355.0,964.0,804.0,160.0,0.0,6054113.0,763754.0,1542.0,43129.0,98352.0,252327.0,14904.0,162.03389830508476
CA-511,2023,2454.0,886.0,1355.0,1099.0,935.0,164.0,0.0,6561775.0,773079.0,1633.0,43845.0,97063.0,256826.0,15453.0,5.821474773609325
CA-511,2024,4732.0,1087.0,3469.0,1263.0,1044.0,219.0,0.0,7521918.0,785218.0,1734.0,45236.0,97455.0,260151.0,14901.0,92.82803585982069
CA-514,2014,2592.0,497.0,1883.0,709.0,297.0,389.0,23.0,5892881.0,537882.5,910.5,274008.5,144154.5,184705.5,17069.0,0.0
CA-514,2015,1722.0,368.0,1183.0,539.0,208.0,307.0,24.0,7682593.0,541906.5,906.0,64185.5,143077.5,185829.5,16097.5,-33.56481481481482
CA-514,2016,1883.0,546.0,1431.0,452.0,232.0,197.0,23.0,8737368.0,546008.0,932.0,65120.0,143457.5,186850.5,15335.5,9.349593495934961
CA-514,2017,2016.0,692.0,1529.0,487.0,333.0,130.0,24.0,9006586.0,550841.5,955.5,61638.5,137642.0,188151.5,15010.5,7.063197026022294
CA-514,2018,2144.0,524.0,1681.0,463.0,331.0,108.0,24.0,9390872.0,554198.0,976.5,57811.5,131308.0,189469.5,14778.0,6.349206349206349
CA-514,2019,2508.0,698.0,2069.0,439.0,353.0,86.0,0.0,10733261.0,557419.0,1006.0,53725.0,123763.5,190909.5,14516.0,16.977611940298498
CA-514,2020,3641.0,645.0,2681.0,960.0,815.0,145.0,0.0,10662668.0,560285.0,1048.5,49102.0,115179.0,191918.5,14630.5,45.175438596491226
CA-514,2021,999.0,239.0,0.0,999.0,893.0,106.0,0.0,11198730.0,566473.5,1109.0,48993.0,113857.0,193010.5,14011.0,-72.56248283438616
CA-514,2022,4216.0,938.0,2338.0,1878.0,1542.0,336.0,0.0,11509065.0,570567.5,1196.0,48730.0,111914.5,194575.0,13485.5,322.02202202202204
CA-514,2023,4493.0,1500.0,2758.0,1735.0,1431.0,304.0,0.0,11693516.0,573267.5,1303.5,49364.5,107952.0,196185.5,12847.5,6.570208728652749
CA-514,2024,4305.0,1701.0,2758.0,1547.0,1376.0,171.0,0.0,12738622.0,576695.0,1391.0,49464.0,106293.0,197954.5,12914.0,-4.184286668150461
CA-516,2014,630.0,125.0,82.0,548.0,201.0,347.0,0.0,373349.0,175832.0,932.0,72287.0,31616.0,77647.0,8686.0,0.0
CA-516,2016,1272.0,425.0,960.0,312.0,185.0,127.0,0.0,317347.0,176464.0,945.0,13742.0,30945.0,77942.0,8229.0,101.9047619047619
CA-516,2017,934.0,341.0,404.0,530.0,264.0,266.0,0.0,346705.0,176173.0,966.0,14236.0,31967.0,78211.0,7725.0,-26.572327044025158
CA-516,2018,1149.0,431.0,690.0,459.0,248.0,211.0,0.0,346035.0,176198.0,1000.0,12733.0,30186.0,78535.0,8062.0,23.019271948608132
CA-516,2019,1349.0,318.0,806.0,543.0,338.0,205.0,0.0,354508.0,176274.0,1039.0,11674.0,29423.0,78634.0,7453.0,17.40644038294168
CA-516,2020,1529.0,430.0,1023.0,506.0,358.0,148.0,0.0,365267.0,176072.0,1075.0,11445.0,26504.0,78488.0,7643.0,13.343217197924396
CA-516,2021,792.0,97.0,0.0,792.0,527.0,265.0,0.0,409314.0,178903.0,1140.0,11088.0,25365.0,79490.0,8176.0,-48.201438848920866
CA-516,2022,1837.0,574.0,1096.0,741.0,449.0,292.0,0.0,413255.0,178820.0,1232.0,11684.0,23753.0,79626.0,8519.0,131.94444444444446
CA-516,2023,2521.0,758.0,1434.0,1087.0,720.0,367.0,0.0,421894.0,178633.0,1267.0,11502.0,23179.0,79748.0,8275.0,37.23462166575939
CA-516,2024,2404.0,746.0,1434.0,970.0,591.0,378.0,1.0,463991.0,178431.0,1317.0,11556.0,23705.0,80068.0,8836.0,-4.641015470051569
CA-600,2014,37131.0,9952.0,24469.0,12662.0,6610.0,6013.0,39.0,81543099.0,9819397.0,1221.0,4014863.0,1805868.0,3462075.0,219684.0,0.0
CA-600,2015,43519.0,15126.0,30461.0,13058.0,7271.0,5738.0,49.0,91791588.0,9886133.0,1231.0,749361.0,1800265.0,3476718.0,213649.0,17.203953569793427
CA-600,2016,46104.0,14306.0,34294.0,11810.0,6415.0,5380.0,15.0,97287570.0,9906013.0,1264.0,727312.0,1764081.0,3490118.0,208273.0,5.939934281578152
CA-600,2017,54305.0,16943.0,39678.0,14627.0,9186.0,5423.0,18.0,103780879.0,9955473.0,1322.0,695159.0,1688505.0,3506903.0,211705.0,17.788044421308346
CA-600,2018,51828.0,13862.0,38778.0,13050.0,9206.0,3800.0,44.0,108172061.0,9947799.0,1390.0,659518.0,1589956.0,3524321.0,218212.0,-4.561274284135896
CA-600,2019,58151.0,16183.0,43746.0,14405.0,11155.0,3135.0,115.0,123220645.0,9928773.0,1460.0,621763.0,1480446.0,3542800.0,226005.0,12.19996912865633
CA-600,2020,65740.0,25176.0,47672.0,18068.0,14326.0,3658.0,84.0,142941365.0,9884138.0,1534.0,596705.0,1401656.0,3559790.0,227286.0,13.050506440130016
CA-600,2021,17828.0,4343.0,0.0,17828.0,14511.0,3187.0,130.0,160921806.0,9861892.0,1653.0,603807.0,1366544.0,3578801.0,235990.0,-72.88104654700335
CA-600,2022,68407.0,28275.0,48165.0,20242.0,16779.0,3226.0,237.0,165401540.0,9782602.0,1805.0,613408.0,1343978.0,3599561.0,236468.0,283.70540722459054
CA-600,2023,74767.0,33348.0,54789.0,19978.0,16327.0,3170.0,481.0,233086536.0,9693427.0,1893.0,614018.0,1322476.0,3624084.0,233830.0,9.297294136564972
CA-600,2024,74577.0,31557.0,51964.0,22613.0,20161.0,2101.0,351.0,199151461.0,9656697.0,1954.0,630856.0,1326437.0,3650466.0,234017.0,-0.25412280819078203
CA-601,2014,8506.0,1245.0,3985.0,4521.0,1179.0,3291.0,51.0,13216192.0,3102463.0,1328.0,1026386.0,455855.0,1174901.0,91090.0,0.0
CA-601,2015,8742.0,1689.0,4156.0,4586.0,1493.0,3041.0,52.0,14409673.0,3143203.0,1344.0,222174.0,454876.0,1180806.0,86649.0,2.7745121090994695
CA-601,2016,8669.0,1417.0,4940.0,3729.0,1250.0,2427.0,52.0,15740302.0,3172544.0,1395.0,211503.0,444024.0,1187644.0,84516.0,-0.8350491878288735
CA-601,2017,9160.0,2176.0,5621.0,3539.0,1572.0,1925.0,42.0,16656887.0,3203134.0,1467.0,200367.0,427031.0,1195868.0,84129.0,5.663859730072662
CA-601,2018,8576.0,2171.0,4990.0,3586.0,1948.0,1574.0,64.0,18392972.0,3221497.0,1569.0,190745.0,403190.0,1204884.0,85904.0,-6.375545851528386
CA-601,2019,8102.0,1712.0,4476.0,3626.0,2004.0,1558.0,64.0,20069038.0,3234305.0,1658.0,175892.0,374787.0,1213891.0,88605.0,-5.5270522388059735
CA-601,2020,7638.0,1519.0,3971.0,3667.0,2307.0,1313.0,47.0,23876026.0,3239995.0,1732.0,166703.0,353841.0,1215528.0,84825.0,-5.726980992347563
CA-601,2021,4143.0,804.0,0.0,4143.0,2876.0,1242.0,25.0,28814796.0,3213232.0,1842.0,164639.0,344458.0,1221613.0,81714.0,-45.758051846032984
CA-601,2022,8427.0,1414.0,4106.0,4321.0,3036.0,1249.0,36.0,29250827.0,3204475.0,2011.0,165629.0,338752.0,1230349.0,81192.0,103.40333091962349
CA-601,2023,10264.0,3516.0,5171.0,5093.0,3895.0,1148.0,50.0,33008616.0,3193390.0,2154.0,162157.0,330602.0,1240607.0,80785.0,21.79897947074878
CA-601,2024,10605.0,3760.0,6110.0,4495.0,3177.0,1258.0,60.0,37066178.0,3198446.0,2246.0,164175.0,328769.0,1250641.0,79363.0,3.322291504286823
CA-602,2014,3833.0,814.0,1678.0,2155.0,851.0,1304.0,0.0,16398627.0,3049290.0,1522.0,911860.0,391705.0,1058466.0,56181.0,0.0
CA-602,2015,4452.0,580.0,2201.0,2251.0,925.0,1326.0,0.0,19313776.0,3078518.0,1548.0,169113.0,395483.0,1064642.0,55289.0,16.14923036785807
CA-602,2016,4319.0,716.0,2201.0,2118.0,943.0,1175.0,0.0,21439800.0,3094893.0,1608.0,168797.0,385556.0,1072121.0,55109.0,-2.9874213836478036
CA-602,2017,4792.0,893.0,2584.0,2208.0,1248.0,960.0,0.0,21703735.0,3118517.0,1693.0,165607.0,378459.0,1081701.0,56725.0,10.951609168789078
CA-602,2018,4955.0,1066.0,2584.0,2371.0,1435.0,936.0,0.0,22807570.0,3127012.0,1777.0,162077.0,359503.0,1091376.0,59003.0,3.4015025041736147
CA-602,2019,6860.0,2562.0,3961.0,2899.0,2011.0,888.0,0.0,22481690.0,3130730.0,1854.0,157284.0,340048.0,1100449.0,62957.0,38.4460141271443
CA-602,2020,6978.0,2810.0,3961.0,3017.0,2202.0,815.0,0.0,26143204.0,3133095.0,1928.0,149894.0,317682.0,1101244.0,61243.0,1.7201166180758065
CA-602,2021,2441.0,460.0,0.0,2441.0,1873.0,568.0,0.0,28994983.0,3145848.0,2057.0,154100.0,311294.0,1121753.0,64161.0,-65.01862997993695
CA-602,2022,5718.0,2463.0,3057.0,2661.0,2102.0,559.0,0.0,30789905.0,3137483.0,2248.0,157479.0,303810.0,1130658.0,64372.0,134.2482589102827
CA-602,2023,6050.0,2527.0,3057.0,2993.0,2439.0,554.0,0.0,31453663.0,3125637.0,2352.0,151347.0,296493.0,1138473.0,63819.0,5.806225953130473
CA-602,2024,7322.0,2477.0,4173.0,3149.0,2522.0,627.0,0.0,34301133.0,3126062.0,2434.0,154619.0,296883.0,1146169.0,63209.0,21.024793388429753
CA-604,2014,992.0,178.0,415.0,577.0,382.0,195.0,0.0,2777936.0,824972.0,887.0,396697.0,192972.0,287775.0,30038.0,0.0
CA-604,2015,954.0,167.0,409.0,545.0,361.0,184.0,0.0,3670561.0,834229.0,888.0,79438.0,195744.0,289529.0,29829.0,-3.8306451612903247
CA-604,2016,1067.0,272.0,506.0,561.0,385.0,176.0,0.0,4709687.0,839619.0,905.0,78176.0,194354.0,291292.0,28955.0,11.844863731656186
CA-604,2017,810.0,289.0,269.0,541.0,368.0,173.0,0.0,5389023.0,847040.0,933.0,80097.0,191123.0,293548.0,28555.0,-24.08622305529522
CA-604,2018,885.0,133.0,370.0,515.0,394.0,121.0,0.0,5463777.0,851826.0,956.0,79477.0,187232.0,295756.0,27843.0,9.259259259259256
CA-604,2019,1330.0,73.0,805.0,525.0,390.0,135.0,0.0,5841049.0,857145.0,978.0,77408.0,179980.0,298117.0,27835.0,50.28248587570621
CA-604,2020,1580.0,4.0,1004.0,576.0,378.0,198.0,0.0,5926586.0,861063.0,994.0,75627.0,175902.0,299179.0,25623.0,18.796992481203013
CA-604,2021,2150.0,1.0,1581.0,569.0,439.0,130.0,0.0,6121475.0,874826.0,1063.0,71728.0,169289.0,299810.0,25105.0,36.0759493670886
CA-604,2022,1603.0,345.0,728.0,875.0,644.0,231.0,0.0,6799242.0,881217.0,1161.0,68382.0,170013.0,301687.0,24188.0,-25.441860465116285
CA-604,2023,1948.0,505.0,1017.0,931.0,729.0,202.0,0.0,6811022.0,886335.0,1220.0,70855.0,168825.0,304481.0,23065.0,21.52214597629445
CA-604,2024,2669.0,788.0,1663.0,1006.0,848.0,158.0,0.0,7313231.0,891050.0,1300.0,73601.0,170301.0,306999.0,22068.0,37.01232032854209
CA-606,2014,37131.0,9952.0,24469.0,12662.0,6610.0,6013.0,39.0,81543099.0,9819397.0,1221.0,4014863.0,1805868.0,3462075.0,219684.0,0.0
