CoC-Code,Year,Overall Homeless,Overall Chronically Homeless,Unsheltered Homeless,Sheltered Total Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Total Funding,ttl_population,Median Rent,ttl_extreme_poverty,ttl_poverty,Total_Housing_Units,Vacant_Units,pct_change_homeless
NY-600,2016,73523.0,4294.0,2838.0,70685.0,66800.0,3749.0,136.0,62090103.0,1665171.8,1305.4,145974.4,337951.8,687216.8,61567.6,-2.3897083228230476
NY-600,2017,76501.0,5755.0,3936.0,72565.0,69605.0,2923.0,37.0,63475738.0,1684401.2,1349.4,142236.6,329657.6,691023.4,62542.4,4.05043319777485
NY-600,2018,78676.0,6336.0,3711.0,74965.0,72187.0,2742.0,36.0,61577685.0,1660963.2,1406.8,136727.0,314150.8,694470.8,63650.2,2.8431000901949055
NY-600,2019,78604.0,6226.0,3622.0,74982.0,72123.0,2819.0,40.0,66399715.0,1655664.4,1456.0,130642.6,297156.8,698845.6,65438.8,-0.09151456606842912
NY-600,2020,77943.0,6460.0,3904.0,74039.0,70875.0,3125.0,39.0,124630884.0,1647746.6,1505.0,126045.4,284646.0,703919.0,65580.8,-0.8409241259986766
NY-600,2021,68358.0,6621.0,2383.0,65975.0,63213.0,2723.0,39.0,138857731.0,1719093.0,1582.6,132926.8,291477.8,718199.0,68067.6,-12.297448135175703
NY-600,2022,61840.0,5529.0,3455.0,58385.0,55677.0,2669.0,39.0,144669725.0,1697395.0,1717.8,137717.2,291921.6,724154.8,67594.0,-9.535094648760934
NY-600,2023,88025.0,4891.0,4085.0,83940.0,81108.0,2793.0,39.0,207604597.0,1675702.8,1791.2,139212.6,290864.0,729979.2,67316.0,42.34314359637774
NY-600,2024,140134.0,4280.0,4397.0,135737.0,132892.0,2808.0,37.0,167552940.0,1669020.8,1835.4,146433.0,298875.8,735697.2,68879.6,59.19795512638455
NY-603,2014,3207.0,367.0,64.0,3143.0,2553.0,590.0,0.0,7905133.0,1400974.0,1539.0,242201.5,92023.5,518871.5,49525.5,0.0
NY-603,2015,3861.0,200.0,105.0,3756.0,3207.0,549.0,0.0,8771340.0,1403291.0,1561.0,41392.5,92707.5,518725.0,51480.5,20.392890551917688
NY-603,2016,3960.0,174.0,115.0,3845.0,3324.0,521.0,0.0,7920759.0,1402523.5,1596.0,42556.0,93390.5,518795.5,53801.5,2.564102564102555
NY-603,2017,3937.0,141.0,64.0,3873.0,3675.0,198.0,0.0,9313953.0,1406060.0,1654.5,42597.0,92089.5,522686.5,55954.5,-0.5808080808080818
NY-603,2018,3868.0,117.0,52.0,3816.0,3646.0,152.0,18.0,11130356.0,1398614.0,1718.0,42931.5,90174.0,523498.5,56749.5,-1.7526035052070066
NY-603,2019,3843.0,109.0,46.0,3797.0,3584.0,180.0,33.0,12635476.0,1396805.5,1757.0,41027.0,87212.0,524266.0,56127.0,-0.6463288521199595
NY-603,2020,3807.0,99.0,54.0,3753.0,3540.0,187.0,26.0,12225380.0,1395630.0,1820.5,41082.0,83101.0,525021.0,52204.0,-0.936768149882905
NY-603,2021,3050.0,46.0,138.0,2912.0,2838.0,54.0,20.0,14335319.0,1433767.5,1917.5,44297.5,87025.5,527036.5,47466.5,-19.884423430522723
NY-603,2022,3034.0,72.0,75.0,2959.0,2852.0,92.0,15.0,15328548.0,1434248.5,2122.0,44009.0,85536.0,527979.5,45251.0,-0.5245901639344241
NY-603,2023,3536.0,111.0,199.0,3337.0,3231.0,90.0,16.0,15729385.0,1433634.0,2192.5,44013.5,84131.0,528825.0,44647.0,16.545814106789724
NY-603,2024,4002.0,217.0,209.0,3793.0,3716.0,62.0,15.0,17349161.0,1436649.5,2253.5,45826.0,85392.5,529908.0,44542.5,13.178733031674206
OH-503,2014,1614.0,257.0,233.0,1381.0,1251.0,130.0,0.0,9803787.0,414610.0,825.25,132419.0,63821.25,182490.25,17880.5,0.0
OH-503,2015,1721.0,207.0,198.0,1523.0,1386.0,137.0,0.0,11061640.0,505569.0,865.6666666666666,36913.333333333336,77272.33333333333,221615.33333333334,21073.333333333332,6.629491945477084
OH-503,2016,1724.0,160.0,339.0,1385.0,1244.0,141.0,0.0,11753431.0,425611.0,859.0,29677.75,62511.0,184968.0,16286.5,0.17431725740848503
OH-503,2017,1691.0,229.0,340.0,1351.0,1229.0,122.0,0.0,11968018.0,432293.5,883.0,28581.5,61967.25,186861.0,15855.75,-1.9141531322505845
OH-503,2018,1807.0,137.0,288.0,1519.0,1427.0,92.0,0.0,12018118.0,439332.5,920.0,28233.5,61282.5,188459.5,15180.75,6.85984624482554
OH-503,2019,1907.0,97.0,382.0,1525.0,1447.0,78.0,0.0,13763737.0,444737.75,940.5,26779.75,59790.0,190059.5,14608.0,5.534034311012737
OH-503,2020,2036.0,177.0,433.0,1603.0,1466.0,137.0,0.0,15093005.0,450038.5,971.0,25826.5,58125.0,191702.75,13629.0,6.764551651809114
OH-503,2021,1365.0,39.0,0.0,1365.0,1210.0,155.0,0.0,19313798.0,454911.25,1032.25,25808.0,56861.5,197801.0,13340.75,-32.95677799607073
OH-503,2022,1912.0,132.0,342.0,1570.0,1426.0,144.0,0.0,19440623.0,458605.75,1127.25,25877.5,56971.75,200074.25,13378.25,40.073260073260066
OH-503,2023,2337.0,155.0,498.0,1839.0,1688.0,151.0,0.0,20557392.0,461172.5,1194.75,26388.25,57409.25,202381.25,13216.0,22.228033472803354
OH-503,2024,2380.0,224.0,514.0,1866.0,1748.0,118.0,0.0,24089917.0,466185.5,1261.0,27576.5,58254.5,204761.75,13671.0,1.839965768078744
OR-500,2014,1767.0,412.0,1102.0,665.0,338.0,327.0,0.0,2759245.0,347686.0,857.0,146617.0,70817.0,156815.0,11188.0,0.0
OR-500,2015,1473.0,697.0,716.0,757.0,656.0,101.0,0.0,2759198.0,349874.0,866.0,34840.0,70308.0,157510.0,11275.0,-16.6383701188455
OR-500,2016,1451.0,574.0,934.0,517.0,405.0,112.0,0.0,3361210.0,352773.0,885.0,33508.0,69588.0,158237.0,11545.0,-1.4935505770536373
OR-500,2017,1529.0,640.0,1003.0,526.0,442.0,84.0,0.0,3377840.0,356017.0,921.0,31848.0,66941.0,160440.0,11688.0,5.375603032391463
OR-500,2018,1641.0,712.0,1134.0,507.0,412.0,95.0,0.0,3461909.0,361327.0,954.0,31352.0,67022.0,161531.0,10751.0,7.3250490516677536
OR-500,2019,2165.0,841.0,1633.0,532.0,426.0,106.0,0.0,3608512.0,365808.0,989.0,30375.0,64457.0,162611.0,10299.0,31.931748933577087
OR-500,2020,1606.0,545.0,1037.0,569.0,455.0,114.0,0.0,3735118.0,370192.0,1037.0,30018.0,63585.0,163617.0,9101.0,-25.81986143187067
OR-500,2021,2317.0,1031.0,1990.0,327.0,282.0,45.0,0.0,4043991.0,372681.0,1093.0,29777.0,61337.0,165271.0,8088.0,44.27148194271482
OR-500,2022,2880.0,1293.0,2105.0,775.0,697.0,78.0,0.0,4135613.0,373861.0,1210.0,30241.0,60298.0,166750.0,8129.0,24.29866206301252
OR-500,2023,2824.0,1170.0,2110.0,714.0,640.0,74.0,0.0,4138087.0,374196.0,1287.0,29387.0,57161.0,168316.0,8807.0,-1.9444444444444486
OR-500,2024,3085.0,1500.0,2096.0,989.0,920.0,69.0,0.0,6688364.0,375499.0,1355.0,29450.0,57613.0,169788.0,9343.0,9.242209631728038
OR-501,2014,3927.0,1102.0,1895.0,2032.0,679.0,1353.0,0.0,10005514.0,742445.0,941.0,275326.0,137391.0,326952.0,18357.0,0.0
OR-501,2015,3801.0,1033.0,1887.0,1914.0,872.0,1042.0,0.0,12150897.0,753294.0,964.0,62644.0,136472.0,329504.0,18835.0,-3.208556149732622
OR-501,2016,3914.0,1053.0,1887.0,2027.0,1237.0,790.0,0.0,15349261.0,762945.0,1013.0,61694.0,130564.0,332417.0,19236.0,2.9729018679294894
OR-501,2017,4177.0,1290.0,1668.0,2509.0,1752.0,757.0,0.0,18805283.0,773432.0,1094.0,59250.0,126836.0,337821.0,19648.0,6.719468574348486
OR-501,2018,4019.0,1384.0,1668.0,2351.0,1804.0,547.0,0.0,20178563.0,783909.0,1172.0,55125.0,118644.0,342746.0,20778.0,-3.7826191046205437
OR-501,2019,4015.0,1781.0,2037.0,1978.0,1459.0,519.0,0.0,21355068.0,790194.0,1237.0,50099.0,108947.0,348029.0,21800.0,-0.09952724558347503
OR-501,2020,4173.0,1837.0,2037.0,2136.0,1511.0,625.0,0.0,25584408.0,795408.0,1309.0,50107.0,104861.0,353735.0,18886.0,3.9352428393524264
OR-501,2021,1780.0,491.0,0.0,1780.0,1217.0,563.0,0.0,27951569.0,795930.0,1394.0,47581.0,100997.0,358675.0,19447.0,-57.34483584950875
OR-501,2022,5228.0,3120.0,3057.0,2171.0,1485.0,686.0,0.0,28599693.0,793847.0,1515.0,47478.0,96850.0,363661.0,20291.0,193.70786516853934
OR-501,2023,6297.0,2610.0,3944.0,2353.0,1821.0,532.0,0.0,39380509.0,789721.0,1582.0,47148.0,98908.0,367704.0,20312.0,20.44758990053557
OR-501,2024,7384.0,2974.0,3944.0,3440.0,2745.0,695.0,0.0,35085070.0,787098.0,1646.0,49062.0,99068.0,371179.0,21376.0,17.262188343655716
PA-500,2014,5738.0,702.0,361.0,5377.0,3642.0,1622.0,113.0,18620851.0,1503859.0,915.0,733468.0,401219.0,669642.0,89345.0,0.0
PA-500,2015,5998.0,829.0,670.0,5328.0,3558.0,1661.0,109.0,18810812.0,1512394.0,922.0,184914.0,399352.0,670229.0,89179.0,4.531195538515154
PA-500,2016,6112.0,853.0,705.0,5407.0,3656.0,1674.0,77.0,18041923.0,1517069.0,943.0,183208.0,392356.0,671125.0,88531.0,1.9006335445148403
PA-500,2017,5693.0,898.0,956.0,4737.0,3275.0,1378.0,84.0,16670952.0,1526582.0,970.0,190718.0,393924.0,679876.0,88596.0,-6.855366492146597
PA-500,2018,5788.0,943.0,1083.0,4705.0,3420.0,1050.0,235.0,16008744.0,1532157.0,1007.0,178820.0,380873.0,682893.0,88115.0,1.6687159669769969
PA-500,2019,5735.0,1304.0,973.0,4762.0,3565.0,950.0,247.0,15341984.0,1535277.0,1042.0,175697.0,373727.0,685956.0,84619.0,-0.9156876295784433
PA-500,2020,5634.0,1145.0,958.0,4676.0,3650.0,758.0,268.0,33751218.0,1538102.0,1084.0,166036.0,354832.0,689121.0,75996.0,-1.7611159546643385
PA-500,2021,4302.0,933.0,700.0,3602.0,2715.0,678.0,209.0,35598858.0,1554202.0,1149.0,170253.0,354643.0,720688.0,74080.0,-23.64217252396166
PA-500,2022,4489.0,1060.0,788.0,3701.0,2886.0,621.0,194.0,36383406.0,1548400.0,1250.0,168652.0,351811.0,730630.0,71501.0,4.346815434681539
PA-500,2023,4725.0,1055.0,706.0,4019.0,3335.0,474.0,210.0,37499176.0,1538247.0,1323.0,164145.0,338466.0,739725.0,70503.0,5.257295611494772
PA-500,2024,5191.0,1080.0,976.0,4215.0,3487.0,509.0,219.0,40128936.0,1535671.0,1397.0,156143.0,327969.0,748270.0,68842.0,9.86243386243386
PA-509,2014,2021.0,139.0,235.0,1786.0,861.0,925.0,0.0,5334439.0,141061.06666666668,759.0,44989.066666666666,18567.466666666667,64012.933333333334,7565.466666666666,0.0
PA-509,2015,2410.0,164.0,416.0,1994.0,1029.0,965.0,0.0,5374551.0,126482.5,751.6428571428571,7518.214285714285,16425.14285714286,58442.78571428572,7548.714285714285,19.247897080653132
PA-509,2016,2599.0,159.0,603.0,1996.0,1061.0,935.0,0.0,10317795.0,141216.53333333333,783.2666666666667,8166.266666666666,18253.733333333334,64164.53333333333,7696.933333333333,7.8423236514522765
PA-509,2017,2170.0,156.0,405.0,1765.0,1004.0,761.0,0.0,10600144.0,141076.06666666668,802.8666666666667,8168.733333333334,17950.4,64853.4,7884.733333333334,-16.506348595613694
PA-509,2018,1998.0,91.0,346.0,1652.0,1032.0,620.0,0.0,11411792.0,141075.2,827.0666666666667,8058.4,17611.933333333334,65055.666666666664,8030.933333333333,-7.926267281105992
PA-509,2019,1843.0,142.0,337.0,1506.0,1061.0,445.0,0.0,11947388.0,141126.0,846.6666666666666,7791.2,17185.466666666667,65245.13333333333,8081.466666666666,-7.757757757757755
PA-509,2020,2032.0,117.0,366.0,1666.0,1147.0,519.0,0.0,14065097.0,141346.26666666666,864.2666666666667,7697.0,16989.0,65450.46666666667,7652.533333333334,10.255018990775898
PA-509,2021,1396.0,57.0,0.0,1396.0,957.0,439.0,0.0,14491899.0,142699.86666666667,901.2,7703.2,16857.6,64969.26666666667,7423.4,-31.299212598425196
PA-509,2022,2290.0,154.0,314.0,1976.0,1586.0,390.0,0.0,17438185.0,142838.0,972.4,7691.666666666667,16866.2,65153.86666666667,7244.8,64.0401146131805
PA-509,2023,2024.0,272.0,287.0,1737.0,1301.0,436.0,0.0,23445945.0,142765.86666666667,1012.7333333333333,7583.8,16599.8,65352.066666666666,6929.6,-11.615720524017469
PA-509,2024,2262.0,226.0,492.0,1770.0,1362.0,408.0,0.0,23780281.0,143087.86666666667,1042.8666666666666,7585.933333333333,16418.733333333334,65580.06666666667,6667.6,11.758893280632421
RI-500,2014,1190.0,204.0,20.0,1170.0,803.0,345.0,22.0,0.0,241633.75,1009.75,75229.25,35216.75,110526.75,12926.25,0.0
RI-500,2015,1111.0,130.0,36.0,1075.0,743.0,332.0,0.0,0.0,241893.5,1005.75,15472.25,35206.75,110524.75,12696.75,-6.638655462184873
RI-500,2016,1160.0,144.0,37.0,1123.0,822.0,301.0,0.0,0.0,242033.0,1020.75,14785.5,34228.75,110467.75,12732.5,4.410441044104418
RI-500,2017,1180.0,240.0,69.0,1111.0,807.0,304.0,0.0,551157.0,242620.5,1047.0,14027.0,33230.75,111426.5,13299.75,1.724137931034475
RI-500,2018,1101.0,264.0,51.0,1050.0,739.0,311.0,0.0,2154584.0,242713.25,1076.0,13658.5,32405.75,111605.25,13772.25,-6.694915254237288
RI-500,2019,1055.0,198.0,71.0,984.0,743.0,241.0,0.0,3989330.0,242866.5,1116.0,12698.75,30617.25,111820.5,14002.5,-4.178019981834691
RI-500,2020,1104.0,226.0,108.0,996.0,742.0,254.0,0.0,7664476.0,243012.25,1140.5,12435.5,28649.75,112044.75,13102.5,4.644549763033168
RI-500,2021,1267.0,357.0,181.0,1086.0,869.0,217.0,0.0,8099399.0,250884.0,1200.25,12830.75,28785.25,114941.0,13067.0,14.764492753623193
RI-500,2022,1577.0,497.0,248.0,1329.0,1152.0,177.0,0.0,10405306.0,251221.75,1303.75,13373.75,28659.75,115394.5,12133.0,24.46724546172061
RI-500,2023,1810.0,629.0,334.0,1476.0,1289.0,187.0,0.0,11463583.0,251624.25,1365.25,13363.0,27925.25,115764.5,11394.0,14.774889029803418
RI-500,2024,2442.0,936.0,534.0,1908.0,1738.0,170.0,0.0,15726763.0,253309.5,1419.75,14616.25,28822.25,116079.25,10712.75,34.917127071823195
TX-500,2014,2892.0,614.0,922.0,1970.0,1037.0,890.0,43.0,7181654.0,668125.6666666666,906.3333333333334,256268.66666666666,112621.66666666667,257480.33333333334,22773.333333333332,0.0
TX-500,2015,2891.0,691.0,1158.0,1733.0,1063.0,629.0,41.0,7046828.0,683585.0,918.6666666666666,46063.666666666664,112145.0,259532.33333333334,22291.666666666668,-0.03457814661134151
TX-500,2016,2781.0,521.0,1137.0,1644.0,982.0,645.0,17.0,8054854.0,697641.6666666666,962.0,46640.0,113317.33333333333,261686.66666666666,22157.0,-3.804911795226562
TX-500,2017,2743.0,651.0,1102.0,1641.0,1030.0,611.0,0.0,8654457.0,711534.6666666666,1012.6666666666666,47032.666666666664,110797.66666666667,264397.3333333333,22020.0,-1.3664149586479657
TX-500,2018,3066.0,479.0,1353.0,1713.0,1311.0,402.0,0.0,9175480.0,726463.3333333334,1051.3333333333333,46514.666666666664,111060.33333333333,267174.6666666667,22313.333333333332,11.775428363106077
TX-500,2019,2872.0,343.0,1187.0,1685.0,1364.0,321.0,0.0,9729143.0,738943.3333333334,1099.6666666666667,46257.333333333336,108921.33333333333,270021.6666666667,22781.0,-6.327462491846059
TX-500,2020,2932.0,293.0,1274.0,1658.0,1371.0,287.0,0.0,9935694.0,751242.3333333334,1130.0,47486.333333333336,109738.0,273423.6666666667,21804.666666666668,2.089136490250687
TX-500,2021,1499.0,229.0,0.0,1499.0,1251.0,242.0,6.0,10329851.0,759616.0,1193.0,48290.666666666664,107260.0,302855.6666666667,24096.666666666668,-48.87448840381992
TX-500,2022,2995.0,519.0,1036.0,1959.0,1673.0,262.0,24.0,14208612.0,770938.3333333334,1293.3333333333333,48073.333333333336,108308.66666666667,309549.3333333333,24703.0,99.79986657771849
TX-500,2023,3155.0,351.0,874.0,2281.0,2000.0,259.0,22.0,31709290.0,783197.0,1396.3333333333333,48244.333333333336,106885.33333333333,316336.6666666667,26001.333333333332,5.342237061769617
TX-500,2024,3398.0,465.0,914.0,2484.0,2181.0,276.0,27.0,18032607.0,797307.6666666666,1491.3333333333333,51226.666666666664,108371.33333333333,322813.6666666667,26908.0,7.702060221870055
TX-503,2014,1987.0,384.0,448.0,1539.0,991.0,535.0,13.0,5652049.0,439936.5,971.5,138601.5,65418.5,179538.25,14077.75,0.0
TX-503,2015,1832.0,494.0,667.0,1165.0,768.0,384.0,13.0,5612037.0,579113.6666666666,1033.0,38127.666666666664,81339.0,234591.0,17466.666666666668,-7.8007045797684915
TX-503,2016,2138.0,742.0,816.0,1322.0,890.0,416.0,16.0,5687295.0,465898.0,1033.5,29239.5,61320.25,187754.5,14404.0,16.703056768558945
TX-503,2017,2036.0,553.0,834.0,1202.0,821.0,370.0,11.0,5686658.0,480152.75,1080.75,28197.75,58518.5,193081.0,15163.0,-4.770813844714683
TX-503,2018,2147.0,498.0,1014.0,1133.0,730.0,388.0,15.0,5935642.0,494515.5,1136.75,27470.75,56873.5,198232.5,15866.5,5.451866404715133
TX-503,2019,2255.0,602.0,1086.0,1169.0,849.0,307.0,13.0,6780538.0,507970.5,1206.5,26076.0,54011.75,203912.0,16029.75,5.0302748020493615
TX-503,2020,2506.0,787.0,1574.0,932.0,674.0,204.0,54.0,10383512.0,522777.75,1244.75,25475.25,52672.75,210329.25,14694.0,11.130820399113084
TX-503,2021,2954.0,1475.0,2238.0,716.0,509.0,197.0,10.0,11011967.0,537419.25,1307.75,25850.75,54363.25,226230.0,14179.5,17.87709497206704
TX-503,2022,3157.0,1639.0,2238.0,919.0,726.0,180.0,13.0,11033509.0,552267.75,1427.0,27321.0,55873.75,235892.5,13242.0,6.872037914691953
TX-503,2023,2374.0,962.0,1266.0,1108.0,795.0,298.0,15.0,18737239.0,567135.5,1537.0,28737.25,55906.5,246070.5,12843.5,-24.802027241051626
TX-503,2024,2975.0,1169.0,1266.0,1709.0,1277.0,420.0,12.0,11924863.0,583919.75,1611.25,30265.75,56897.25,256315.25,13118.5,25.315922493681555
TX-600,2014,3514.0,489.0,242.0,3272.0,2072.0,1176.0,24.0,13483004.0,624381.2857142857,959.1428571428571,215550.14285714287,92755.0,242496.2857142857,19426.571428571428,0.0
TX-600,2015,3141.0,615.0,363.0,2778.0,1775.0,980.0,23.0,13555961.0,637626.8571428572,973.1428571428571,36870.42857142857,93737.57142857143,245866.42857142858,18474.85714285714,-10.614684120660211
TX-600,2016,3810.0,597.0,739.0,3071.0,1968.0,1080.0,23.0,13289358.0,649623.5714285715,1004.1428571428571,36187.0,91798.28571428571,250054.57142857142,17863.428571428572,21.2989493791786
TX-600,2017,3789.0,542.0,1087.0,2702.0,1897.0,786.0,19.0,12911097.0,664476.1428571428,1045.7142857142858,35579.857142857145,89470.28571428571,254913.7142857143,17964.571428571428,-0.5511811023622082
TX-600,2018,4121.0,587.0,1341.0,2780.0,1972.0,785.0,23.0,13321760.0,679432.7142857143,1107.2857142857142,35131.71428571428,85922.85714285714,260242.14285714287,18944.428571428572,8.762206386909476
TX-600,2019,4538.0,533.0,1452.0,3086.0,2044.0,993.0,49.0,13642862.0,692536.1428571428,1162.5714285714287,34866.71428571428,81078.71428571429,265761.28571428574,19864.714285714286,10.118903178840078
TX-600,2020,4471.0,505.0,1619.0,2852.0,1938.0,864.0,50.0,17036008.0,705929.8571428572,1210.142857142857,34768.57142857143,78426.28571428571,271719.0,19324.571428571428,-1.4764213309828134
TX-600,2021,4570.0,792.0,1432.0,3138.0,2611.0,497.0,30.0,18595353.0,715529.2857142857,1280.2857142857142,35456.28571428572,77617.57142857143,279186.28571428574,19459.85714285714,2.214269738313579
TX-600,2022,4410.0,1009.0,1380.0,3030.0,2451.0,533.0,46.0,18960056.0,728251.8571428572,1441.2857142857142,36108.57142857143,77367.14285714286,285731.0,19246.85714285714,-3.5010940919037226
TX-600,2023,4244.0,687.0,1184.0,3060.0,1815.0,1199.0,46.0,44872881.0,741998.8571428572,1549.0,36831.0,77838.14285714286,292601.85714285716,19130.714285714286,-3.7641723356009016
TX-600,2024,3718.0,663.0,1086.0,2632.0,1557.0,1021.0,54.0,27254224.0,760092.1428571428,1644.857142857143,36640.0,78459.42857142857,299324.14285714284,19006.0,-12.393967954759667
TX-601,2014,2425.0,331.0,184.0,2241.0,1273.0,948.0,20.0,8291972.0,707923.0,894.6666666666666,240611.33333333334,105448.66666666667,277212.3333333333,22711.0,0.0
TX-601,2015,1914.0,136.0,217.0,1697.0,1245.0,432.0,20.0,8534796.0,719964.0,898.6666666666666,42085.666666666664,104480.33333333333,279624.3333333333,22890.0,-21.072164948453608
TX-601,2016,1938.0,189.0,423.0,1515.0,1088.0,407.0,20.0,8783312.0,732426.6666666666,917.3333333333334,41766.0,101994.0,282438.6666666667,22399.666666666668,1.2539184952978122
TX-601,2017,1941.0,234.0,390.0,1551.0,1294.0,237.0,20.0,8305439.0,746092.0,956.6666666666666,40227.333333333336,97705.0,285859.6666666667,22749.666666666668,0.1547987616099089
TX-601,2018,2015.0,278.0,678.0,1337.0,1228.0,89.0,20.0,8877356.0,760931.6666666666,1002.6666666666666,39526.666666666664,95296.66666666667,289406.3333333333,22845.333333333332,3.8124678001030476
TX-601,2019,2028.0,320.0,560.0,1468.0,1263.0,185.0,20.0,9500581.0,773132.3333333334,1043.3333333333333,37604.666666666664,89725.66666666667,293284.3333333333,23342.666666666668,0.6451612903225712
TX-601,2020,2126.0,247.0,803.0,1323.0,1118.0,185.0,20.0,13604830.0,785071.3333333334,1079.3333333333333,37525.333333333336,87217.66666666667,298014.0,22492.666666666668,4.832347140039439
TX-601,2021,1300.0,165.0,479.0,821.0,665.0,137.0,19.0,15423586.0,794019.6666666666,1157.6666666666667,37898.333333333336,87347.0,306209.3333333333,22364.666666666668,-38.85230479774224
TX-601,2022,1665.0,196.0,479.0,1186.0,1047.0,120.0,19.0,15890396.0,804128.6666666666,1304.6666666666667,39618.333333333336,86826.33333333333,312126.0,22163.333333333332,28.076923076923066
TX-601,2023,2776.0,368.0,1088.0,1688.0,1479.0,189.0,20.0,15909151.0,815445.3333333334,1410.0,40639.333333333336,87313.0,318418.0,22751.666666666668,66.72672672672672
TX-601,2024,2463.0,424.0,967.0,1496.0,1286.0,190.0,20.0,20429152.0,830486.0,1481.6666666666667,42007.0,89821.66666666667,324644.0,23189.666666666668,-11.275216138328526
TX-700,2014,5308.0,769.0,2291.0,3017.0,1033.0,1971.0,13.0,20121516.0,866347.5714285715,913.1428571428571,312145.0,141826.14285714287,334892.71428571426,35444.71428571428,0.0
TX-700,2015,4609.0,600.0,1950.0,2659.0,1101.0,1558.0,0.0,20011436.0,1026107.3333333334,954.1666666666666,66077.16666666667,163080.0,393225.8333333333,38117.666666666664,-13.168801808590802
TX-700,2016,4031.0,516.0,1196.0,2835.0,1478.0,1357.0,0.0,28776370.0,905543.4285714285,966.8571428571429,56368.0,139499.85714285713,347139.4285714286,31960.428571428572,-12.54068127576481
TX-700,2017,3605.0,539.0,1128.0,2477.0,1489.0,988.0,0.0,29911414.0,927100.4285714285,1003.8571428571429,56333.0,137864.85714285713,354312.71428571426,32339.0,-10.568097246340857
TX-700,2018,4143.0,669.0,1614.0,2529.0,1714.0,815.0,0.0,30296131.0,947218.0,1056.2857142857142,56937.142857142855,135547.14285714287,361153.28571428574,33657.28571428572,14.923717059639397
TX-700,2019,3938.0,661.0,1614.0,2324.0,1662.0,623.0,39.0,35209137.0,962111.7142857143,1098.4285714285713,56959.142857142855,132209.57142857142,368118.4285714286,34733.142857142855,-4.948105237750422
TX-700,2020,3974.0,800.0,1656.0,2318.0,1706.0,587.0,25.0,41760038.0,975111.0,1119.5714285714287,57280.57142857143,131689.0,375196.5714285714,33898.42857142857,0.9141696292534363
TX-700,2021,3047.0,454.0,1510.0,1537.0,1091.0,437.0,9.0,42588063.0,985132.8571428572,1170.857142857143,59594.57142857143,132159.14285714287,383059.0,34549.57142857143,-23.32662304982386
TX-700,2022,3124.0,574.0,1502.0,1622.0,1167.0,445.0,10.0,45243794.0,997657.7142857143,1277.4285714285713,61983.42857142857,134654.2857142857,391234.4285714286,33583.28571428572,2.5270758122743597
TX-700,2023,3270.0,553.0,1242.0,2028.0,1529.0,485.0,14.0,46204617.0,1011965.1428571428,1340.5714285714287,64310.857142857145,137786.14285714287,400351.28571428574,33226.28571428572,4.673495518565951
TX-700,2024,3280.0,504.0,1107.0,2173.0,1615.0,545.0,13.0,59600165.0,1034928.8571428572,1381.857142857143,68436.28571428571,144046.85714285713,409733.5714285714,34137.0,0.3058103975535076
UT-500,2014,2150.0,369.0,110.0,2040.0,1362.0,631.0,47.0,5334802.0,532732.6666666666,871.3333333333334,161595.33333333334,63662.333333333336,185724.33333333334,10830.666666666666,0.0
UT-500,2015,2176.0,182.0,90.0,2086.0,1411.0,653.0,22.0,5626625.0,540640.6666666666,880.6666666666666,26241.0,62298.333333333336,187420.33333333334,10774.0,1.209302325581385
UT-500,2016,1891.0,164.0,57.0,1834.0,1434.0,400.0,0.0,6970481.0,548083.6666666666,902.6666666666666,25127.333333333332,58505.333333333336,189447.33333333334,10875.666666666666,-13.097426470588236
UT-500,2017,2047.0,143.0,161.0,1886.0,1621.0,265.0,0.0,6858970.0,555467.6666666666,942.0,23509.333333333332,54722.333333333336,193061.0,11135.0,8.249603384452664
UT-500,2018,1804.0,227.0,136.0,1668.0,1356.0,312.0,0.0,6922916.0,563170.3333333334,991.3333333333334,23076.333333333332,51480.666666666664,196032.66666666666,11129.0,-11.87103077674646
UT-500,2019,1844.0,383.0,193.0,1651.0,1418.0,233.0,0.0,7449994.0,570276.0,1038.0,21565.333333333332,48910.333333333336,199227.66666666666,11560.0,2.2172949002217335
UT-500,2020,1958.0,436.0,268.0,1690.0,1445.0,245.0,0.0,8013120.0,577092.0,1100.3333333333333,20502.333333333332,45820.666666666664,202779.0,10901.333333333334,6.182212581344904
UT-500,2021,2314.0,545.0,623.0,1691.0,1479.0,212.0,0.0,8843051.0,590215.3333333334,1174.6666666666667,21149.666666666668,46074.666666666664,209929.66666666666,10834.666666666666,18.181818181818187
UT-500,2022,2095.0,567.0,281.0,1814.0,1538.0,276.0,0.0,9778026.0,595052.0,1329.6666666666667,21099.0,45319.333333333336,214486.0,11213.333333333334,-9.464131374243735
UT-500,2023,2297.0,753.0,435.0,1862.0,1594.0,268.0,0.0,9848455.0,598544.0,1426.0,21512.0,46385.666666666664,219114.0,11242.0,9.642004773269687
UT-500,2024,2404.0,654.0,413.0,1991.0,1739.0,252.0,0.0,10825621.0,604724.0,1530.6666666666667,22804.333333333332,47087.666666666664,223703.0,11606.666666666666,4.6582498911623915
WA-500,2014,8949.0,885.0,2736.0,6213.0,2906.0,3265.0,42.0,3296481.0,1979786.0,1161.0,483335.0,233458.0,863745.0,55016.0,0.0
