CoC-Code,Year,pct_change_homeless,pop_norm,rent_norm,funding_norm,extreme_poverty_rate,poverty_rate,vacancy_rate,homeless_rate,chronic_share,unsheltered_share,sheltered_share,ES_share,TH_share,SH_share
ME-500,2015,-12.986060161408652,0.015247140944483501,0.26554661066386653,0.005274500282590325,0.05225005627199412,0.13358147910250287,0.17677674999362944,0.015626595516906303,0.09148397976391232,0.024873524451939293,0.9751264755480608,0.46908776480760916,0.5252918287937743,0.005620406398616515
ME-500,2016,-5.522765598650925,0.015277676911986,0.2700968381752421,0.007443467262304675,0.050847104743808484,0.1291723785009298,0.17862545605552754,0.014734066858869205,0.09683177153056671,0.0535475234270415,0.9464524765729585,0.49976426214049974,0.4945780292314946,0.005657708628005658
ME-500,2017,1.7402945113788482,0.015296058760844411,0.2769805156924513,0.005407373680305584,0.04980972488089336,0.12379648387778176,0.183340729452743,0.014972468388719427,0.0881578947368421,0.07894736842105263,0.9210526315789473,0.47285714285714286,0.52,0.007142857142857143
ME-500,2018,10.350877192982466,0.01533523319283775,0.2839225294598063,0.011056743320429285,0.04838883994511019,0.11775982323472162,0.1825385754112594,0.016480043492642604,0.08545310015898251,0.038950715421303655,0.9610492845786963,0.4185277088502895,0.5752688172043011,0.00620347394540943
ME-500,2019,-16.295707472178055,0.015370774782206064,0.2927896394819741,0.011517134563276533,0.043016315594571634,0.10898991439214062,0.18151856858649365,0.013762607009824209,0.10731244064577398,0.04510921177587844,0.9548907882241215,0.5494778717056191,0.443063152660368,0.007458975634012929
ME-500,2020,-0.42735042735042583,0.015439229590932881,0.30189009450472526,0.05917543860191049,0.040254643911653176,0.10198876851627957,0.1741960703631314,0.01364303226205205,0.11826418693371483,0.06723891273247497,0.932761087267525,0.5112474437627812,0.4810838445807771,0.007668711656441718
ME-500,2021,-1.6213638531235142,0.015694683718191993,0.3199743320499358,0.06274656293317603,0.04193760346799106,0.10195330500230403,0.16738493611796648,0.01320336900312324,0.14444983034415898,0.0,1.0,0.5244789142026175,0.46825012118274356,0.007270964614638876
ME-500,2022,113.81483276781385,0.01579531513302616,0.3490841208727103,0.06891301949761697,0.04274832299769263,0.10135887796383461,0.16162393179879253,0.028050904134503587,0.15393334844706416,0.03717977782815688,0.9628202221718432,0.7713680244878738,0.22510007063809748,0.0035319048740287263
ME-500,2023,-3.4686012242121977,0.015901487888454253,0.37230194843075487,0.08157399533364725,0.04449165702470202,0.10073475455365687,0.15691190771535823,0.02689713330968025,0.0868952559887271,0.07022076092062,0.92977923907938,0.7964132356655721,0.1997979287698914,0.003788835564536499
ME-500,2024,-36.54297792390794,0.016022627285849033,0.3940613697351534,0.08945541153007654,0.047155035592747495,0.10287469033317068,0.1540839714643647,0.016939075957315867,0.18282753515914138,0.10103626943005181,0.8989637305699482,0.6924660354055167,0.30135858377933306,0.006175380815150268
MN-500,2014,0.0,0.11672755277423785,0.32691634581729084,0.03583206110197631,0.27326048681758025,0.12922282325282813,0.058349662952770665,0.003210627858026742,0.15438220316269097,0.05628517823639775,0.9437148217636022,0.7128656631638739,0.2871343368361261,0.0
MN-500,2015,-13.830072366657731,0.1180703317662556,0.3328666433321666,0.03905797887871138,0.0560297963496409,0.12453315592549552,0.054281811657393333,0.002735132026481863,0.19813374805598755,0.038258164852255055,0.9617418351477449,0.5604786545924968,0.43952134540750326,0.0
MN-500,2016,-4.945567651632965,0.11922527437922839,0.34371718585929295,0.04191618343841191,0.05415335517092634,0.1191741143642834,0.05156880481982319,0.0025746791761026636,0.12761780104712042,0.055628272251308904,0.944371727748691,0.5741510741510741,0.42584892584892586,0.0
MN-500,2017,0.03272251308901186,0.12073449448358707,0.3608680434021701,0.04170615843722522,0.05260035824551215,0.11520929408329167,0.04966240531925832,0.002543326824568687,0.11187438665358194,0.09748119070984626,0.9025188092901537,0.6005799202609641,0.39942007973903587,0.0
MN-500,2018,-1.439319594373567,0.12183650138973809,0.3797689884494225,0.04394821844192665,0.05094893399508632,0.11028740086071859,0.04910335709901317,0.002484047026233779,0.16262860935944243,0.13408562894125456,0.8659143710587455,0.7221157531621311,0.2717516289766194,0.006132617861249521
MN-500,2019,12.844341188184538,0.12294614228776472,0.39726986349317467,0.0465571550645036,0.04859773837467228,0.10447169782031998,0.04841912040158837,0.0027778072806328826,0.22294117647058823,0.1773529411764706,0.8226470588235294,0.7601001072577762,0.23417947801215588,0.00572041473006793
MN-500,2020,-10.32352941176471,0.12395463279343935,0.41162058102905147,0.05798749782784536,0.048673975528898475,0.10150831383754164,0.04697685373212938,0.0024707725195639964,0.23319121023286324,0.21056083961954739,0.7894391603804526,0.7461570419609472,0.25384295803905277,0.0
MN-500,2021,-22.302394227615608,0.1254807280377336,0.43542177108855445,0.05892097516949671,0.04710139126815133,0.09883687420950674,0.04857029662664879,0.0018963833432061607,0.2697340650063318,0.0,1.0,0.7581257914731955,0.24187420852680455,0.0
MN-500,2022,13.043478260869556,0.12542729009460424,0.48057402870143506,0.06163800898392518,0.04672584344528016,0.09842650846328306,0.05017119321762455,0.002144651025716592,0.21657953696788648,0.1818521284540702,0.8181478715459298,0.7507987220447284,0.24920127795527156,0.0
MN-500,2023,23.674383868558625,0.12512705322991685,0.503675183759188,0.06230936050291639,0.04694071360738027,0.10006751229630914,0.05291607094452742,0.0026587482208783983,0.22282608695652173,0.1416062801932367,0.8583937198067633,0.8519169890960253,0.1480830109039747,0.0
MN-500,2024,16.727053140096615,0.12507120455251097,0.5204760238011901,0.07697415864466749,0.04797842496805588,0.09950824925329861,0.056049845414127414,0.003104864260570874,0.16632177961717537,0.12829798241076049,0.8717020175892395,0.8762611275964391,0.12373887240356084,0.0
NJ-504,2014,0.0,0.07739361052960517,0.37416870843542177,0.01160862418925819,0.3492647535983595,0.1718646575555815,0.11391536822224775,0.0019247491855832004,0.11732973701955496,0.15037086985839515,0.8496291301416049,0.6976190476190476,0.2976190476190476,0.004761904761904762
NJ-504,2015,8.563722184760625,0.07761539808304437,0.3738186909345467,0.015061200274562406,0.0778674203893371,0.17314397086571987,0.11388230345671459,0.002083608343751375,0.09440993788819876,0.10062111801242236,0.8993788819875776,0.638121546961326,0.36187845303867405,0.0
NJ-504,2016,10.496894409937884,0.07769254157989279,0.3769688484424221,0.013678941112239962,0.07769313712561379,0.17187568684337773,0.11102346175377882,0.002300036459262592,0.054525014052838675,0.24901630129286115,0.7509836987071389,0.656437125748503,0.343562874251497,0.0
NJ-504,2017,15.120854412591346,0.0784773360341593,0.38746937346867344,0.0162141154305026,0.07409260968232859,0.16714003576187253,0.11059818646767305,0.0026213426957591335,0.08837890625,0.208984375,0.791015625,0.7006172839506173,0.2993827160493827,0.0
