"GEO_ID","NAME","B25111_001E","B25111_001M","B25111_002E","B25111_002M","B25111_003E","B25111_003M","B25111_004E","B25111_004M","B25111_005E","B25111_005M","B25111_006E","B25111_006M","B25111_007E","B25111_007M","B25111_008E","B25111_008M","B25111_009E","B25111_009M","B25111_010E","B25111_010M","B25111_011E","B25111_011M",
"0500000US01017","Chambers County, Alabama","734","33","-","**","799","182","784","23","719","51","495","159","604","92","513","186","631","107","710","387","803","45",
"0500000US01019","Cherokee County, Alabama","626","60","-","**","565","27","838","406","654","154","593","117","517","150","573","140","832","274","-","**","769","164",
"0500000US01021","Chilton County, Alabama","683","64","604","253","-","**","500","123","714","55","822","130","614","66","649","54","639","460","750","154","1289","188",
"0500000US01023","Choctaw County, Alabama","560","80","-","**","-","**","760","212","444","295","-","**","521","118","819","331","642","244","547","367","-","**",
"0500000US01025","Clarke County, Alabama","599","64","-","**","-","**","570","82","664","27","537","78","478","106","1069","162","805","347","-","**","833","206",
"0500000US01027","Clay County, Alabama","482","73","-","**","-","**","658","540","538","145","386","78","387","19","592","225","836","198","373","225","568","89",
"0500000US01029","Cleburne County, Alabama","659","60","-","**","-","**","552","440","706","58","796","379","626","57","624","37","707","557","655","528","735","309",
"0500000US01031","Coffee County, Alabama","802","42","764","222","1325","214","1025","114","833","177","701","65","861","146","721","106","788","131","713","323","684","181",
"0500000US01033","Colbert County, Alabama","712","21","847","38","641","29","680","129","628","97","649","43","732","63","737","31","713","134","715","126","698","156",
"0500000US01035","Conecuh County, Alabama","545","109","-","**","-","**","-","**","513","168","472","10","498","253","590","167","-","**","-","**","-","**",
"0500000US01037","Coosa County, Alabama","611","74","-","**","-","**","-","**","-","**","654","364","-","**","588","328","540","268","-","**","779","152",
"0500000US01039","Covington County, Alabama","611","34","562","102","669","117","633","52","555","40","639","60","657","64","609","103","715","77","647","317","420","215",
"0500000US01041","Crenshaw County, Alabama","540","17","-","**","-","**","581","45","531","35","688","215","515","14","671","208","567","91","610","41","572","12",
"0500000US01043","Cullman County, Alabama","721","36","738","214","725","104","780","43","739","45","681","101","757","63","697","69","584","149","864","343","617","177",
"0500000US01045","Dale County, Alabama","753","33","1179","192","1141","93","1035","136","684","113","688","61","724","52","741","194","824","191","544","177","814","341",
"0500000US01047","Dallas County, Alabama","674","40","-","**","531","17","703","91","660","89","708","215","725","50","840","216","702","74","496","87","567","435",
"0500000US01049","DeKalb County, Alabama","630","26","829","209","832","550","637","72","643","68","589","77","609","89","569","79","549","54","613","126","734","77",
"0500000US01051","Elmore County, Alabama","900","57","786","162","1013","432","1087","69","848","96","928","162","771","68","909","81","736","381","768","224","728","201",
"0500000US01053","Escambia County, Alabama","606","48","704","62","862","71","738","136","521","66","524","52","735","118","728","88","835","143","736","334","607","174",
"0500000US01055","Etowah County, Alabama","676","20","534","197","904","130","793","87","664","35","630","60","637","56","578","73","700","80","635","36","755","51",
"0500000US01057","Fayette County, Alabama","540","32","-","**","-","**","530","69","592","104","504","126","668","15","515","82","480","125","521","19","-","**",
"0500000US01059","Franklin County, Alabama","561","85","531","79","519","129","495","64","652","166","626","190","542","205","578","198","518","217","-","**","838","55",
"0500000US01061","Geneva County, Alabama","658","46","-","**","-","**","767","17","610","37","707","100","583","97","821","157","654","127","740","263","813","148",
"0500000US01063","Greene County, Alabama","559","98","-","**","-","**","644","178","707","246","336","199","535","132","467","36","558","206","-","**","-","**",
"0500000US01065","Hale County, Alabama","612","74","-","**","-","**","822","510","623","7","457","314","499","211","535","515","1058","210","-","**","932","283",
"0500000US01067","Henry County, Alabama","624","69","-","**","-","**","677","234","592","182","695","258","504","255","510","133","835","291","-","**","474","40",
"0500000US01069","Houston County, Alabama","769","13","875","126","930","55","877","39","783","44","749","27","771","28","791","45","727","21","582","40","628","82",
"0500000US01071","Jackson County, Alabama","574","39","-","**","585","195","659","131","560","82","499","109","656","66","482","66","653","100","667","164","513","175",
"0500000US01073","Jefferson County, Alabama","934","12","1266","95","1265","95","1093","61","995","35","913","35","894","24","870","29","902","30","866","40","902","42",
"0500000US01075","Lamar County, Alabama","449","27","-","**","-","**","713","294","443","45","431","157","443","232","408","56","437","29","490","298","-","**",
"0500000US01077","Lauderdale County, Alabama","669","18","765","97","678","36","679","34","678","52","686","64","643","34","649","101","665","42","787","255","641","144",
"0500000US01079","Lawrence County, Alabama","581","30","483","353","513","303","802","354","592","33","619","134","486","38","654","110","529","48","530","129","721","73",
"0500000US01081","Lee County, Alabama","856","24","863","42","1134","65","963","46","782","49","747","55","804","138","876","213","958","88","622","79","692","273",
"0500000US01083","Limestone County, Alabama","723","42","1294","164","673","167","767","81","614","93","674","105","707","118","645","63","771","82","567","286","840","71",
"0500000US01085","Lowndes County, Alabama","687","64","789","477","-","**","693","198","1006","431","479","143","665","35","-","**","675","170","-","**","-","**",
"0500000US01087","Macon County, Alabama","621","44","324","58","-","**","-","**","708","124","535","70","571","77","681","99","637","44","596","242","697","411",
"0500000US01089","Madison County, Alabama","887","14","1195","99","1150","52","974","30","888","32","850","33","807","37","789","37","842","49","804","47","695","39",
"0500000US01091","Marengo County, Alabama","565","81","-","**","796","544","775","588","338","104","581","263","546","43","659","94","-","**","-","**","684","137",
"0500000US01093","Marion County, Alabama","530","43","-","**","554","44","683","353","521","221","545","151","496","83","355","37","595","64","-","**","-","**",
"0500000US01095","Marshall County, Alabama","650","21","625","204","762","43","721","170","645","30","627","32","630","94","699","85","684","66","635","83","635","144",
"0500000US01097","Mobile County, Alabama","869","16","888","107","1005","137","909","45","884","31","838","47","874","36","871","44","867","38","778","37","844","53",
"0500000US01099","Monroe County, Alabama","601","97","-","**","543","126","716","107","684","37","452","216","702","248","-","**","-","**","757","311","-","**",
"0500000US01101","Montgomery County, Alabama","908","15","1090","64","1154","135","1080","64","907","45","928","29","860","29","845","28","879","47","847","121","832","83",
"0500000US01103","Morgan County, Alabama","684","21","1270","790","721","13","629","51","684","42","641","15","677","20","726","27","722","127","584","146","790","121",
"0500000US01105","Perry County, Alabama","376","107","-","**","-","**","-","**","511","508","305","73","-","**","-","**","-","**","-","**","387","51",
"0500000US01107","Pickens County, Alabama","468","56","-","**","-","**","619","143","417","97","441","48","507","203","475","239","-","**","-","**","483","18",
"0500000US01109","Pike County, Alabama","727","53","849","31","718","354","764","271","765","41","569","245","628","85","658","326","742","680","-","**","1243","443",
"0500000US01111","Randolph County, Alabama","640","55","-","**","-","**","635","344","594","213","622","194","755","316","554","238","667","33","725","22","724","134",
"0500000US01113","Russell County, Alabama","798","35","1143","637","965","72","1075","107","763","62","837","118","765","36","641","177","811","117","612","329","765","26",
"0500000US01115","St. Clair County, Alabama","880","41","868","194","1067","140","1066","160","858","61","818","87","868","248","837","188","-","**","744","460","755","168",
"0500000US01117","Shelby County, Alabama","1078","25","1278","260","1172","178","1166","77","1107","48","1061","37","1010","80","909","120","942","183","800","338","925","559",
"0500000US01119","Sumter County, Alabama","677","61","-","**","-","**","722","20","533","326","636","209","679","199","378","35","824","84","460","207","671","74",
"0500000US01121","Talladega County, Alabama","666","44","854","139","592","146","751","179","717","129","607","56","511","58","726","73","768","57","797","115","544","64",
"0500000US01123","Tallapoosa County, Alabama","645","49","635","128","276","130","1012","307","638","123","646","209","592","236","-","**","685","39","658","112","599","197",
"0500000US01125","Tuscaloosa County, Alabama","861","16","1108","129","889","83","933","46","864","39","841","47","823","42","737","106","780","48","824","100","889","223",
"0500000US01127","Walker County, Alabama","640","35","586","26","657","176","626","129","680","29","681","145","574","213","601","156","613","112","492","134","837","89",
"0500000US01129","Washington County, Alabama","742","38","-","**","-","**","372","235","769","111","802","258","730","19","-","**","575","116","776","19","-","**",
"0500000US01131","Wilcox County, Alabama","677","101","-","**","-","**","924","624","583","120","-","**","776","118","556","425","-","**","851","8","-","**",
"0500000US01133","Winston County, Alabama","558","43","-","**","-","**","704","438","478","96","562","50","662","76","442","238","670","174","183","60","329","48",
"0500000US02013","Aleutians East Borough, Alaska","1087","156","-","**","850","273","1352","62","1087","83","905","198","1096","150","973","36","-","**","-","**","-","**",
"0500000US02016","Aleutians West Census Area, Alaska","1476","102","1458","587","1714","475","1161","157","1583","330","1389","138","1458","165","-","**","-","**","1625","273","1125","1006",
"0500000US02020","Anchorage Municipality, Alaska","1310","30","1269","537","1667","184","1705","95","1435","74","1291","48","1215","39","1138","83","1203","120","1008","395","964","173",
"0500000US02050","Bethel Census Area, Alaska","1368","70","-","**","1180","270","1399","105","1514","300","1385","151","1226","182","1540","296","983","129","-","**","-","**",
"0500000US02060","Bristol Bay Borough, Alaska","1208","118","-","**","-","**","1750","1386","1260","136","1179","72","1078","82","1563","554","-","**","-","**","-","**",
"0500000US02063","Chugach Census Area, Alaska","1147","75","-","**","-","**","882","597","1204","268","1125","66","1055","156","1365","558","1588","672","-","**","-","**",
"0500000US02066","Copper River Census Area, Alaska","757","145","-","**","-","**","754","492","850","682","576","163","1087","541","-","**","-","**","-","**","-","**",
"0500000US02068","Denali Borough, Alaska","819","193","-","**","-","**","1625","1139","850","608","975","206","-","**","-","**","-","**","-","**","-","**",
"0500000US02070","Dillingham Census Area, Alaska","997","132","-","**","-","**","864","106","663","366","1200","203","1047","188","-","**","-","**","-","**","-","**",
"0500000US02090","Fairbanks North Star Borough, Alaska","1297","79","1775","471","1963","195","1611","157","1595","254","1213","90","1123","74","1300","158","859","125","1304","355","983","476",
"0500000US02100","Haines Borough, Alaska","695","265","-","**","-","**","-","**","688","49","-","**","950","772","-","**","-","**","-","**","-","**",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","1009","162","-","**","-","**","1125","198","1014","318","950","338","867","154","1125","560","1075","444","1200","189","-","**",
"0500000US02110","Juneau City and Borough, Alaska","1262","68","1227","168","1241","745","1592","483","1272","162","1369","130","1238","121","1160","337","1134","112","919","648","982","178",
"0500000US02122","Kenai Peninsula Borough, Alaska","1072","49","1446","293","1250","305","1142","70","1103","95","1050","129","963","78","930","205","975","358","1061","334","371","50",
"0500000US02130","Ketchikan Gateway Borough, Alaska","1188","46","1176","365","1350","189","1381","296","1368","244","1346","58","1061","116","1105","194","1092","96","1320","151","1068","111",
"0500000US02150","Kodiak Island Borough, Alaska","1412","126","-","**","1652","1300","2060","263","1324","444","1429","162","1309","323","877","128","1070","918","2145","556","-","**",
"0500000US02158","Kusilvak Census Area, Alaska","710","47","-","**","834","226","732","19","630","103","738","163","613","140","625","144","-","**","-","**","-","**",
"0500000US02164","Lake and Peninsula Borough, Alaska","775","101","-","**","-","**","713","82","800","418","817","128","731","118","-","**","-","**","-","**","-","**",
"0500000US02170","Matanuska-Susitna Borough, Alaska","1115","29","1414","432","1357","234","1176","74","1069","53","1114","53","990","92","1058","98","978","193","775","370","1321","439",
"0500000US02180","Nome Census Area, Alaska","1232","76","-","**","1413","107","965","279","1119","178","1237","145","1516","464","1302","242","1145","138","-","**","1523","767",
"0500000US02185","North Slope Borough, Alaska","1050","145","-","**","-","**","862","483","1150","189","996","128","1063","531","911","282","1589","849","-","**","1094","804",
"0500000US02188","Northwest Arctic Borough, Alaska","1286","144","-","**","1325","353","1837","307","1147","400","1217","279","980","233","1250","713","1583","456","1833","1278","-","**",
"0500000US02195","Petersburg Borough, Alaska","931","63","-","**","-","**","785","138","1135","283","708","580","771","375","1292","988","1175","101","950","350","900","127",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","801","50","-","**","775","363","813","111","861","218","785","114","742","83","883","303","-","**","-","**","890","736",
"0500000US02220","Sitka City and Borough, Alaska","1159","71","-","**","-","**","1250","397","1035","187","1690","509","1239","143","933","43","1098","57","1125","654","1106","201",
"0500000US02230","Skagway Municipality, Alaska","1090","68","1354","58","-","**","1063","166","1075","241","988","198","1087","57","1075","312","-","**","1125","524","850","791",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","973","154","-","**","-","**","760","59","1102","65","950","258","1250","320","865","49","522","30","-","**","-","**",
"0500000US02275","Wrangell City and Borough, Alaska","868","32","-","**","-","**","-","**","1083","246","713","414","833","27","738","306","1089","258","892","73","1028","193",
"0500000US02282","Yakutat City and Borough, Alaska","1071","60","-","**","-","**","600","595","1125","275","1125","28","850","190","-","**","-","**","-","**","-","**",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","823","76","-","**","763","91","670","132","675","273","783","150","1007","126","-","**","1058","193","700","52","-","**",
"0500000US04001","Apache County, Arizona","527","24","-","**","900","446","526","78","417","62","535","31","559","55","853","384","739","432","443","195","601","213",
"0500000US04003","Cochise County, Arizona","803","32","695","259","1123","130","1085","72","783","65","762","64","745","48","662","68","743","135","833","96","619","66",
"0500000US04005","Coconino County, Arizona","1185","35","1289","147","1419","200","1393","113","1237","84","1149","72","1144","67","1117","265","972","141","865","624","864","309",
"0500000US04007","Gila County, Arizona","836","50","-","**","660","197","839","433","864","169","788","66","1076","36","806","110","543","194","769","223","701","167",
"0500000US04009","Graham County, Arizona","824","73","-","**","685","165","869","69","848","71","666","51","961","62","772","170","702","105","-","**","746","223",
"0500000US04011","Greenlee County, Arizona","468","38","445","34","510","70","462","131","756","221","411","155","438","44","423","18","459","52","-","**","556","265",
"0500000US04012","La Paz County, Arizona","657","127","-","**","658","49","995","529","660","160","715","196","467","83","930","43","485","175","-","**","850","201",
"0500000US04013","Maricopa County, Arizona","1182","5","1554","41","1362","30","1398","13","1263","17","1108","11","1048","15","985","17","1031","25","990","42","920","60",
"0500000US04015","Mohave County, Arizona","839","18","957","333","867","153","928","53","889","49","767","24","807","61","798","71","748","209","833","326","834","108",
"0500000US04017","Navajo County, Arizona","712","44","-","**","850","34","783","42","685","46","707","120","620","158","629","43","600","208","891","396","840","214",
"0500000US04019","Pima County, Arizona","931","11","1297","55","1173","58","1240","34","1008","29","846","21","861","22","796","28","902","36","889","39","946","41",
"0500000US04021","Pinal County, Arizona","1078","25","1197","179","1191","171","1271","47","959","54","830","52","833","41","746","71","810","75","749","145","695","597",
"0500000US04023","Santa Cruz County, Arizona","657","45","552","148","-","**","727","61","744","66","638","79","617","86","524","30","526","103","643","176","696","410",
"0500000US04025","Yavapai County, Arizona","982","30","1123","281","838","101","1077","71","1000","55","954","58","953","100","1045","75","912","107","882","111","835","108",
"0500000US04027","Yuma County, Arizona","851","30","1391","154","877","146","957","37","901","66","783","70","762","48","820","76","735","35","1012","265","893","186",
"0500000US05001","Arkansas County, Arkansas","645","43","-","**","-","**","403","301","447","390","724","96","668","101","604","235","629","108","799","81","786","474",
"0500000US05003","Ashley County, Arkansas","530","29","435","218","-","**","427","197","527","46","380","103","583","230","492","52","704","347","-","**","547","91",
"0500000US05005","Baxter County, Arkansas","722","26","845","88","826","218","658","145","704","60","786","70","720","68","694","225","633","270","659","185","718","230",
"0500000US05007","Benton County, Arkansas","945","19","1128","36","895","87","1064","31","931","28","880","82","847","43","793","131","751","42","809","130","752","167",
"0500000US05009","Boone County, Arkansas","638","24","580","13","932","89","677","20","546","85","529","99","635","58","756","140","721","204","520","369","692","89",
"0500000US05011","Bradley County, Arkansas","565","53","-","**","-","**","713","171","-","**","352","84","591","171","557","205","611","150","523","140","459","130",
"0500000US05013","Calhoun County, Arkansas","647","109","-","**","-","**","-","**","-","**","519","114","653","158","836","114","665","165","-","**","-","**",
"0500000US05015","Carroll County, Arkansas","576","58","723","12","-","**","-","**","533","71","586","172","424","149","713","404","775","269","601","81","618","28",
"0500000US05017","Chicot County, Arkansas","568","81","-","**","-","**","676","173","594","491","385","53","632","49","632","183","748","62","-","**","592","136",
"0500000US05019","Clark County, Arkansas","600","26","530","258","696","168","547","46","594","70","634","60","553","119","766","121","472","80","860","167","863","225",
"0500000US05021","Clay County, Arkansas","625","27","-","**","936","278","765","95","694","178","589","128","622","114","478","121","620","25","763","43","532","16",
"0500000US05023","Cleburne County, Arkansas","709","37","565","218","-","**","559","57","667","81","745","52","759","137","727","33","-","**","645","339","665","46",
"0500000US05025","Cleveland County, Arkansas","618","26","-","**","-","**","919","102","703","226","417","316","625","11","571","23","-","**","-","**","-","**",
"0500000US05027","Columbia County, Arkansas","681","52","928","754","-","**","567","135","717","67","577","62","628","394","807","178","729","89","850","22","504","370",
"0500000US05029","Conway County, Arkansas","614","51","-","**","866","83","765","127","630","281","341","152","767","57","529","350","637","137","-","**","808","192",
"0500000US05031","Craighead County, Arkansas","780","20","883","47","829","57","809","46","743","39","837","59","738","49","608","160","682","94","618","278","711","98",
"0500000US05033","Crawford County, Arkansas","700","28","670","183","700","373","814","86","684","25","717","84","658","120","750","121","754","121","628","162","706","132",
"0500000US05035","Crittenden County, Arkansas","734","14","716","83","814","232","792","51","723","54","725","39","766","61","719","31","563","74","731","41","947","178",
"0500000US05037","Cross County, Arkansas","727","40","-","**","911","316","864","230","578","89","732","225","718","40","791","102","795","180","550","437","386","329",
"0500000US05039","Dallas County, Arkansas","689","159","-","**","-","**","592","569","768","180","448","82","881","171","623","237","891","394","384","55","1043","389",
"0500000US05041","Desha County, Arkansas","565","52","-","**","-","**","387","363","588","229","665","96","507","61","520","158","924","196","-","**","449","388",
"0500000US05043","Drew County, Arkansas","661","78","-","**","-","**","715","21","649","86","639","142","570","147","376","67","706","274","-","**","919","141",
"0500000US05045","Faulkner County, Arkansas","819","21","874","68","865","40","904","60","787","26","755","27","791","37","815","171","1001","277","811","50","797","69",
"0500000US05047","Franklin County, Arkansas","607","26","723","180","566","246","636","51","592","42","633","48","473","279","618","20","700","208","534","202","444","208",
"0500000US05049","Fulton County, Arkansas","532","60","-","**","-","**","713","75","700","180","488","170","492","261","457","48","592","536","515","43","538","141",
"0500000US05051","Garland County, Arkansas","791","29","3,500+","***","877","55","914","45","793","45","751","51","791","45","725","54","706","31","657","108","799","84",
"0500000US05053","Grant County, Arkansas","700","60","-","**","-","**","872","165","722","25","539","59","599","228","711","44","523","480","-","**","-","**",
"0500000US05055","Greene County, Arkansas","725","25","741","121","731","44","812","134","714","143","753","100","651","103","647","60","683","131","865","196","798","116",
"0500000US05057","Hempstead County, Arkansas","681","15","-","**","746","222","692","74","619","148","653","69","672","22","611","61","694","203","759","394","868","45",
"0500000US05059","Hot Spring County, Arkansas","635","36","395","192","-","**","690","145","621","55","692","248","516","142","600","315","625","73","719","106","723","20",
"0500000US05061","Howard County, Arkansas","649","30","-","**","771","399","675","18","611","119","731","227","508","170","661","240","850","27","709","115","683","340",
"0500000US05063","Independence County, Arkansas","653","40","635","71","748","241","708","195","638","143","580","127","639","93","547","178","591","250","683","149","953","59",
"0500000US05065","Izard County, Arkansas","596","55","-","**","679","176","691","154","514","152","466","161","631","40","-","**","771","545","800","407","441","170",
"0500000US05067","Jackson County, Arkansas","552","66","-","**","651","357","231","127","634","235","565","165","554","125","568","131","390","148","687","122","463","187",
"0500000US05069","Jefferson County, Arkansas","741","31","938","182","721","20","751","60","709","160","737","88","682","65","701","118","826","48","786","53","813","88",
"0500000US05071","Johnson County, Arkansas","619","25","-","**","750","103","557","50","631","100","601","27","705","99","632","193","553","211","618","406","547","139",
"0500000US05073","Lafayette County, Arkansas","513","88","-","**","-","**","-","**","467","105","240","217","675","82","647","127","625","350","591","68","-","**",
"0500000US05075","Lawrence County, Arkansas","552","39","-","**","-","**","520","61","621","371","419","122","566","90","602","81","546","251","508","142","570","81",
"0500000US05077","Lee County, Arkansas","522","27","-","**","-","**","843","203","467","89","375","40","426","151","909","157","825","273","705","561","525","17",
"0500000US05079","Lincoln County, Arkansas","550","87","-","**","-","**","-","**","613","490","758","318","521","188","571","372","-","**","391","257","455","229",
"0500000US05081","Little River County, Arkansas","579","57","-","**","454","430","690","211","627","140","569","334","555","203","520","222","566","204","-","**","641","40",
"0500000US05083","Logan County, Arkansas","589","28","-","**","578","108","577","67","465","123","568","40","636","30","630","80","507","261","823","318","571","141",
"0500000US05085","Lonoke County, Arkansas","816","29","790","101","1072","147","896","93","818","85","802","48","699","89","679","64","945","84","887","301","605","391",
"0500000US05087","Madison County, Arkansas","607","37","-","**","-","**","518","34","617","38","638","348","616","89","538","95","886","364","-","**","619","108",
"0500000US05089","Marion County, Arkansas","652","52","-","**","-","**","662","482","765","13","565","67","666","71","527","158","712","277","717","106","489","252",
"0500000US05091","Miller County, Arkansas","742","20","795","110","905","125","782","53","702","55","730","144","716","34","703","85","743","52","843","62","784","62",
"0500000US05093","Mississippi County, Arkansas","655","31","694","312","519","247","702","239","551","44","660","118","677","37","672","115","825","128","568","163","617","95",
"0500000US05095","Monroe County, Arkansas","508","61","-","**","-","**","493","94","322","58","416","318","565","70","409","48","538","79","-","**","531","76",
"0500000US05097","Montgomery County, Arkansas","551","71","-","**","-","**","450","404","559","248","424","61","589","42","563","368","1081","210","538","37","407","46",
"0500000US05099","Nevada County, Arkansas","716","151","-","**","-","**","-","**","767","77","912","758","629","19","910","604","911","300","288","83","531","28",
"0500000US05101","Newton County, Arkansas","552","109","-","**","-","**","254","73","525","170","354","225","923","592","662","77","-","**","557","232","424","25",
"0500000US05103","Ouachita County, Arkansas","562","58","-","**","-","**","363","211","723","82","540","141","535","100","603","143","597","89","550","190","512","123",
"0500000US05105","Perry County, Arkansas","625","25","-","**","-","**","734","42","570","81","648","105","599","41","1042","549","750","320","-","**","638","27",
"0500000US05107","Phillips County, Arkansas","573","25","-","**","-","**","822","43","424","110","407","354","550","95","584","50","492","328","767","276","881","247",
"0500000US05109","Pike County, Arkansas","622","49","-","**","-","**","-","**","615","118","671","318","619","92","481","80","505","192","518","163","663","35",
"0500000US05111","Poinsett County, Arkansas","605","56","942","78","529","10","643","200","670","43","399","265","738","87","522","98","562","86","-","**","892","163",
"0500000US05113","Polk County, Arkansas","657","34","-","**","1369","130","745","196","629","93","654","123","680","138","672","22","779","249","563","18","609","38",
"0500000US05115","Pope County, Arkansas","698","35","770","21","807","126","671","161","730","90","707","103","633","64","719","208","570","228","-","**","815","144",
"0500000US05117","Prairie County, Arkansas","646","81","-","**","-","**","613","274","755","196","702","244","528","143","537","120","-","**","-","**","673","36",
"0500000US05119","Pulaski County, Arkansas","875","14","1046","97","952","66","949","65","854","32","832","25","821","32","882","53","951","52","841","46","881","75",
"0500000US05121","Randolph County, Arkansas","637","39","-","**","-","**","925","152","661","82","604","77","610","121","639","139","529","96","786","776","-","**",
"0500000US05123","St. Francis County, Arkansas","688","56","658","460","926","156","808","223","579","88","703","108","573","252","782","84","842","36","751","179","-","**",
"0500000US05125","Saline County, Arkansas","835","34","926","211","784","65","891","83","852","60","758","34","773","75","781","35","955","111","788","189","1068","269",
"0500000US05127","Scott County, Arkansas","619","57","-","**","-","**","-","**","591","151","546","164","675","38","526","244","573","119","1344","137","-","**",
"0500000US05129","Searcy County, Arkansas","536","59","-","**","-","**","413","111","262","90","360","92","661","303","580","258","589","62","662","39","521","13",
"0500000US05131","Sebastian County, Arkansas","715","23","827","56","808","251","833","76","728","54","658","37","670","44","642","81","733","43","680","147","674","100",
"0500000US05133","Sevier County, Arkansas","601","49","-","**","-","**","621","445","629","149","-","**","623","62","653","176","756","432","-","**","491","316",
"0500000US05135","Sharp County, Arkansas","552","45","-","**","528","240","484","58","492","39","508","105","584","87","668","25","-","**","548","355","579","490",
"0500000US05137","Stone County, Arkansas","636","65","608","111","729","101","797","128","682","232","408","157","862","35","-","**","-","**","-","**","-","**",
"0500000US05139","Union County, Arkansas","707","43","1044","407","-","**","615","447","683","55","737","172","776","162","774","123","545","376","744","94","616","108",
"0500000US05141","Van Buren County, Arkansas","600","93","-","**","-","**","672","19","518","24","548","157","646","142","619","417","-","**","656","627","693","269",
"0500000US05143","Washington County, Arkansas","819","17","1150","142","900","81","882","26","762","26","744","40","779","92","755","79","869","120","938","80","778","95",
"0500000US05145","White County, Arkansas","692","20","929","212","810","83","690","48","642","27","672","85","674","24","786","104","670","63","744","154","683","164",
"0500000US05147","Woodruff County, Arkansas","522","80","-","**","-","**","674","84","556","162","525","277","431","134","414","254","688","289","-","**","-","**",
"0500000US05149","Yell County, Arkansas","591","59","-","**","-","**","728","237","523","119","616","50","728","75","467","42","679","188","429","16","655","229",
"0500000US06001","Alameda County, California","1904","16","2716","119","2367","231","2115","92","2126","67","2124","40","1948","31","1856","38","1776","44","1703","45","1665","35",
"0500000US06003","Alpine County, California","639","405","-","**","-","**","-","**","-","**","345","73","-","**","-","**","-","**","-","**","-","**",
"0500000US06005","Amador County, California","1057","70","-","**","-","**","969","56","1246","532","294","274","1117","114","1141","49","1262","156","979","192","1179","202",
"0500000US06007","Butte County, California","1087","23","1603","133","1001","185","1290","88","1125","58","1072","53","1042","58","920","70","1069","102","1087","125","1104","90",
"0500000US06009","Calaveras County, California","1354","92","-","**","-","**","1470","203","1607","243","1483","238","1222","308","1208","142","1159","115","1547","380","-","**",
"0500000US06011","Colusa County, California","918","80","859","43","667","137","829","162","1139","213","712","192","1198","306","842","135","956","330","1250","280","1029","131",
