"GEO_ID","NAME","B25002_001E","B25002_001M","B25002_002E","B25002_002M","B25002_003E","B25002_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Occupied","Margin of Error!!Total!!Occupied","Estimate!!Total!!Vacant","Margin of Error!!Total!!Vacant",
"0100000US","United States","132741033","9144","116211092","230463","16529941","222145",
"0500000US01001","Autauga County, Alabama","22431","67","20304","458","2127","455",
"0500000US01003","Baldwin County, Alabama","105563","168","73058","1241","32505","1215",
"0500000US01005","Barbour County, Alabama","11833","120","9145","311","2688","282",
"0500000US01007","Bibb County, Alabama","8985","66","7078","390","1907","381",
"0500000US01009","Blount County, Alabama","23868","77","20934","399","2934","393",
"0500000US01011","Bullock County, Alabama","4469","100","3746","216","723","185",
"0500000US01013","Butler County, Alabama","9934","67","8253","252","1681","247",
"0500000US01015","Calhoun County, Alabama","53306","209","45348","705","7958","643",
"0500000US01017","Chambers County, Alabama","16944","50","13901","393","3043","399",
"0500000US01019","Cherokee County, Alabama","16254","89","11726","451","4528","450",
"0500000US01021","Chilton County, Alabama","19246","68","16281","375","2965","366",
"0500000US01023","Choctaw County, Alabama","7248","33","5526","213","1722","213",
"0500000US01025","Clarke County, Alabama","12604","55","9791","277","2813","266",
"0500000US01027","Clay County, Alabama","6756","57","5572","194","1184","185",
"0500000US01029","Cleburne County, Alabama","6698","50","5639","236","1059","217",
"0500000US01031","Coffee County, Alabama","22648","89","19086","368","3562","350",
"0500000US01033","Colbert County, Alabama","25971","85","22442","414","3529","405",
"0500000US01035","Conecuh County, Alabama","7066","38","5030","264","2036","260",
"0500000US01037","Coosa County, Alabama","6478","54","4446","226","2032","220",
"0500000US01039","Covington County, Alabama","18803","86","14979","354","3824","355",
"0500000US01041","Crenshaw County, Alabama","6718","56","5424","196","1294","191",
"0500000US01043","Cullman County, Alabama","37084","98","31160","558","5924","558",
"0500000US01045","Dale County, Alabama","22793","112","19470","411","3323","398",
"0500000US01047","Dallas County, Alabama","20216","79","16259","383","3957","376",
"0500000US01049","DeKalb County, Alabama","31043","123","24743","514","6300","480",
"0500000US01051","Elmore County, Alabama","32985","390","28617","596","4368","481",
"0500000US01053","Escambia County, Alabama","16431","229","13737","447","2694","371",
"0500000US01055","Etowah County, Alabama","47507","123","40001","614","7506","606",
"0500000US01057","Fayette County, Alabama","8415","57","6967","228","1448","215",
"0500000US01059","Franklin County, Alabama","14038","62","12247","364","1791","355",
"0500000US01061","Geneva County, Alabama","12666","52","10898","237","1768","241",
"0500000US01063","Greene County, Alabama","4991","34","3282","225","1709","220",
"0500000US01065","Hale County, Alabama","7646","54","5931","240","1715","231",
"0500000US01067","Henry County, Alabama","8934","62","6900","270","2034","264",
"0500000US01069","Houston County, Alabama","45844","122","39464","387","6380","355",
"0500000US01071","Jackson County, Alabama","24770","76","20425","446","4345","435",
"0500000US01073","Jefferson County, Alabama","302599","376","259397","1647","43202","1556",
"0500000US01075","Lamar County, Alabama","7323","65","6147","261","1176","246",
"0500000US01077","Lauderdale County, Alabama","44046","177","38691","558","5355","512",
"0500000US01079","Lawrence County, Alabama","15181","81","13312","270","1869","268",
"0500000US01081","Lee County, Alabama","64258","247","56637","695","7621","667",
"0500000US01083","Limestone County, Alabama","35241","511","32156","719","3085","454",
"0500000US01085","Lowndes County, Alabama","5111","33","4287","151","824","145",
"0500000US01087","Macon County, Alabama","10239","129","8039","266","2200","239",
"0500000US01089","Madison County, Alabama","150712","421","135409","1188","15303","1108",
"0500000US01091","Marengo County, Alabama","10226","44","8477","278","1749","278",
"0500000US01093","Marion County, Alabama","14728","114","12602","388","2126","381",
"0500000US01095","Marshall County, Alabama","40329","103","34524","461","5805","468",
"0500000US01097","Mobile County, Alabama","180277","278","154400","1113","25877","1074",
"0500000US01099","Monroe County, Alabama","11308","52","8390","299","2918","304",
"0500000US01101","Montgomery County, Alabama","102603","352","89143","931","13460","795",
"0500000US01103","Morgan County, Alabama","51333","200","45856","665","5477","634",
"0500000US01105","Perry County, Alabama","4705","64","3263","229","1442","223",
"0500000US01107","Pickens County, Alabama","9462","59","7741","250","1721","233",
"0500000US01109","Pike County, Alabama","15514","144","12909","327","2605","329",
"0500000US01111","Randolph County, Alabama","11949","85","9016","342","2933","337",
"0500000US01113","Russell County, Alabama","25913","86","21568","491","4345","475",
"0500000US01115","St. Clair County, Alabama","35718","145","31673","608","4045","598",
"0500000US01117","Shelby County, Alabama","82242","224","74790","680","7452","667",
"0500000US01119","Sumter County, Alabama","6770","74","4962","245","1808","225",
"0500000US01121","Talladega County, Alabama","37139","194","31277","603","5862","561",
"0500000US01123","Tallapoosa County, Alabama","22074","79","16437","395","5637","404",
"0500000US01125","Tuscaloosa County, Alabama","86240","223","68103","974","18137","935",
"0500000US01127","Walker County, Alabama","30772","136","25571","487","5201","465",
"0500000US01129","Washington County, Alabama","8386","51","6218","231","2168","227",
"0500000US01131","Wilcox County, Alabama","5626","53","3843","202","1783","204",
"0500000US01133","Winston County, Alabama","13428","65","9526","338","3902","329",
"0500000US02013","Aleutians East Borough, Alaska","770","172","577","170","193","17",
"0500000US02016","Aleutians West Census Area, Alaska","1941","120","1105","122","836","25",
"0500000US02020","Anchorage Municipality, Alaska","113715","230","105164","733","8551","765",
"0500000US02050","Bethel Census Area, Alaska","5919","48","4441","128","1478","115",
"0500000US02060","Bristol Bay Borough, Alaska","921","48","398","46","523","29",
"0500000US02068","Denali Borough, Alaska","1809","68","722","66","1087","57",
"0500000US02070","Dillingham Census Area, Alaska","2427","35","1353","55","1074","46",
"0500000US02090","Fairbanks North Star Borough, Alaska","41736","198","35844","630","5892","569",
"0500000US02100","Haines Borough, Alaska","1571","146","1144","110","427","101",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","1668","72","909","67","759","48",
"0500000US02110","Juneau City and Borough, Alaska","13107","75","12081","251","1026","238",
"0500000US02122","Kenai Peninsula Borough, Alaska","30638","138","21559","410","9079","404",
"0500000US02130","Ketchikan Gateway Borough, Alaska","6199","62","5305","165","894","150",
"0500000US02150","Kodiak Island Borough, Alaska","5297","73","4560","165","737","144",
"0500000US02164","Lake and Peninsula Borough, Alaska","1497","51","510","51","987","27",
"0500000US02170","Matanuska-Susitna Borough, Alaska","41364","155","31104","431","10260","396",
"0500000US02180","Nome Census Area, Alaska","4008","60","2839","101","1169","84",
"0500000US02185","North Slope Borough, Alaska","2517","158","1977","172","540","73",
"0500000US02188","Northwest Arctic Borough, Alaska","2700","77","1886","91","814","50",
"0500000US02195","Petersburg Borough, Alaska","1761","121","1367","115","394","51",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","3344","37","2377","90","967","80",
"0500000US02220","Sitka City and Borough, Alaska","4105","59","3513","147","592","132",
"0500000US02230","Skagway Municipality, Alaska","636","44","387","48","249","29",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","3904","64","2156","123","1748","99",
"0500000US02261","Valdez-Cordova Census Area, Alaska","6113","76","3225","182","2888","163",
"0500000US02270","Wade Hampton Census Area, Alaska","2192","37","1690","56","502","38",
"0500000US02275","Wrangell City and Borough, Alaska","1515","88","1163","73","352","64",
"0500000US02282","Yakutat City and Borough, Alaska","409","36","265","36","144","23",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","4037","34","2057","59","1980","50",
"0500000US04001","Apache County, Arizona","32614","118","19046","362","13568","350",
"0500000US04003","Cochise County, Arizona","59802","581","48846","935","10956","742",
"0500000US04005","Coconino County, Arizona","63890","366","46391","847","17499","776",
"0500000US04007","Gila County, Arizona","32925","176","20824","575","12101","562",
"0500000US04009","Graham County, Arizona","13096","187","10975","345","2121","284",
"0500000US04011","Greenlee County, Arizona","4395","34","3446","139","949","127",
"0500000US04012","La Paz County, Arizona","16113","64","9707","570","6406","565",
"0500000US04013","Maricopa County, Arizona","1657753","768","1424244","5177","233509","5119",
"0500000US04015","Mohave County, Arizona","111581","612","80529","1189","31052","1148",
"0500000US04017","Navajo County, Arizona","57214","140","34018","715","23196","700",
"0500000US04019","Pima County, Arizona","444564","637","386155","2098","58409","1994",
"0500000US04021","Pinal County, Arizona","162412","515","126128","1749","36284","1724",
"0500000US04023","Santa Cruz County, Arizona","18075","62","15514","354","2561","357",
"0500000US04025","Yavapai County, Arizona","111291","256","91508","1259","19783","1161",
"0500000US04027","Yuma County, Arizona","88823","507","69915","1057","18908","998",
"0500000US05001","Arkansas County, Arkansas","9429","64","7787","279","1642","257",
"0500000US05003","Ashley County, Arkansas","10117","48","8518","299","1599","293",
"0500000US05005","Baxter County, Arkansas","22606","87","18237","506","4369","496",
"0500000US05007","Benton County, Arkansas","95117","175","83191","918","11926","871",
"0500000US05009","Boone County, Arkansas","16884","53","14855","354","2029","348",
"0500000US05011","Bradley County, Arkansas","5843","68","4720","192","1123","186",
"0500000US05013","Calhoun County, Arkansas","2892","20","2062","142","830","141",
"0500000US05015","Carroll County, Arkansas","13560","62","11069","371","2491","362",
"0500000US05017","Chicot County, Arkansas","5402","187","4495","250","907","182",
"0500000US05019","Clark County, Arkansas","10393","184","8467","400","1926","310",
"0500000US05021","Clay County, Arkansas","8024","53","6729","214","1295","205",
"0500000US05023","Cleburne County, Arkansas","15842","85","10292","334","5550","323",
"0500000US05025","Cleveland County, Arkansas","4066","55","3270","147","796","141",
"0500000US05027","Columbia County, Arkansas","11573","166","9509","317","2064","312",
"0500000US05029","Conway County, Arkansas","9732","74","8370","225","1362","217",
"0500000US05031","Craighead County, Arkansas","41919","330","38081","551","3838","480",
"0500000US05033","Crawford County, Arkansas","26333","126","23490","457","2843","436",
"0500000US05035","Crittenden County, Arkansas","21541","66","18253","408","3288","401",
"0500000US05037","Cross County, Arkansas","7870","57","6882","184","988","175",
"0500000US05039","Dallas County, Arkansas","4300","88","3322","179","978","162",
"0500000US05041","Desha County, Arkansas","6265","30","5166","207","1099","205",
"0500000US05043","Drew County, Arkansas","8456","99","7344","226","1112","193",
"0500000US05045","Faulkner County, Arkansas","48050","186","42964","619","5086","626",
"0500000US05047","Franklin County, Arkansas","8023","73","6783","264","1240","269",
"0500000US05049","Fulton County, Arkansas","6776","51","5312","231","1464","238",
"0500000US05051","Garland County, Arkansas","50552","146","39876","744","10676","749",
"0500000US05053","Grant County, Arkansas","7803","46","6798","211","1005","207",
"0500000US05055","Greene County, Arkansas","18181","78","16610","295","1571","294",
"0500000US05057","Hempstead County, Arkansas","10418","57","8115","317","2303","303",
"0500000US05059","Hot Spring County, Arkansas","14298","187","12027","388","2271","335",
"0500000US05061","Howard County, Arkansas","6225","60","5085","224","1140","213",
"0500000US05063","Independence County, Arkansas","16205","93","14405","315","1800","299",
"0500000US05065","Izard County, Arkansas","7216","105","5656","232","1560","190",
"0500000US05067","Jackson County, Arkansas","7613","217","6402","282","1211","181",
"0500000US05069","Jefferson County, Arkansas","33126","297","28488","621","4638","477",
"0500000US05071","Johnson County, Arkansas","11329","74","10023","239","1306","239",
"0500000US05073","Lafayette County, Arkansas","4335","53","2827","170","1508","155",
"0500000US05075","Lawrence County, Arkansas","7997","123","6630","253","1367","208",
"0500000US05077","Lee County, Arkansas","4370","71","3488","173","882","154",
"0500000US05079","Lincoln County, Arkansas","4867","159","4195","212","672","137",
"0500000US05081","Little River County, Arkansas","6441","49","5241","235","1200","223",
"0500000US05083","Logan County, Arkansas","10129","94","8439","280","1690","257",
"0500000US05085","Lonoke County, Arkansas","27937","69","25572","343","2365","344",
